,source,target,hops
449,Big Data,Opportunity Atlas,2.0
450,Administrative/Registry Data,Opportunity Atlas,2.0
451,Natural/Experimental Data,Opportunity Atlas,2.0
452,International Panel Data,Opportunity Atlas,2.0
453,Pseudo-Panel/Household Budget Survey,Opportunity Atlas,2.0
454,Archival/Historical Data,Opportunity Atlas,2.0
455,Measurement and Methodological Advances,Opportunity Atlas,2.0
456,Theoretical and Structural Models,Opportunity Atlas,2.0
457,Perceptions of Mobility and Attitudes,Opportunity Atlas,2.0
458,"Demographic Differences in Mobility (Race, Gender, etc.)",Opportunity Atlas,2.0
459,University/Institution Data,Opportunity Atlas,2.0
460,Others_RqType,Opportunity Atlas,2.0
461,Absolute Mobility Measures,International Panel Data,2.0
462,Transition Matrix / Probability Measures,International Panel Data,2.0
463,Others_Measure,International Panel Data,2.0
464,Decomposition / Structural Approaches,International Panel Data,2.0
465,Multigenerational Measures,International Panel Data,2.0
466,Non‐parametric Approaches,International Panel Data,2.0
467,Linked Administrative Data,International Panel Data,2.0
468,No dataset,International Panel Data,2.0
469,Panel/Longitudinal Surveys,International Panel Data,2.0
470,Others_DataType,International Panel Data,2.0
471,National Survey Data,International Panel Data,2.0
472,Big Data,International Panel Data,2.0
473,Administrative/Registry Data,International Panel Data,2.0
474,Natural/Experimental Data,International Panel Data,2.0
475,Opportunity Atlas,International Panel Data,2.0
476,Pseudo-Panel/Household Budget Survey,International Panel Data,2.0
477,Archival/Historical Data,International Panel Data,2.0
478,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",International Panel Data,2.0
479,Perceptions of Mobility and Attitudes,International Panel Data,2.0
480,"Demographic Differences in Mobility (Race, Gender, etc.)",International Panel Data,2.0
481,University/Institution Data,International Panel Data,2.0
482,Others_RqType,International Panel Data,2.0
483,Absolute Mobility Measures,Pseudo-Panel/Household Budget Survey,2.0
484,Transition Matrix / Probability Measures,Pseudo-Panel/Household Budget Survey,2.0
485,Rank‐based Measures,Pseudo-Panel/Household Budget Survey,2.0
486,Regression‐based Measures,Absolute Mobility Measures,2.0
487,Transition Matrix / Probability Measures,Absolute Mobility Measures,2.0
488,Others_Measure,Absolute Mobility Measures,2.0
489,Rank‐based Measures,Absolute Mobility Measures,2.0
490,Decomposition / Structural Approaches,Absolute Mobility Measures,2.0
491,Multigenerational Measures,Absolute Mobility Measures,2.0
492,Non‐parametric Approaches,Absolute Mobility Measures,2.0
493,International Panel Data,Absolute Mobility Measures,2.0
494,Pseudo-Panel/Household Budget Survey,Absolute Mobility Measures,2.0
495,Theoretical and Structural Models,Absolute Mobility Measures,2.0
496,"Demographic Differences in Mobility (Race, Gender, etc.)",Absolute Mobility Measures,2.0
497,University/Institution Data,Absolute Mobility Measures,2.0
498,Others_RqType,Absolute Mobility Measures,2.0
499,Absolute Mobility Measures,Regression‐based Measures,2.0
500,Transition Matrix / Probability Measures,Regression‐based Measures,2.0
501,Others_Measure,Regression‐based Measures,2.0
502,Rank‐based Measures,Regression‐based Measures,2.0
503,Decomposition / Structural Approaches,Regression‐based Measures,2.0
504,Multigenerational Measures,Regression‐based Measures,2.0
505,Non‐parametric Approaches,Regression‐based Measures,2.0
506,University/Institution Data,Regression‐based Measures,2.0
507,Absolute Mobility Measures,Transition Matrix / Probability Measures,2.0
508,Regression‐based Measures,Transition Matrix / Probability Measures,2.0
509,Others_Measure,Transition Matrix / Probability Measures,2.0
510,Rank‐based Measures,Transition Matrix / Probability Measures,2.0
511,Decomposition / Structural Approaches,Transition Matrix / Probability Measures,2.0
512,Multigenerational Measures,Transition Matrix / Probability Measures,2.0
513,Non‐parametric Approaches,Transition Matrix / Probability Measures,2.0
514,Others_DataType,Transition Matrix / Probability Measures,2.0
515,Big Data,Transition Matrix / Probability Measures,2.0
516,Natural/Experimental Data,Transition Matrix / Probability Measures,2.0
517,International Panel Data,Transition Matrix / Probability Measures,2.0
518,Pseudo-Panel/Household Budget Survey,Transition Matrix / Probability Measures,2.0
519,Archival/Historical Data,Transition Matrix / Probability Measures,2.0
520,"Policy, Institutional, and Geographic Impacts",Transition Matrix / Probability Measures,2.0
521,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Transition Matrix / Probability Measures,2.0
522,Perceptions of Mobility and Attitudes,Transition Matrix / Probability Measures,2.0
523,Others_RqType,Transition Matrix / Probability Measures,2.0
524,Absolute Mobility Measures,Others_Measure,2.0
525,Regression‐based Measures,Others_Measure,2.0
526,Transition Matrix / Probability Measures,Others_Measure,2.0
527,Rank‐based Measures,Others_Measure,2.0
528,Decomposition / Structural Approaches,Others_Measure,2.0
529,Multigenerational Measures,Others_Measure,2.0
530,Non‐parametric Approaches,Others_Measure,2.0
531,Big Data,Others_Measure,2.0
532,Opportunity Atlas,Others_Measure,2.0
533,International Panel Data,Others_Measure,2.0
534,Others_DataType,Empirical Estimates and Determinants,1.0
535,National Survey Data,Empirical Estimates and Determinants,1.0
536,Big Data,Empirical Estimates and Determinants,1.0
537,Administrative/Registry Data,Empirical Estimates and Determinants,1.0
538,Natural/Experimental Data,Empirical Estimates and Determinants,1.0
539,Opportunity Atlas,Empirical Estimates and Determinants,1.0
540,International Panel Data,Empirical Estimates and Determinants,1.0
541,Pseudo-Panel/Household Budget Survey,Empirical Estimates and Determinants,1.0
542,Archival/Historical Data,Empirical Estimates and Determinants,1.0
543,University/Institution Data,Empirical Estimates and Determinants,1.0
544,Absolute Mobility Measures,Measurement and Methodological Advances,1.0
545,Regression‐based Measures,Measurement and Methodological Advances,1.0
546,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1.0
547,Others_Measure,Measurement and Methodological Advances,1.0
548,Rank‐based Measures,Measurement and Methodological Advances,1.0
549,Decomposition / Structural Approaches,Measurement and Methodological Advances,1.0
550,Non‐parametric Approaches,Measurement and Methodological Advances,1.0
551,Linked Administrative Data,Measurement and Methodological Advances,1.0
552,No dataset,Measurement and Methodological Advances,1.0
553,Panel/Longitudinal Surveys,Measurement and Methodological Advances,1.0
554,Others_DataType,Measurement and Methodological Advances,1.0
555,National Survey Data,Measurement and Methodological Advances,1.0
556,Administrative/Registry Data,Measurement and Methodological Advances,1.0
557,International Panel Data,Measurement and Methodological Advances,1.0
558,Regression‐based Measures,Theoretical and Structural Models,1.0
559,Transition Matrix / Probability Measures,Theoretical and Structural Models,1.0
560,Others_Measure,Theoretical and Structural Models,1.0
561,Decomposition / Structural Approaches,Theoretical and Structural Models,1.0
562,Linked Administrative Data,Theoretical and Structural Models,1.0
563,No dataset,Theoretical and Structural Models,1.0
564,International Panel Data,Theoretical and Structural Models,1.0
565,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",1.0
566,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1.0
567,Others_Measure,"Policy, Institutional, and Geographic Impacts",1.0
568,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",1.0
569,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1.0
570,Multigenerational Measures,"Policy, Institutional, and Geographic Impacts",1.0
571,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",1.0
572,No dataset,"Policy, Institutional, and Geographic Impacts",1.0
573,Panel/Longitudinal Surveys,"Policy, Institutional, and Geographic Impacts",1.0
574,Others_DataType,"Policy, Institutional, and Geographic Impacts",1.0
575,National Survey Data,"Policy, Institutional, and Geographic Impacts",1.0
576,Administrative/Registry Data,"Policy, Institutional, and Geographic Impacts",1.0
577,Natural/Experimental Data,"Policy, Institutional, and Geographic Impacts",1.0
578,Opportunity Atlas,"Policy, Institutional, and Geographic Impacts",1.0
579,International Panel Data,"Policy, Institutional, and Geographic Impacts",1.0
580,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",1.0
581,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
582,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
583,Others_Measure,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
584,Rank‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
585,Multigenerational Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
586,Linked Administrative Data,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
587,No dataset,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
588,Panel/Longitudinal Surveys,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
589,Others_DataType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
590,National Survey Data,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
591,Opportunity Atlas,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
592,Absolute Mobility Measures,Perceptions of Mobility and Attitudes,1.0
593,Regression‐based Measures,Perceptions of Mobility and Attitudes,1.0
594,Others_Measure,Perceptions of Mobility and Attitudes,1.0
595,Rank‐based Measures,Perceptions of Mobility and Attitudes,1.0
596,Decomposition / Structural Approaches,Perceptions of Mobility and Attitudes,1.0
597,National Survey Data,Perceptions of Mobility and Attitudes,1.0
598,Natural/Experimental Data,Perceptions of Mobility and Attitudes,1.0
599,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
600,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
601,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
602,Linked Administrative Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
603,No dataset,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
604,Panel/Longitudinal Surveys,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
605,National Survey Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
606,Administrative/Registry Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
607,Transition Matrix / Probability Measures,University/Institution Data,1.0
608,Others_Measure,University/Institution Data,1.0
609,Rank‐based Measures,University/Institution Data,1.0
610,Intergenerational Wealth Mobility and Inheritance,University/Institution Data,1.0
611,Empirical Estimates and Determinants,University/Institution Data,1.0
612,Regression‐based Measures,Others_RqType,1.0
613,Linked Administrative Data,Others_RqType,1.0
614,Rank‐based Measures,No dataset,1.0
615,Decomposition / Structural Approaches,No dataset,1.0
616,Non‐parametric Approaches,No dataset,1.0
617,Intergenerational Wealth Mobility and Inheritance,No dataset,1.0
618,Empirical Estimates and Determinants,No dataset,1.0
619,Measurement and Methodological Advances,No dataset,1.0
620,Theoretical and Structural Models,No dataset,1.0
621,"Policy, Institutional, and Geographic Impacts",No dataset,1.0
622,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",No dataset,1.0
623,"Demographic Differences in Mobility (Race, Gender, etc.)",No dataset,1.0
624,Absolute Mobility Measures,Panel/Longitudinal Surveys,1.0
625,Regression‐based Measures,Panel/Longitudinal Surveys,1.0
626,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,1.0
627,Others_Measure,Panel/Longitudinal Surveys,1.0
628,Rank‐based Measures,Panel/Longitudinal Surveys,1.0
629,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,1.0
630,Multigenerational Measures,Panel/Longitudinal Surveys,1.0
631,Non‐parametric Approaches,Panel/Longitudinal Surveys,1.0
632,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,1.0
633,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,1.0
634,Measurement and Methodological Advances,Panel/Longitudinal Surveys,1.0
635,"Policy, Institutional, and Geographic Impacts",Panel/Longitudinal Surveys,1.0
636,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Panel/Longitudinal Surveys,1.0
637,"Demographic Differences in Mobility (Race, Gender, etc.)",Panel/Longitudinal Surveys,1.0
638,Absolute Mobility Measures,Others_DataType,1.0
639,Regression‐based Measures,Others_DataType,1.0
640,Others_Measure,Others_DataType,1.0
641,Rank‐based Measures,Others_DataType,1.0
642,Decomposition / Structural Approaches,Others_DataType,1.0
643,Multigenerational Measures,Others_DataType,1.0
644,Non‐parametric Approaches,Others_DataType,1.0
645,Intergenerational Wealth Mobility and Inheritance,Others_DataType,1.0
646,Empirical Estimates and Determinants,Others_DataType,1.0
647,Measurement and Methodological Advances,Others_DataType,1.0
648,"Policy, Institutional, and Geographic Impacts",Others_DataType,1.0
649,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Others_DataType,1.0
650,Absolute Mobility Measures,National Survey Data,1.0
651,Regression‐based Measures,National Survey Data,1.0
652,Transition Matrix / Probability Measures,National Survey Data,1.0
653,Others_Measure,National Survey Data,1.0
654,Rank‐based Measures,National Survey Data,1.0
655,Decomposition / Structural Approaches,National Survey Data,1.0
656,Multigenerational Measures,National Survey Data,1.0
657,Intergenerational Wealth Mobility and Inheritance,National Survey Data,1.0
658,Empirical Estimates and Determinants,National Survey Data,1.0
659,Measurement and Methodological Advances,National Survey Data,1.0
660,"Policy, Institutional, and Geographic Impacts",National Survey Data,1.0
661,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",National Survey Data,1.0
662,Perceptions of Mobility and Attitudes,National Survey Data,1.0
663,"Demographic Differences in Mobility (Race, Gender, etc.)",National Survey Data,1.0
664,Absolute Mobility Measures,Big Data,1.0
665,Regression‐based Measures,Big Data,1.0
666,Empirical Estimates and Determinants,Big Data,1.0
667,Absolute Mobility Measures,Administrative/Registry Data,1.0
668,Regression‐based Measures,Administrative/Registry Data,1.0
669,Transition Matrix / Probability Measures,Administrative/Registry Data,1.0
670,Others_Measure,Administrative/Registry Data,1.0
671,Rank‐based Measures,Administrative/Registry Data,1.0
672,Decomposition / Structural Approaches,Administrative/Registry Data,1.0
673,Non‐parametric Approaches,Administrative/Registry Data,1.0
674,Intergenerational Wealth Mobility and Inheritance,Administrative/Registry Data,1.0
675,Empirical Estimates and Determinants,Administrative/Registry Data,1.0
676,Measurement and Methodological Advances,Administrative/Registry Data,1.0
677,"Policy, Institutional, and Geographic Impacts",Administrative/Registry Data,1.0
678,"Demographic Differences in Mobility (Race, Gender, etc.)",Administrative/Registry Data,1.0
679,Absolute Mobility Measures,Natural/Experimental Data,1.0
680,Regression‐based Measures,Natural/Experimental Data,1.0
681,Others_Measure,Natural/Experimental Data,1.0
682,Decomposition / Structural Approaches,Natural/Experimental Data,1.0
683,Intergenerational Wealth Mobility and Inheritance,Natural/Experimental Data,1.0
684,Empirical Estimates and Determinants,Natural/Experimental Data,1.0
685,"Policy, Institutional, and Geographic Impacts",Natural/Experimental Data,1.0
686,Perceptions of Mobility and Attitudes,Natural/Experimental Data,1.0
687,Absolute Mobility Measures,Opportunity Atlas,1.0
688,Regression‐based Measures,Opportunity Atlas,1.0
689,Transition Matrix / Probability Measures,Opportunity Atlas,1.0
690,Rank‐based Measures,Opportunity Atlas,1.0
691,Intergenerational Wealth Mobility and Inheritance,Opportunity Atlas,1.0
692,Empirical Estimates and Determinants,Opportunity Atlas,1.0
693,"Policy, Institutional, and Geographic Impacts",Opportunity Atlas,1.0
694,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Opportunity Atlas,1.0
695,Regression‐based Measures,International Panel Data,1.0
696,Rank‐based Measures,International Panel Data,1.0
697,Intergenerational Wealth Mobility and Inheritance,International Panel Data,1.0
698,Empirical Estimates and Determinants,International Panel Data,1.0
699,Measurement and Methodological Advances,International Panel Data,1.0
700,Theoretical and Structural Models,International Panel Data,1.0
701,"Policy, Institutional, and Geographic Impacts",International Panel Data,1.0
702,Regression‐based Measures,Pseudo-Panel/Household Budget Survey,1.0
703,Others_Measure,Pseudo-Panel/Household Budget Survey,1.0
704,Intergenerational Wealth Mobility and Inheritance,Pseudo-Panel/Household Budget Survey,1.0
705,Empirical Estimates and Determinants,Pseudo-Panel/Household Budget Survey,1.0
706,Absolute Mobility Measures,Archival/Historical Data,1.0
707,Regression‐based Measures,Archival/Historical Data,1.0
708,Multigenerational Measures,Archival/Historical Data,1.0
709,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,1.0
710,Empirical Estimates and Determinants,Archival/Historical Data,1.0
711,"Policy, Institutional, and Geographic Impacts",Archival/Historical Data,1.0
712,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1.0
713,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1.0
714,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1.0
715,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1.0
716,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1.0
717,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
718,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,1.0
719,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
720,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,1.0
721,No dataset,Intergenerational Wealth Mobility and Inheritance,1.0
722,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,1.0
723,Others_DataType,Intergenerational Wealth Mobility and Inheritance,1.0
724,National Survey Data,Intergenerational Wealth Mobility and Inheritance,1.0
725,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,1.0
726,Natural/Experimental Data,Intergenerational Wealth Mobility and Inheritance,1.0
727,Opportunity Atlas,Intergenerational Wealth Mobility and Inheritance,1.0
728,International Panel Data,Intergenerational Wealth Mobility and Inheritance,1.0
729,Pseudo-Panel/Household Budget Survey,Intergenerational Wealth Mobility and Inheritance,1.0
730,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1.0
731,University/Institution Data,Intergenerational Wealth Mobility and Inheritance,1.0
732,Absolute Mobility Measures,Empirical Estimates and Determinants,1.0
733,Regression‐based Measures,Empirical Estimates and Determinants,1.0
734,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1.0
735,Others_Measure,Empirical Estimates and Determinants,1.0
736,Rank‐based Measures,Empirical Estimates and Determinants,1.0
737,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1.0
738,Non‐parametric Approaches,Empirical Estimates and Determinants,1.0
739,Linked Administrative Data,Empirical Estimates and Determinants,1.0
740,No dataset,Empirical Estimates and Determinants,1.0
741,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,1.0
742,Linked Administrative Data,Absolute Mobility Measures,1.0
743,No dataset,Absolute Mobility Measures,1.0
744,Panel/Longitudinal Surveys,Absolute Mobility Measures,1.0
745,Others_DataType,Absolute Mobility Measures,1.0
746,National Survey Data,Absolute Mobility Measures,1.0
747,Big Data,Absolute Mobility Measures,1.0
748,Administrative/Registry Data,Absolute Mobility Measures,1.0
749,Natural/Experimental Data,Absolute Mobility Measures,1.0
750,Opportunity Atlas,Absolute Mobility Measures,1.0
751,Archival/Historical Data,Absolute Mobility Measures,1.0
752,Intergenerational Wealth Mobility and Inheritance,Absolute Mobility Measures,1.0
753,Empirical Estimates and Determinants,Absolute Mobility Measures,1.0
754,Measurement and Methodological Advances,Absolute Mobility Measures,1.0
755,"Policy, Institutional, and Geographic Impacts",Absolute Mobility Measures,1.0
756,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Absolute Mobility Measures,1.0
757,Perceptions of Mobility and Attitudes,Absolute Mobility Measures,1.0
758,Linked Administrative Data,Regression‐based Measures,1.0
759,No dataset,Regression‐based Measures,1.0
760,Panel/Longitudinal Surveys,Regression‐based Measures,1.0
761,Others_DataType,Regression‐based Measures,1.0
762,National Survey Data,Regression‐based Measures,1.0
763,Big Data,Regression‐based Measures,1.0
764,Administrative/Registry Data,Regression‐based Measures,1.0
765,Natural/Experimental Data,Regression‐based Measures,1.0
766,Opportunity Atlas,Regression‐based Measures,1.0
767,International Panel Data,Regression‐based Measures,1.0
768,Pseudo-Panel/Household Budget Survey,Regression‐based Measures,1.0
769,Archival/Historical Data,Regression‐based Measures,1.0
770,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,1.0
771,Empirical Estimates and Determinants,Regression‐based Measures,1.0
772,Measurement and Methodological Advances,Regression‐based Measures,1.0
773,Theoretical and Structural Models,Regression‐based Measures,1.0
774,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,1.0
775,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Regression‐based Measures,1.0
776,Perceptions of Mobility and Attitudes,Regression‐based Measures,1.0
777,"Demographic Differences in Mobility (Race, Gender, etc.)",Regression‐based Measures,1.0
778,Others_RqType,Regression‐based Measures,1.0
779,Linked Administrative Data,Transition Matrix / Probability Measures,1.0
780,No dataset,Transition Matrix / Probability Measures,1.0
781,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,1.0
782,National Survey Data,Transition Matrix / Probability Measures,1.0
783,Administrative/Registry Data,Transition Matrix / Probability Measures,1.0
784,Opportunity Atlas,Transition Matrix / Probability Measures,1.0
785,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,1.0
786,Empirical Estimates and Determinants,Transition Matrix / Probability Measures,1.0
787,Measurement and Methodological Advances,Transition Matrix / Probability Measures,1.0
788,Theoretical and Structural Models,Transition Matrix / Probability Measures,1.0
789,"Demographic Differences in Mobility (Race, Gender, etc.)",Transition Matrix / Probability Measures,1.0
790,University/Institution Data,Transition Matrix / Probability Measures,1.0
791,Linked Administrative Data,Others_Measure,1.0
792,No dataset,Others_Measure,1.0
793,Panel/Longitudinal Surveys,Others_Measure,1.0
794,Others_DataType,Others_Measure,1.0
795,National Survey Data,Others_Measure,1.0
796,Administrative/Registry Data,Others_Measure,1.0
797,Natural/Experimental Data,Others_Measure,1.0
798,Pseudo-Panel/Household Budget Survey,Others_Measure,1.0
799,Intergenerational Wealth Mobility and Inheritance,Others_Measure,1.0
800,Empirical Estimates and Determinants,Others_Measure,1.0
801,Measurement and Methodological Advances,Others_Measure,1.0
802,Theoretical and Structural Models,Others_Measure,1.0
803,"Policy, Institutional, and Geographic Impacts",Others_Measure,1.0
804,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Others_Measure,1.0
805,Perceptions of Mobility and Attitudes,Others_Measure,1.0
806,University/Institution Data,Others_Measure,1.0
807,Linked Administrative Data,Rank‐based Measures,1.0
808,No dataset,Rank‐based Measures,1.0
809,Panel/Longitudinal Surveys,Rank‐based Measures,1.0
810,Others_DataType,Rank‐based Measures,1.0
811,National Survey Data,Rank‐based Measures,1.0
812,Administrative/Registry Data,Rank‐based Measures,1.0
813,Opportunity Atlas,Rank‐based Measures,1.0
814,International Panel Data,Rank‐based Measures,1.0
815,Intergenerational Wealth Mobility and Inheritance,Rank‐based Measures,1.0
816,Empirical Estimates and Determinants,Rank‐based Measures,1.0
817,Measurement and Methodological Advances,Rank‐based Measures,1.0
818,"Policy, Institutional, and Geographic Impacts",Rank‐based Measures,1.0
819,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Rank‐based Measures,1.0
820,Perceptions of Mobility and Attitudes,Rank‐based Measures,1.0
821,"Demographic Differences in Mobility (Race, Gender, etc.)",Rank‐based Measures,1.0
822,University/Institution Data,Rank‐based Measures,1.0
823,Linked Administrative Data,Decomposition / Structural Approaches,1.0
824,No dataset,Decomposition / Structural Approaches,1.0
825,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,1.0
826,Others_DataType,Decomposition / Structural Approaches,1.0
827,National Survey Data,Decomposition / Structural Approaches,1.0
828,Administrative/Registry Data,Decomposition / Structural Approaches,1.0
829,Natural/Experimental Data,Decomposition / Structural Approaches,1.0
830,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,1.0
831,Empirical Estimates and Determinants,Decomposition / Structural Approaches,1.0
832,Measurement and Methodological Advances,Decomposition / Structural Approaches,1.0
833,Theoretical and Structural Models,Decomposition / Structural Approaches,1.0
834,"Policy, Institutional, and Geographic Impacts",Decomposition / Structural Approaches,1.0
835,Perceptions of Mobility and Attitudes,Decomposition / Structural Approaches,1.0
836,Panel/Longitudinal Surveys,Multigenerational Measures,1.0
837,Others_DataType,Multigenerational Measures,1.0
838,National Survey Data,Multigenerational Measures,1.0
839,Archival/Historical Data,Multigenerational Measures,1.0
840,Intergenerational Wealth Mobility and Inheritance,Multigenerational Measures,1.0
841,"Policy, Institutional, and Geographic Impacts",Multigenerational Measures,1.0
842,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Multigenerational Measures,1.0
843,Linked Administrative Data,Non‐parametric Approaches,1.0
844,No dataset,Non‐parametric Approaches,1.0
845,Panel/Longitudinal Surveys,Non‐parametric Approaches,1.0
846,Others_DataType,Non‐parametric Approaches,1.0
847,Administrative/Registry Data,Non‐parametric Approaches,1.0
848,Intergenerational Wealth Mobility and Inheritance,Non‐parametric Approaches,1.0
849,Empirical Estimates and Determinants,Non‐parametric Approaches,1.0
850,Measurement and Methodological Advances,Non‐parametric Approaches,1.0
851,Absolute Mobility Measures,Linked Administrative Data,1.0
852,Regression‐based Measures,Linked Administrative Data,1.0
853,Transition Matrix / Probability Measures,Linked Administrative Data,1.0
854,Others_Measure,Linked Administrative Data,1.0
855,Rank‐based Measures,Linked Administrative Data,1.0
856,Decomposition / Structural Approaches,Linked Administrative Data,1.0
857,Non‐parametric Approaches,Linked Administrative Data,1.0
858,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,1.0
859,Empirical Estimates and Determinants,Linked Administrative Data,1.0
860,Measurement and Methodological Advances,Linked Administrative Data,1.0
861,Theoretical and Structural Models,Linked Administrative Data,1.0
862,"Policy, Institutional, and Geographic Impacts",Linked Administrative Data,1.0
863,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Linked Administrative Data,1.0
864,"Demographic Differences in Mobility (Race, Gender, etc.)",Linked Administrative Data,1.0
865,Others_RqType,Linked Administrative Data,1.0
866,Absolute Mobility Measures,No dataset,1.0
867,Regression‐based Measures,No dataset,1.0
868,Transition Matrix / Probability Measures,No dataset,1.0
869,Others_Measure,No dataset,1.0
