key,year,identifier,measure,datatype,rqtype,paper_count,ew
Absolute Mobility Measures | Administrative/Registry Data | Empirical Estimates and Determinants,1976,filled,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2004,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2005,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2006,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2007,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2008,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2009,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2010,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2011,appeared,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,1,1.0
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2012,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.8705505632961241
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2013,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.757858283255199
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2014,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.6597539553864471
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2015,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.5743491774985174
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2016,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.49999999999999994
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2017,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.435275281648062
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2018,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.37892914162759944
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2019,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.3298769776932235
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2020,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.28717458874925866
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2021,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.24999999999999992
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2022,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.21763764082403095
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2023,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.1894645708137997
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2024,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.16493848884661172
Decomposition / Structural Approaches | Panel/Longitudinal Surveys | Measurement and Methodological Advances,2025,filled,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,Measurement and Methodological Advances,0,0.14358729437462933
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1976,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1977,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1978,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1979,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1980,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1981,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1982,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1983,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1984,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1985,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1986,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1987,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1988,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1989,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1990,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1991,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1992,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1993,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1994,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1995,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1996,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1997,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1998,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,1999,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2000,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2001,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2002,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2003,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2004,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2005,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2006,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2007,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2008,appeared,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1,1.0
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2009,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.8705505632961241
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2010,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.757858283255199
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2011,appeared,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1,1.659753955386447
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2012,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,1.4448997407946416
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2013,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,1.257858283255199
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2014,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,1.0950292370345092
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2015,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.9532783191261169
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2016,appeared,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1,1.8298769776932233
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2017,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,1.5930004336934447
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2018,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,1.3867874248827983
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2019,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,1.2072685739037015
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2020,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,1.0509883370615758
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2021,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.9149384888466116
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2022,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.7965002168467222
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2023,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.693393712441399
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2024,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.6036342869518506
Multigenerational Measures | Archival/Historical Data | Intergenerational Wealth Mobility and Inheritance,2025,filled,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,0,0.5254941685307878
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1976,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1977,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1978,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1979,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1980,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1981,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1982,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1983,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1984,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1985,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1986,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1987,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1988,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1989,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1990,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1991,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1992,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1993,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1994,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1995,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1996,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1997,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1998,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",1999,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2000,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2001,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2002,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2003,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2004,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2005,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2006,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2007,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2008,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2009,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2010,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2011,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2012,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2013,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2014,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2015,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2016,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2017,appeared,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",1,1.0
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2018,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.8705505632961241
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2019,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.757858283255199
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2020,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.6597539553864471
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2021,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.5743491774985174
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2022,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.49999999999999994
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2023,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.435275281648062
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2024,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.37892914162759944
"Multigenerational Measures | Archival/Historical Data | Policy, Institutional, and Geographic Impacts",2025,filled,Multigenerational Measures,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",0,0.3298769776932235
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1976,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1977,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1978,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1979,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1980,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1981,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1982,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1983,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1984,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1985,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1986,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1987,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1988,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1989,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1990,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1991,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1992,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1993,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1994,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1995,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1996,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1997,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1998,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,1999,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
Multigenerational Measures | National Survey Data | Intergenerational Wealth Mobility and Inheritance,2000,filled,Multigenerational Measures,National Survey Data,Intergenerational Wealth Mobility and Inheritance,0,0.0
