period,dt.name,m.name,rq.name,n_triangles,tri_sum_total,tri_min_total
2016-2020,No dataset,Non‐parametric Approaches,Measurement and Methodological Advances,1,13,1
2016-2020,Administrative/Registry Data,Absolute Mobility Measures,Measurement and Methodological Advances,1,5,1
2016-2020,Administrative/Registry Data,Regression‐based Measures,Measurement and Methodological Advances,1,33,3
2016-2020,Administrative/Registry Data,Others_Measure,Measurement and Methodological Advances,1,9,2
2016-2020,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,1,10,3
2016-2020,Panel/Longitudinal Surveys,Absolute Mobility Measures,Measurement and Methodological Advances,1,12,1
2016-2020,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,1,52,6
2016-2020,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1,9,1
2016-2020,Panel/Longitudinal Surveys,Others_Measure,Measurement and Methodological Advances,1,9,1
2016-2020,Panel/Longitudinal Surveys,Non‐parametric Approaches,Measurement and Methodological Advances,1,8,1
2016-2020,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,1,10,1
2016-2020,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,1,3,1
2016-2020,Linked Administrative Data,Regression‐based Measures,Measurement and Methodological Advances,1,25,1
2016-2020,Linked Administrative Data,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1,3,1
2016-2020,Linked Administrative Data,Rank‐based Measures,Measurement and Methodological Advances,1,8,1
2016-2020,International Panel Data,Regression‐based Measures,Measurement and Methodological Advances,1,17,1
2016-2020,International Panel Data,Rank‐based Measures,Measurement and Methodological Advances,1,5,1
2016-2020,Archival/Historical Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,20,2
2016-2020,Archival/Historical Data,Multigenerational Measures,"Policy, Institutional, and Geographic Impacts",1,7,2
2016-2020,No dataset,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",1,7,2
2016-2020,No dataset,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,13,2
2016-2020,No dataset,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,26,2
2016-2020,No dataset,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,8,1
2016-2020,Administrative/Registry Data,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",1,8,1
2016-2020,Administrative/Registry Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,11,3
2016-2020,Administrative/Registry Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,33,5
2016-2020,Administrative/Registry Data,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,10,1
2016-2020,Panel/Longitudinal Surveys,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",1,10,2
2016-2020,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,11,3
2016-2020,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,47,3
2016-2020,Panel/Longitudinal Surveys,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,5,1
2016-2020,Linked Administrative Data,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",1,7,1
2016-2020,Linked Administrative Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,11,3
2016-2020,Linked Administrative Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,26,4
2016-2020,Natural/Experimental Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,6,1
2016-2020,Natural/Experimental Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,14,1
2016-2020,Natural/Experimental Data,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,4,1
2016-2020,Opportunity Atlas,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",1,4,1
2016-2020,Administrative/Registry Data,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,23,3
2016-2020,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,8,1
2016-2020,Panel/Longitudinal Surveys,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,37,1
2016-2020,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,4,1
2016-2020,Panel/Longitudinal Surveys,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,3,1
2016-2020,Linked Administrative Data,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,15,1
2016-2020,Linked Administrative Data,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,3,1
2016-2020,Linked Administrative Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,6,1
2016-2020,No dataset,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,6,1
2016-2020,No dataset,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,16,1
2016-2020,No dataset,Others_Measure,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,7,1
2016-2020,Panel/Longitudinal Surveys,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,10,2
2016-2020,Panel/Longitudinal Surveys,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,38,2
2016-2020,Panel/Longitudinal Surveys,Others_Measure,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,5,1
2016-2020,National Survey Data,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,5,1
2016-2020,National Survey Data,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,19,1
2016-2020,National Survey Data,Others_Measure,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,4,1
2016-2020,National Survey Data,Absolute Mobility Measures,Perceptions of Mobility and Attitudes,1,6,1
2016-2020,National Survey Data,Others_Measure,Perceptions of Mobility and Attitudes,1,7,2
2016-2020,National Survey Data,Rank‐based Measures,Perceptions of Mobility and Attitudes,1,5,1
2016-2020,Natural/Experimental Data,Others_Measure,Perceptions of Mobility and Attitudes,1,4,1
2021-2025,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,39,2
2021-2025,Archival/Historical Data,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,1,5,1
2021-2025,No dataset,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1,20,5
2021-2025,No dataset,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,51,5
2021-2025,No dataset,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1,10,1
2021-2025,No dataset,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1,8,1
2021-2025,No dataset,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,19,2
2021-2025,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1,15,1
2021-2025,Administrative/Registry Data,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1,20,2
2021-2025,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,59,12
2021-2025,Administrative/Registry Data,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1,18,2
2021-2025,Administrative/Registry Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,39,12
2021-2025,Others_DataType,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1,4,1
2021-2025,Others_DataType,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,38,1
2021-2025,Others_DataType,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1,3,1
2021-2025,Others_DataType,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,1,3,1
2021-2025,Others_DataType,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,14,1
2021-2025,Panel/Longitudinal Surveys,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1,18,2
2021-2025,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1,20,1
2021-2025,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,73,13
2021-2025,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1,21,4
2021-2025,Panel/Longitudinal Surveys,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1,17,1
2021-2025,Panel/Longitudinal Surveys,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,28,3
2021-2025,Linked Administrative Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1,23,2
2021-2025,Linked Administrative Data,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1,25,4
2021-2025,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,68,15
2021-2025,Linked Administrative Data,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1,20,1
2021-2025,Linked Administrative Data,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1,17,1
2021-2025,Linked Administrative Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,33,6
2021-2025,National Survey Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1,9,1
2021-2025,National Survey Data,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1,14,2
2021-2025,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,53,6
2021-2025,National Survey Data,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1,8,1
2021-2025,National Survey Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,20,2
2021-2025,International Panel Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,37,1
2021-2025,Natural/Experimental Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1,5,1
2021-2025,Natural/Experimental Data,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1,9,1
2021-2025,Natural/Experimental Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,39,2
2021-2025,Opportunity Atlas,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,38,1
2021-2025,Opportunity Atlas,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1,6,1
2021-2025,Opportunity Atlas,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,14,1
2021-2025,University/Institution Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1,14,1
2021-2025,No dataset,Decomposition / Structural Approaches,Theoretical and Structural Models,1,24,5
2021-2025,No dataset,Regression‐based Measures,Theoretical and Structural Models,1,26,4
2021-2025,No dataset,Others_Measure,Theoretical and Structural Models,1,13,1
2021-2025,No dataset,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1,19,5
2021-2025,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,1,57,5
2021-2025,No dataset,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1,8,1
2021-2025,No dataset,Others_Measure,Empirical Estimates and Determinants,1,10,2
2021-2025,No dataset,Rank‐based Measures,Empirical Estimates and Determinants,1,17,2
2021-2025,Administrative/Registry Data,Absolute Mobility Measures,Empirical Estimates and Determinants,1,28,1
2021-2025,Administrative/Registry Data,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1,23,2
2021-2025,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,1,69,13
2021-2025,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1,20,2
2021-2025,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,1,41,10
2021-2025,Others_DataType,Absolute Mobility Measures,Empirical Estimates and Determinants,1,16,1
2021-2025,Others_DataType,Regression‐based Measures,Empirical Estimates and Determinants,1,47,3
2021-2025,Others_DataType,Others_Measure,Empirical Estimates and Determinants,1,8,1
2021-2025,Others_DataType,Rank‐based Measures,Empirical Estimates and Determinants,1,15,1
2021-2025,Panel/Longitudinal Surveys,Absolute Mobility Measures,Empirical Estimates and Determinants,1,30,3
2021-2025,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1,22,1
2021-2025,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,1,82,16
2021-2025,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1,22,2
2021-2025,Panel/Longitudinal Surveys,Others_Measure,Empirical Estimates and Determinants,1,22,3
2021-2025,Panel/Longitudinal Surveys,Rank‐based Measures,Empirical Estimates and Determinants,1,29,3
2021-2025,Linked Administrative Data,Absolute Mobility Measures,Empirical Estimates and Determinants,1,33,6
2021-2025,Linked Administrative Data,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1,25,4
2021-2025,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,1,75,16
2021-2025,Linked Administrative Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1,19,1
2021-2025,Linked Administrative Data,Others_Measure,Empirical Estimates and Determinants,1,20,1
2021-2025,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,1,32,6
2021-2025,National Survey Data,Absolute Mobility Measures,Empirical Estimates and Determinants,1,19,1
2021-2025,National Survey Data,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1,14,2
2021-2025,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,1,60,7
2021-2025,National Survey Data,Others_Measure,Empirical Estimates and Determinants,1,11,1
2021-2025,National Survey Data,Rank‐based Measures,Empirical Estimates and Determinants,1,19,2
2021-2025,International Panel Data,Regression‐based Measures,Empirical Estimates and Determinants,1,43,1
2021-2025,Natural/Experimental Data,Absolute Mobility Measures,Empirical Estimates and Determinants,1,13,1
2021-2025,Natural/Experimental Data,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1,7,1
2021-2025,Natural/Experimental Data,Regression‐based Measures,Empirical Estimates and Determinants,1,44,1
2021-2025,Opportunity Atlas,Regression‐based Measures,Empirical Estimates and Determinants,1,45,2
2021-2025,Opportunity Atlas,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1,5,1
2021-2025,Opportunity Atlas,Rank‐based Measures,Empirical Estimates and Determinants,1,13,1
2021-2025,Big Data,Absolute Mobility Measures,Empirical Estimates and Determinants,1,16,2
2021-2025,Big Data,Regression‐based Measures,Empirical Estimates and Determinants,1,44,1
2021-2025,No dataset,Regression‐based Measures,Measurement and Methodological Advances,1,25,6
2021-2025,No dataset,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1,8,1
2021-2025,No dataset,Others_Measure,Measurement and Methodological Advances,1,9,1
2021-2025,No dataset,Non‐parametric Approaches,Measurement and Methodological Advances,1,8,1
2021-2025,No dataset,Rank‐based Measures,Measurement and Methodological Advances,1,13,2
2021-2025,Administrative/Registry Data,Absolute Mobility Measures,Measurement and Methodological Advances,1,4,1
2021-2025,Administrative/Registry Data,Regression‐based Measures,Measurement and Methodological Advances,1,22,2
2021-2025,Administrative/Registry Data,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1,5,1
2021-2025,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,1,22,2
2021-2025,Others_DataType,Absolute Mobility Measures,Measurement and Methodological Advances,1,3,1
2021-2025,Others_DataType,Regression‐based Measures,Measurement and Methodological Advances,1,11,1
2021-2025,Others_DataType,Others_Measure,Measurement and Methodological Advances,1,3,1
2021-2025,Others_DataType,Rank‐based Measures,Measurement and Methodological Advances,1,7,1
2021-2025,Panel/Longitudinal Surveys,Absolute Mobility Measures,Measurement and Methodological Advances,1,9,1
2021-2025,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,1,38,5
2021-2025,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1,10,1
2021-2025,Panel/Longitudinal Surveys,Others_Measure,Measurement and Methodological Advances,1,9,1
2021-2025,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,1,13,3
2021-2025,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,1,8,1
2021-2025,Linked Administrative Data,Regression‐based Measures,Measurement and Methodological Advances,1,27,1
2021-2025,Linked Administrative Data,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1,3,1
2021-2025,Linked Administrative Data,Others_Measure,Measurement and Methodological Advances,1,3,1
2021-2025,Linked Administrative Data,Rank‐based Measures,Measurement and Methodological Advances,1,12,1
2021-2025,National Survey Data,Absolute Mobility Measures,Measurement and Methodological Advances,1,3,1
2021-2025,National Survey Data,Regression‐based Measures,Measurement and Methodological Advances,1,21,1
2021-2025,National Survey Data,Others_Measure,Measurement and Methodological Advances,1,3,1
2021-2025,National Survey Data,Rank‐based Measures,Measurement and Methodological Advances,1,8,1
2021-2025,No dataset,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,13,1
2021-2025,No dataset,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,22,1
2021-2025,No dataset,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,4,1
2021-2025,No dataset,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",1,4,1
2021-2025,Administrative/Registry Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,8,2
2021-2025,Administrative/Registry Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,25,3
2021-2025,Administrative/Registry Data,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",1,19,1
2021-2025,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,6,1
2021-2025,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,37,2
2021-2025,Panel/Longitudinal Surveys,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,6,1
2021-2025,Panel/Longitudinal Surveys,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",1,6,1
2021-2025,Linked Administrative Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,10,3
2021-2025,Linked Administrative Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,31,3
2021-2025,Linked Administrative Data,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,5,1
2021-2025,Linked Administrative Data,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",1,10,1
2021-2025,National Survey Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,7,2
2021-2025,National Survey Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,24,2
2021-2025,National Survey Data,Others_Measure,"Policy, Institutional, and Geographic Impacts",1,4,1
2021-2025,National Survey Data,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",1,5,1
2021-2025,Natural/Experimental Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1,6,1
2021-2025,Natural/Experimental Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,14,2
2021-2025,Opportunity Atlas,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1,13,1
2021-2025,Opportunity Atlas,Rank‐based Measures,"Policy, Institutional, and Geographic Impacts",1,3,1
2021-2025,Panel/Longitudinal Surveys,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,30,1
2021-2025,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,9,2
2021-2025,Panel/Longitudinal Surveys,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,8,2
2021-2025,Linked Administrative Data,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,21,1
2021-2025,Linked Administrative Data,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,4,1
2021-2025,Linked Administrative Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,9,1
2021-2025,National Survey Data,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,15,1
2021-2025,National Survey Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1,5,1
2021-2025,Others_DataType,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,3,1
2021-2025,Others_DataType,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,5,1
2021-2025,Others_DataType,Multigenerational Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,3,1
2021-2025,Others_DataType,Rank‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,3,1
2021-2025,Panel/Longitudinal Surveys,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,5,1
2021-2025,Panel/Longitudinal Surveys,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,28,1
2021-2025,Panel/Longitudinal Surveys,Rank‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,5,1
2021-2025,Linked Administrative Data,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,8,1
2021-2025,Linked Administrative Data,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,21,1
2021-2025,Linked Administrative Data,Rank‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,8,1
2021-2025,Opportunity Atlas,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,5,1
2021-2025,Opportunity Atlas,Rank‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1,3,1
2021-2025,National Survey Data,Regression‐based Measures,Perceptions of Mobility and Attitudes,1,16,1
2021-2025,National Survey Data,Others_Measure,Perceptions of Mobility and Attitudes,1,4,1
