node,seed,position,x,y
Natural/Experimental Data,36,[-0.52575208 -0.39948998],-0.5257520830913652,-0.39948997635785943
Opportunity Atlas,36,[-0.63719797  0.01557192],-0.6371979656377835,0.015571924061865037
Multigenerational Measures,36,[ 0.44250067 -0.38204581],0.44250066741390653,-0.3820458137166087
Perceptions of Mobility and Attitudes,36,[ 0.62259754 -0.23385678],0.6225975364388463,-0.23385678479026512
University/Institution Data,36,[-0.61205676 -0.15901628],-0.6120567598456704,-0.15901628035004844
Big Data,36,[ 0.08237999 -0.50372506],0.08237999315889392,-0.5037250611906897
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",36,[0.48896224 0.52436385],0.48896224319859005,0.5243638501656221
Others_RqType,36,[ 0.71937125 -0.00685419],0.7193712509667481,-0.0068541866329268845
Pseudo-Panel/Household Budget Survey,36,[-0.00564646 -1.        ],-0.005646458708297555,-1.0
Regression‐based Measures,37,[-0.03728619  0.19256794],-0.0372861932082117,0.19256793692968752
Empirical Estimates and Determinants,37,[0.26922302 0.22363149],0.2692230180845018,0.22363148937967678
Linked Administrative Data,37,[-0.05406705 -0.40869098],-0.054067053148048896,-0.4086909823324391
Rank‐based Measures,37,[-0.1443049  -0.13769619],-0.14430490241293423,-0.13769618872884928
Transition Matrix / Probability Measures,37,[-0.36948455 -0.01840252],-0.3694845492923766,-0.018402516798126906
No dataset,37,[-0.0346055  -0.67573294],-0.034605500918600526,-0.6757329371703799
Theoretical and Structural Models,37,[-0.67865952  0.27521402],-0.6786595160173471,0.2752140182344162
Decomposition / Structural Approaches,37,[ 0.43801914 -0.52431569],0.4380191415472669,-0.5243156850073748
Administrative/Registry Data,37,[0.20820219 0.46466446],0.20820218943440555,0.4646644603841951
International Panel Data,37,[-0.53482185  0.44504751],-0.5348218525702808,0.44504750990966363
Panel/Longitudinal Surveys,37,[-0.35314235  0.20156531],-0.3531423523965386,0.2015653081992493
Intergenerational Wealth Mobility and Inheritance,37,[-0.09951692  0.41812972],-0.09951691912686017,0.4181297195957112
National Survey Data,37,[ 0.39596078 -0.07550261],0.3959607833847563,-0.0755026087207751
Measurement and Methodological Advances,37,[ 0.30274093 -0.3208048 ],0.30274092934467683,-0.3208048005180945
"Policy, Institutional, and Geographic Impacts",37,[-0.32850497 -0.48115339],-0.32850496923773675,-0.48115338957584336
"Demographic Differences in Mobility (Race, Gender, etc.)",37,[-0.66677517 -0.01674601],-0.666775173520386,-0.016746007601858504
Absolute Mobility Measures,37,[ 0.21854505 -0.63328477],0.218545048597259,-0.6332847707079412
Others_Measure,37,[ 0.07607076 -0.02086561],0.07607075796014187,-0.020865609005039587
Others_DataType,37,[-0.27279152 -0.79010744],-0.2727915232934864,-0.790107439084111
Archival/Historical Data,37,[0.50018653 0.377735  ],0.5001865264039289,0.37773500214665423
Non‐parametric Approaches,37,[-0.50354218 -0.28356874],-0.5035421842344812,-0.2835687387708466
Natural/Experimental Data,37,[-0.87504744 -0.2293562 ],-0.8750474373290126,-0.22935620468401585
Opportunity Atlas,37,[-0.35488429  0.57750182],-0.3548842910372147,0.5775018175683415
Multigenerational Measures,37,[ 0.69903402 -0.12521128],0.6990340219840762,-0.12521128479071864
Perceptions of Mobility and Attitudes,37,[ 0.7424786  -0.39111518],0.7424786046042737,-0.39111517808779467
University/Institution Data,37,[-0.73297888 -0.49210171],-0.7329788843545816,-0.4921017122997943
Big Data,37,[-0.10085554  0.76168503],-0.10085553746186766,0.7616850266257695
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",37,[0.83518879 0.12964638],0.8351887904953278,0.12964637885421904
Others_RqType,37,[0.45561903 0.7401284 ],0.4556190277194246,0.7401283995987862
Pseudo-Panel/Household Budget Survey,37,[1.         0.81713899],1.0,0.8171389864575839
Regression‐based Measures,38,[-0.49290265  0.20536658],-0.49290265389485094,0.2053665847123097
Empirical Estimates and Determinants,38,[-0.53355472 -0.00311621],-0.5335547182797863,-0.003116209792137736
Linked Administrative Data,38,[ 0.49971137 -0.14304078],0.4997113700448983,-0.1430407770450038
Rank‐based Measures,38,[-0.11862992 -0.13553403],-0.11862991779639664,-0.13553403251852567
Transition Matrix / Probability Measures,38,[0.39646364 0.06476211],0.39646363905783294,0.06476211163619977
No dataset,38,[-0.35515329  0.49195559],-0.3551532869743251,0.491955588425306
Theoretical and Structural Models,38,[0.77124513 0.06977392],0.7712451272848911,0.06977392125893907
Decomposition / Structural Approaches,38,[ 0.33254178 -0.63103899],0.3325417840988071,-0.631038994138732
Administrative/Registry Data,38,[-0.35892433 -0.35481771],-0.3589243268840305,-0.35481771493499276
International Panel Data,38,[ 0.8038831  -0.21505333],0.8038830962778216,-0.21505333344854055
Panel/Longitudinal Surveys,38,[0.11390139 0.14731308],0.11390138502643041,0.14731308458614498
Intergenerational Wealth Mobility and Inheritance,38,[0.24203998 0.32462508],0.24203997785801906,0.32462508179983923
National Survey Data,38,[-0.22590614  0.01298127],-0.22590613811969262,0.012981271152452293
Measurement and Methodological Advances,38,[-0.15567657 -0.50421024],-0.15567657052373565,-0.5042102404975455
"Policy, Institutional, and Geographic Impacts",38,[0.54771473 0.27180836],0.5477147264332607,0.2718083625499395
"Demographic Differences in Mobility (Race, Gender, etc.)",38,[0.0957854  0.55407821],0.09578539987692349,0.5540782140590237
Absolute Mobility Measures,38,[ 0.08703655 -0.45537787],0.08703655190771671,-0.45537787416993064
Others_Measure,38,[ 0.37106838 -0.39129935],0.3710683825696565,-0.3912993549155416
Others_DataType,38,[0.43392123 0.55726318],0.43392123168400815,0.5572631836122854
Archival/Historical Data,38,[ 0.06926138 -0.74915382],0.06926137773640595,-0.7491538180621652
Non‐parametric Approaches,38,[ 0.14000487 -0.0493827 ],0.14000486539558366,-0.049382700868701286
Natural/Experimental Data,38,[-0.2655454   0.72331025],-0.26554540279663097,0.7233102521524379
Opportunity Atlas,38,[-0.31889687  0.33060121],-0.31889687012527645,0.33060120970093065
Multigenerational Measures,38,[-0.12356053  0.40846959],-0.12356052997472679,0.40846958906005093
Perceptions of Mobility and Attitudes,38,[-0.33014783 -0.77517288],-0.33014782733849257,-0.7751728766684226
University/Institution Data,38,[ 0.67670233 -0.52339679],0.6767023333948003,-0.5233967850090786
Big Data,38,[-0.65053264 -0.1887685 ],-0.650532643755805,-0.18876850394483438
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",38,[-0.68535888 -0.53684004],-0.685358878779228,-0.536840038695762
Others_RqType,38,[0.03350852 0.8541682 ],0.033508516595255534,0.8541681975361367
Pseudo-Panel/Household Budget Survey,38,[-1.         0.6397266],-1.0,0.6397266024677913
Regression‐based Measures,39,[ 0.11901057 -0.01779545],0.11901056967841708,-0.01779544699693911
Empirical Estimates and Determinants,39,[-0.29705975 -0.04984808],-0.297059748456359,-0.04984807698579922
Linked Administrative Data,39,[ 0.45038802 -0.16001806],0.45038801738679773,-0.16001805862754645
Rank‐based Measures,39,[-0.10078845  0.07060744],-0.10078844556128824,0.0706074414763545
Transition Matrix / Probability Measures,39,[0.30174763 0.3788389 ],0.3017476286196553,0.3788388985646148
No dataset,39,[-0.07439147  0.46202897],-0.07439146573245778,0.46202897071137117
Theoretical and Structural Models,39,[0.32409951 0.59310393],0.32409950974313495,0.5931039313426051
Decomposition / Structural Approaches,39,[0.07714032 0.62868913],0.07714031880417785,0.6286891341882096
Administrative/Registry Data,39,[ 0.06067495 -0.28655041],0.06067495346124354,-0.2865504069139179
International Panel Data,39,[-0.09109591  0.80350257],-0.09109591111409482,0.8035025680902421
Panel/Longitudinal Surveys,39,[0.16686392 0.2312387 ],0.16686391569760295,0.23123869586408302
Intergenerational Wealth Mobility and Inheritance,39,[0.39983975 0.17900081],0.3998397468280655,0.17900080685358313
National Survey Data,39,[-0.44726229 -0.30936086],-0.447262289539309,-0.3093608621692034
Measurement and Methodological Advances,39,[-0.27504423 -0.45942205],-0.2750442262579161,-0.4594220462378114
"Policy, Institutional, and Geographic Impacts",39,[-0.17742239 -0.25045607],-0.1774223868510071,-0.2504560704471285
"Demographic Differences in Mobility (Race, Gender, etc.)",39,[0.62469768 0.01355003],0.6246976812135409,0.013550034185954407
Absolute Mobility Measures,39,[-0.52116427 -0.10214154],-0.521164269744244,-0.1021415365412429
Others_Measure,39,[-0.28487948  0.31662898],-0.284879475133209,0.3166289823037532
Others_DataType,39,[ 0.41343167 -0.49278768],0.41343166687755545,-0.49278768052103206
Archival/Historical Data,39,[-0.52379408  0.46514755],-0.5237940838582865,0.46514755262769664
Non‐parametric Approaches,39,[ 0.29174211 -0.11917649],0.2917421104142839,-0.1191764901226012
Natural/Experimental Data,39,[0.74636677 0.33646958],0.7463667715976544,0.33646958230166035
Opportunity Atlas,39,[ 0.0011141  -0.60106694],0.0011141029265209624,-0.6010669388303143
Multigenerational Measures,39,[ 0.20282998 -0.55864554],0.202829983074483,-0.5586455360584087
Perceptions of Mobility and Attitudes,39,[-0.84305751  0.17178063],-0.8430575079731478,0.17178062753954992
University/Institution Data,39,[-0.63579859  0.31404214],-0.6357985933220811,0.3140421448612312
Big Data,39,[-0.31798052  0.68951241],-0.31798052008734223,0.6895124146817272
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",39,[ 0.68404231 -0.42420801],0.6840423120437779,-0.42420801026056104
Others_RqType,39,[ 0.21964298 -0.82266462],0.21964298154891493,-0.8226646248795457
Pseudo-Panel/Household Budget Survey,39,[-0.49389335 -1.        ],-0.4938933462850748,-1.0
Regression‐based Measures,40,[0.30390658 0.18283089],0.30390657612056327,0.18283089291381413
Empirical Estimates and Determinants,40,[-0.0080314  -0.08758946],-0.008031401150313422,-0.08758946280739595
Linked Administrative Data,40,[-0.1955759   0.28940071],-0.1955758989751984,0.28940071121447947
Rank‐based Measures,40,[0.05684446 0.08508386],0.0568444571104851,0.08508386081800529
Transition Matrix / Probability Measures,40,[-0.07183908 -0.62079843],-0.07183908151010074,-0.620798430265592
No dataset,40,[0.16643933 0.4292017 ],0.16643933134353667,0.42920170210033476
Theoretical and Structural Models,40,[ 0.41752142 -0.52462525],0.41752142342500886,-0.5246252543149292
Decomposition / Structural Approaches,40,[-0.43010992  0.50808779],-0.4301099219507706,0.508087792189501
Administrative/Registry Data,40,[-0.70768845 -0.12224149],-0.7076884480274741,-0.12224149016638591
International Panel Data,40,[-0.31536502 -0.75974155],-0.31536502299808195,-0.7597415489624134
Panel/Longitudinal Surveys,40,[ 0.24916254 -0.26834822],0.24916254256774842,-0.2683482218168459
Intergenerational Wealth Mobility and Inheritance,40,[ 0.30001008 -0.06073596],0.3000100804344442,-0.0607359580363139
National Survey Data,40,[-0.23578022 -0.1576885 ],-0.23578022044111865,-0.15768849965769616
Measurement and Methodological Advances,40,[-0.43325539  0.27655295],-0.4332553912649119,0.2765529517015836
"Policy, Institutional, and Geographic Impacts",40,[-0.02646069  0.45157572],-0.026460690409171365,0.451575718262107
"Demographic Differences in Mobility (Race, Gender, etc.)",40,[ 0.58637018 -0.21956624],0.5863701844536197,-0.21956623591418312
Absolute Mobility Measures,40,[-0.50779499  0.005217  ],-0.5077949868455011,0.00521700219624592
Others_Measure,40,[-0.26757981 -0.40291934],-0.26757981331095354,-0.4029193399724846
Others_DataType,40,[-0.60387676 -0.35253965],-0.6038767630590766,-0.3525396537106647
Archival/Historical Data,40,[-0.65815003 -0.61431856],-0.6581500258708967,-0.6143185591566616
Non‐parametric Approaches,40,[ 0.17534031 -0.44589625],0.1753403066720308,-0.4458962469672732
Natural/Experimental Data,40,[ 0.78774128 -0.03916378],0.7877412841496201,-0.03916378170490782
Opportunity Atlas,40,[0.47946559 0.47338797],0.47946559237519004,0.47338796877002176
Multigenerational Measures,40,[-0.72582405  0.43262564],-0.7258240538230599,0.4326256395232237
Perceptions of Mobility and Attitudes,40,[-0.24309315  0.75365339],-0.24309314984719851,0.7536533869942557
University/Institution Data,40,[0.62728313 0.27803849],0.6272831332033026,0.27803848936416087
Big Data,40,[0.33852497 0.78792994],0.3385249741918928,0.7879299415796037
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",40,[-0.8800094   0.17801272],-0.8800094032520384,0.1780127234065955
Others_RqType,40,[0.82182439 0.33494987],0.8218243866885672,0.3349498664727521
Pseudo-Panel/Household Budget Survey,40,[ 1.         -0.79037596],1.0,-0.7903759640528744
Regression‐based Measures,41,[0.05475744 0.2361246 ],0.05475743743830556,0.2361245969783337
Empirical Estimates and Determinants,41,[-0.08830503  0.44883432],-0.08830503121899369,0.4488343230090793
Linked Administrative Data,41,[-0.02409692 -0.42470797],-0.024096919197021144,-0.42470797396273113
Rank‐based Measures,41,[-0.3662909   0.10328396],-0.36629089960743916,0.10328396354640944
Transition Matrix / Probability Measures,41,[-0.2700503  -0.27849618],-0.2700502962943078,-0.27849617901937623
No dataset,41,[ 0.12094028 -0.51738515],0.12094028445657908,-0.5173851499586766
Theoretical and Structural Models,41,[-0.60493005  0.34660377],-0.6049300506247505,0.34660377294858685
Decomposition / Structural Approaches,41,[ 0.43931338 -0.30629204],0.4393133790287219,-0.3062920381375759
Administrative/Registry Data,41,[0.28322747 0.42131027],0.2832274748855595,0.4213102715539046
International Panel Data,41,[-0.71952682 -0.32841574],-0.7195268215321855,-0.32841573553977726
Panel/Longitudinal Surveys,41,[-0.13062031  0.09504983],-0.13062030972952007,0.09504983138398161
Intergenerational Wealth Mobility and Inheritance,41,[-0.10406856 -0.16144341],-0.10406856409264656,-0.1614434126968695
National Survey Data,41,[0.27836061 0.11362034],0.2783606080916664,0.11362033685157462
Measurement and Methodological Advances,41,[ 0.41593691 -0.0512685 ],0.41593691113050574,-0.051268504587274555
"Policy, Institutional, and Geographic Impacts",41,[-0.50968793 -0.05535811],-0.5096879337672731,-0.05535810777374516
"Demographic Differences in Mobility (Race, Gender, etc.)",41,[-0.70285759  0.1226241 ],-0.7028575940412947,0.12262410486306267
Absolute Mobility Measures,41,[ 0.19563018 -0.18515682],0.19563018324046547,-0.18515682491398994
Others_Measure,41,[-0.31112034  0.27643258],-0.31112033933029987,0.27643257957678824
Others_DataType,41,[ 0.40265194 -0.56784646],0.4026519367852452,-0.567846458832127
Archival/Historical Data,41,[0.09845823 0.53693657],0.09845822936177465,0.5369365674988639
Non‐parametric Approaches,41,[-0.47926443 -0.32165052],-0.479264432327451,-0.3216505234343255
Natural/Experimental Data,41,[0.52038093 0.33176837],0.5203809305579535,0.33176837188931074
Opportunity Atlas,41,[-0.32021239 -0.62864444],-0.32021238585516804,-0.6286444411436958
Multigenerational Measures,41,[ 0.19943791 -0.72295324],0.1994379073130168,-0.722953236205603
Perceptions of Mobility and Attitudes,41,[0.70493048 0.09641901],0.7049304817282924,0.09641901128360916
University/Institution Data,41,[-0.57577524 -0.65587705],-0.5757752395082778,-0.655877049633938
Big Data,41,[-0.40979854  0.63016807],-0.40979853944988126,0.6301680661587776
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",41,[0.47855149 0.65667455],0.47855149223678567,0.6566745491054049
Others_RqType,41,[ 0.79500794 -0.21035471],0.7950079361792155,-0.21035471080796836
Pseudo-Panel/Household Budget Survey,41,[0.62902016 1.        ],0.6290201641422318,1.0
Regression‐based Measures,42,[0.18945035 0.17280438],0.18945034535724176,0.17280437809017118
Empirical Estimates and Determinants,42,[0.35227807 0.24511581],0.35227807132814387,0.24511580986422016
Linked Administrative Data,42,[-0.17602448 -0.40122835],-0.17602448394671033,-0.40122835499287646
Rank‐based Measures,42,[ 0.30105654 -0.10477451],0.30105653587543585,-0.1047745126428225
Transition Matrix / Probability Measures,42,[-0.40643468 -0.08079913],-0.4064346813319296,-0.08079913105194708
No dataset,42,[-0.33986223  0.29188395],-0.33986222512675607,0.2918839525953052
Theoretical and Structural Models,42,[-0.04404759 -0.49224776],-0.044047593748036185,-0.49224776339603254
Decomposition / Structural Approaches,42,[-0.35060984 -0.54285374],-0.3506098437973197,-0.5428537431508089
Administrative/Registry Data,42,[0.1681157  0.43104128],0.1681156980636052,0.4310412831775746
International Panel Data,42,[-0.71545607 -0.20149118],-0.7154560688931592,-0.20149118156722132
Panel/Longitudinal Surveys,42,[-0.12030043  0.0599872 ],-0.12030043168351591,0.05998720401030477
Intergenerational Wealth Mobility and Inheritance,42,[-0.36432595  0.08001355],-0.36432594656272244,0.0800135515125033
National Survey Data,42,[ 0.11491188 -0.01214097],0.11491188185504046,-0.012140970948509102
Measurement and Methodological Advances,42,[-0.06831759  0.25814022],-0.06831759053855975,0.2581402170842467
"Policy, Institutional, and Geographic Impacts",42,[ 0.08375779 -0.29322187],0.08375778601656401,-0.29322186763367375
"Demographic Differences in Mobility (Race, Gender, etc.)",42,[ 0.33749765 -0.49821369],0.33749764932504706,-0.4982136913001599
Absolute Mobility Measures,42,[-0.05693376  0.43949609],-0.05693376258720432,0.43949608810721397
Others_Measure,42,[-0.12957174 -0.13691657],-0.12957174189844647,-0.13691656660166202
Others_DataType,42,[-0.6114558   0.02546481],-0.6114558045539205,0.025464810071872707
Archival/Historical Data,42,[ 0.29545741 -0.31899598],0.29545741381593765,-0.31899597961862675
Non‐parametric Approaches,42,[-0.30981435 -0.27814907],-0.30981434593183055,-0.2781490747118327
Natural/Experimental Data,42,[-0.29417067  0.56353014],-0.2941706730234775,0.5635301386484122
Opportunity Atlas,42,[0.50017352 0.09977726],0.5001735175714845,0.09977726367142421
Multigenerational Measures,42,[ 0.06764714 -0.6776814 ],0.06764714341197153,-0.6776813952416336
Perceptions of Mobility and Attitudes,42,[ 0.57406198 -0.3779526 ],0.5740619831619289,-0.3779526001908405
University/Institution Data,42,[ 0.46023528 -0.15469127],0.4602352835432202,-0.154691268004921
Big Data,42,[ 0.70322107 -0.07396505],0.7032210746485678,-0.07396504548193591
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",42,[0.45305763 0.53278083],0.4530576323127053,0.5327808268330526
Others_RqType,42,[-0.62423805  0.44528762],-0.6242380530623661,0.445287622869187
Pseudo-Panel/Household Budget Survey,42,[0.01064123 1.        ],0.010641230398540442,0.9999999999999999
Regression‐based Measures,43,[ 0.15958077 -0.2290708 ],0.15958076850502884,-0.22907080140074706
Empirical Estimates and Determinants,43,[ 0.13589347 -0.39576369],0.13589347156457143,-0.39576369438291625
Linked Administrative Data,43,[-0.1153942  -0.31314046],-0.11539420433246828,-0.31314046052159217
Rank‐based Measures,43,[-0.13697234  0.11033144],-0.13697233550239152,0.11033144423872829
Transition Matrix / Probability Measures,43,[-0.27766298  0.20318694],-0.2776629786589296,0.2031869355184926
No dataset,43,[-0.31312027  0.45981008],-0.31312027406678633,0.4598100799291644
Theoretical and Structural Models,43,[-0.54957393 -0.21469996],-0.5495739286465446,-0.21469996279044506
Decomposition / Structural Approaches,43,[0.30143105 0.03144608],0.3014310488897966,0.03144608158282525
Administrative/Registry Data,43,[-0.31836589 -0.43416182],-0.31836589344375904,-0.4341618163619779
International Panel Data,43,[-0.54052426  0.36534624],-0.5405242598299415,0.3653462399581073
Panel/Longitudinal Surveys,43,[-0.04139547 -0.13676277],-0.04139547318169286,-0.1367627736855588
Intergenerational Wealth Mobility and Inheritance,43,[-0.32069645 -0.01228286],-0.3206964503225963,-0.012282860238188321
National Survey Data,43,[0.15616076 0.19731544],0.15616076223987455,0.19731544241032636
Measurement and Methodological Advances,43,[-0.14124364  0.42497245],-0.14124364461625533,0.4249724534021816
"Policy, Institutional, and Geographic Impacts",43,[-0.33336242 -0.19155192],-0.33336242455363346,-0.19155191792078835
"Demographic Differences in Mobility (Race, Gender, etc.)",43,[-0.65480341  0.11472321],-0.6548034087313468,0.1147232122972609
Absolute Mobility Measures,43,[0.34810443 0.28442615],0.3481044281189486,0.28442614965047974
Others_Measure,43,[0.03802568 0.3620407 ],0.03802568468844267,0.3620406963665873
Others_DataType,43,[ 0.41815961 -0.12530503],0.41815961102822274,-0.1253050349475974
Archival/Historical Data,43,[-0.55962385 -0.02404237],-0.559623848045507,-0.02404236512801522
Non‐parametric Approaches,43,[0.06161413 0.01791547],0.06161413260798238,0.017915465359074758
Natural/Experimental Data,43,[0.48284359 0.12899726],0.48284359106702696,0.12899726406569736
Opportunity Atlas,43,[-0.04534554 -0.50860366],-0.04534554133183607,-0.5086036640630618
Multigenerational Measures,43,[ 0.30378992 -0.54031294],0.30378992484564693,-0.5403129393755728
Perceptions of Mobility and Attitudes,43,[-0.03978961  0.68874203],-0.039789606720098535,0.6887420267116894
University/Institution Data,43,[0.19509621 0.53234383],0.1950962121152616,0.5323438324615912
Big Data,43,[-0.23015527 -0.66167146],-0.23015526742892603,-0.6616714577244557
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",43,[ 0.56668361 -0.32874304],0.5666836072699855,-0.3287430402258092
Others_RqType,43,[0.4506463  0.44784069],0.45064629647213866,0.4478406857145782
Pseudo-Panel/Household Budget Survey,43,[ 1.         -0.25332522],1.0,-0.2533252209001536
Regression‐based Measures,44,[-0.0748307   0.16568625],-0.07483070071375267,0.16568624869902915
Empirical Estimates and Determinants,44,[-0.20456447  0.18628798],-0.20456447186430013,0.1862879786235482
Linked Administrative Data,44,[-0.31850124  0.02758034],-0.3185012379680472,0.027580344535902118
Rank‐based Measures,44,[-0.09865153 -0.22618768],-0.09865153322486571,-0.2261876845007748
Transition Matrix / Probability Measures,44,[ 0.42528486 -0.11078652],0.42528486249403413,-0.11078651581435495
No dataset,44,[0.51686163 0.04142966],0.5168616251072368,0.041429659773791386
Theoretical and Structural Models,44,[ 0.07857005 -0.53422037],0.07857005309558138,-0.5342203668566852
Decomposition / Structural Approaches,44,[-0.50743022  0.09578507],-0.5074302226514809,0.09578507488608982
Administrative/Registry Data,44,[0.27362809 0.22355089],0.2736280929458431,0.2235508858347208
International Panel Data,44,[ 0.60137365 -0.25873863],0.6013736512173964,-0.2587386280303154
Panel/Longitudinal Surveys,44,[ 0.11406475 -0.08407449],0.11406474798685902,-0.0840744904159731
Intergenerational Wealth Mobility and Inheritance,44,[0.12789632 0.19505717],0.12789631671790275,0.19505716733578993
National Survey Data,44,[-0.0892251  -0.03047498],-0.08922509861425201,-0.030474982674775677
Measurement and Methodological Advances,44,[ 0.19886256 -0.52809377],0.19886255584612034,-0.5280937690082984
"Policy, Institutional, and Geographic Impacts",44,[-0.26414973 -0.19616966],-0.2641497294205419,-0.1961696572023335
"Demographic Differences in Mobility (Race, Gender, etc.)",44,[-0.14543131 -0.52163515],-0.14543131107855078,-0.5216351483908801
Absolute Mobility Measures,44,[-0.28425476 -0.36553563],-0.2842547644055418,-0.3655356274554056
Others_Measure,44,[2.81388115e-01 2.21069727e-04],0.28138811536590225,0.00022106972719939823
Others_DataType,44,[ 0.37489982 -0.26913499],0.3748998232373661,-0.2691349892226911
Archival/Historical Data,44,[ 0.31094199 -0.36655547],0.31094198929727035,-0.36655546594342137
Non‐parametric Approaches,44,[ 0.08709267 -0.31413982],0.08709266623026454,-0.31413981585576606
Natural/Experimental Data,44,[0.27589128 0.41480009],0.2758912848682577,0.4148000929774654
Opportunity Atlas,44,[-0.4112807   0.23055223],-0.41128070108984743,0.2305522304005341
Multigenerational Measures,44,[0.05687495 0.46418349],0.05687494652521435,0.4641834912663222
Perceptions of Mobility and Attitudes,44,[-0.40631004 -0.54480691],-0.40631004003922433,-0.5448069133048701
University/Institution Data,44,[-0.12079895  0.47480373],-0.120798947684087,0.47480372968093487
Big Data,44,[-0.56124516 -0.21764266],-0.5612451639031466,-0.2176426579159678
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",44,[-0.45608046  0.49045656],-0.4560804621488989,0.49045655825779466
Others_RqType,44,[0.40332899 0.55780218],0.4033289886547499,0.5578021805934188
Pseudo-Panel/Household Budget Survey,44,[-0.18420533  1.        ],-0.18420533478348475,1.0
Regression‐based Measures,45,[-0.04402936 -0.11306094],-0.04402936126588098,-0.11306093933050394
Empirical Estimates and Determinants,45,[-0.13379035 -0.29329085],-0.1337903513924955,-0.29329085400815397
Linked Administrative Data,45,[-0.19737453 -0.08815888],-0.19737452733130081,-0.0881588762395663
Rank‐based Measures,45,[0.14003319 0.23965227],0.14003318612402268,0.23965226649491908
Transition Matrix / Probability Measures,45,[ 0.23636738 -0.23889657],0.23636737545452818,-0.2388965698397588
No dataset,45,[-0.26939642  0.39316034],-0.26939642312185075,0.39316033590111016
Theoretical and Structural Models,45,[0.60779211 0.05448466],0.6077921083362884,0.054484662983190046
Decomposition / Structural Approaches,45,[-0.20752669  0.52954221],-0.2075266949354992,0.5295422104216994
Administrative/Registry Data,45,[ 0.09338077 -0.45727458],0.0933807661691442,-0.45727458482345335
International Panel Data,45,[ 0.53357161 -0.18907149],0.533571606680293,-0.18907148596877263
Panel/Longitudinal Surveys,45,[ 0.14168633 -0.02599695],0.1416863338338002,-0.025996950132097647
Intergenerational Wealth Mobility and Inheritance,45,[ 0.08274314 -0.27463205],0.08274314181378264,-0.2746320487897832
National Survey Data,45,[-0.28875298  0.03382117],-0.2887529791997947,0.03382116998095947
Measurement and Methodological Advances,45,[0.086851   0.40252503],0.08685099868596616,0.4025250277682091
"Policy, Institutional, and Geographic Impacts",45,[-0.01601051  0.51485925],-0.016010511765350698,0.514859249652599
"Demographic Differences in Mobility (Race, Gender, etc.)",45,[0.33160946 0.45627496],0.3316094630001613,0.4562749573767444
Absolute Mobility Measures,45,[-0.06477833  0.16951647],-0.0647783262312385,0.1695164656974786
Others_Measure,45,[ 0.34987391 -0.04683463],0.34987390823508646,-0.0468346251016677
Others_DataType,45,[-0.43766522 -0.18353835],-0.4376652200840403,-0.18353834845642425
Archival/Historical Data,45,[0.41701205 0.29626418],0.4170120526167058,0.29626418205111327
Non‐parametric Approaches,45,[0.29813087 0.13822224],0.29813086602227645,0.1382222377920921
Natural/Experimental Data,45,[-0.53429232 -0.02892332],-0.5342923219131239,-0.02892332238191483
Opportunity Atlas,45,[-0.24993461  0.24069555],-0.24993460573186377,0.24069554915438882
Multigenerational Measures,45,[-0.50606501  0.16469376],-0.5060650134040183,0.1646937585112096
Perceptions of Mobility and Attitudes,45,[-0.51721426  0.38400805],-0.5172142557582016,0.38400804855153764
University/Institution Data,45,[0.62964847 0.29722869],0.6296484734995493,0.29722869367884375
Big Data,45,[ 0.42655818 -0.33398816],0.42655818280038504,-0.3339881643511489
"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",45,[-0.1715076  -0.58338578],-0.17150759635911825,-0.5833857848192535
Others_RqType,45,[-0.44321171 -0.45789626],-0.44321171394485775,-0.4578962617736092
Pseudo-Panel/Household Budget Survey,45,[-0.29370856 -1.        ],-0.2937085608330404,-0.9999999999999999
Regression‐based Measures,46,[-0.23306855 -0.34137137],-0.23306854866055343,-0.34137137153119423
Empirical Estimates and Determinants,46,[-0.07766445 -0.30885158],-0.07766445392161954,-0.3088515763820165
Linked Administrative Data,46,[-0.34303288 -0.01236117],-0.34303287970895024,-0.01236117132439264
Rank‐based Measures,46,[0.02932611 0.01570964],0.02932610692359623,0.015709642698721098
Transition Matrix / Probability Measures,46,[0.24801895 0.10027326],0.24801895276207997,0.10027325806756163
No dataset,46,[ 0.40082556 -0.24326243],0.4008255565880463,-0.24326243387902713
Theoretical and Structural Models,46,[0.71882988 0.22452744],0.7188298799342412,0.22452743737862035
Decomposition / Structural Approaches,46,[0.13253057 0.69397294],0.13253056816865533,0.6939729370239387
Administrative/Registry Data,46,[-0.40768195 -0.24713116],-0.4076819531393488,-0.2471311616130063
International Panel Data,46,[0.48784556 0.20404191],0.4878455622930103,0.2040419061243816
Panel/Longitudinal Surveys,46,[ 0.16716501 -0.10257496],0.16716500589012784,-0.10257495830423925
Intergenerational Wealth Mobility and Inheritance,46,[ 0.13483588 -0.32371818],0.13483588402103766,-0.3237181807693035
