,source,target,hops
463,Opportunity Atlas,Absolute Mobility Measures,2.0
464,Absolute Mobility Measures,Decomposition / Structural Approaches,2.0
465,Regression‐based Measures,Decomposition / Structural Approaches,2.0
466,Transition Matrix / Probability Measures,Decomposition / Structural Approaches,2.0
467,Others_Measure,Decomposition / Structural Approaches,2.0
468,Multigenerational Measures,Decomposition / Structural Approaches,2.0
469,Non‐parametric Approaches,Decomposition / Structural Approaches,2.0
470,Rank‐based Measures,Decomposition / Structural Approaches,2.0
471,Archival/Historical Data,Decomposition / Structural Approaches,2.0
472,Linked Administrative Data,Decomposition / Structural Approaches,2.0
473,International Panel Data,Decomposition / Structural Approaches,2.0
474,"Demographic Differences in Mobility (Race, Gender, etc.)",Decomposition / Structural Approaches,2.0
475,Pseudo-Panel/Household Budget Survey,Decomposition / Structural Approaches,2.0
476,Natural/Experimental Data,Decomposition / Structural Approaches,2.0
477,Opportunity Atlas,Decomposition / Structural Approaches,2.0
478,Absolute Mobility Measures,Regression‐based Measures,2.0
479,Decomposition / Structural Approaches,Regression‐based Measures,2.0
480,Transition Matrix / Probability Measures,Regression‐based Measures,2.0
481,Others_Measure,Regression‐based Measures,2.0
482,Multigenerational Measures,Regression‐based Measures,2.0
483,Non‐parametric Approaches,Regression‐based Measures,2.0
484,Rank‐based Measures,Regression‐based Measures,2.0
485,"Demographic Differences in Mobility (Race, Gender, etc.)",Regression‐based Measures,2.0
486,Perceptions of Mobility and Attitudes,Regression‐based Measures,2.0
487,Absolute Mobility Measures,Transition Matrix / Probability Measures,2.0
488,Decomposition / Structural Approaches,Transition Matrix / Probability Measures,2.0
489,Regression‐based Measures,Transition Matrix / Probability Measures,2.0
490,Others_Measure,Transition Matrix / Probability Measures,2.0
491,Multigenerational Measures,Transition Matrix / Probability Measures,2.0
492,Non‐parametric Approaches,Transition Matrix / Probability Measures,2.0
493,Rank‐based Measures,Transition Matrix / Probability Measures,2.0
494,Archival/Historical Data,Transition Matrix / Probability Measures,2.0
495,Others_DataType,Transition Matrix / Probability Measures,2.0
496,Regression‐based Measures,International Panel Data,1.0
497,Intergenerational Wealth Mobility and Inheritance,International Panel Data,1.0
498,Theoretical and Structural Models,International Panel Data,1.0
499,Empirical Estimates and Determinants,International Panel Data,1.0
500,"Policy, Institutional, and Geographic Impacts",International Panel Data,1.0
501,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1.0
502,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
503,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1.0
504,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1.0
505,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1.0
506,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,1.0
507,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
508,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1.0
509,No dataset,Intergenerational Wealth Mobility and Inheritance,1.0
510,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,1.0
511,Others_DataType,Intergenerational Wealth Mobility and Inheritance,1.0
512,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,1.0
513,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,1.0
514,National Survey Data,Intergenerational Wealth Mobility and Inheritance,1.0
515,International Panel Data,Intergenerational Wealth Mobility and Inheritance,1.0
516,Pseudo-Panel/Household Budget Survey,Intergenerational Wealth Mobility and Inheritance,1.0
517,Decomposition / Structural Approaches,Theoretical and Structural Models,1.0
518,Regression‐based Measures,Theoretical and Structural Models,1.0
519,Transition Matrix / Probability Measures,Theoretical and Structural Models,1.0
520,Others_Measure,Theoretical and Structural Models,1.0
521,No dataset,Theoretical and Structural Models,1.0
522,International Panel Data,Theoretical and Structural Models,1.0
523,Absolute Mobility Measures,Empirical Estimates and Determinants,1.0
524,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1.0
525,Regression‐based Measures,Empirical Estimates and Determinants,1.0
526,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1.0
527,Others_Measure,Empirical Estimates and Determinants,1.0
528,Non‐parametric Approaches,Empirical Estimates and Determinants,1.0
529,Rank‐based Measures,Empirical Estimates and Determinants,1.0
530,Archival/Historical Data,Empirical Estimates and Determinants,1.0
531,No dataset,Empirical Estimates and Determinants,1.0
532,Administrative/Registry Data,Empirical Estimates and Determinants,1.0
533,Others_DataType,Empirical Estimates and Determinants,1.0
534,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,1.0
535,Linked Administrative Data,Empirical Estimates and Determinants,1.0
536,National Survey Data,Empirical Estimates and Determinants,1.0
537,International Panel Data,Empirical Estimates and Determinants,1.0
538,Pseudo-Panel/Household Budget Survey,Empirical Estimates and Determinants,1.0
539,Natural/Experimental Data,Empirical Estimates and Determinants,1.0
540,Opportunity Atlas,Empirical Estimates and Determinants,1.0
541,Absolute Mobility Measures,Measurement and Methodological Advances,1.0
542,Decomposition / Structural Approaches,Measurement and Methodological Advances,1.0
543,Regression‐based Measures,Measurement and Methodological Advances,1.0
544,No dataset,Measurement and Methodological Advances,1.0
545,Administrative/Registry Data,Measurement and Methodological Advances,1.0
546,Panel/Longitudinal Surveys,Measurement and Methodological Advances,1.0
547,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1.0
548,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1.0
549,No dataset,"Policy, Institutional, and Geographic Impacts",1.0
550,Administrative/Registry Data,"Policy, Institutional, and Geographic Impacts",1.0
551,Others_DataType,"Policy, Institutional, and Geographic Impacts",1.0
552,Panel/Longitudinal Surveys,"Policy, Institutional, and Geographic Impacts",1.0
553,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",1.0
554,National Survey Data,"Policy, Institutional, and Geographic Impacts",1.0
555,International Panel Data,"Policy, Institutional, and Geographic Impacts",1.0
556,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
557,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
558,Administrative/Registry Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
559,Panel/Longitudinal Surveys,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
560,Linked Administrative Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
561,National Survey Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
562,Regression‐based Measures,Pseudo-Panel/Household Budget Survey,1.0
563,Others_Measure,Pseudo-Panel/Household Budget Survey,1.0
564,Intergenerational Wealth Mobility and Inheritance,Pseudo-Panel/Household Budget Survey,1.0
565,Empirical Estimates and Determinants,Pseudo-Panel/Household Budget Survey,1.0
566,Regression‐based Measures,Natural/Experimental Data,1.0
567,Empirical Estimates and Determinants,Natural/Experimental Data,1.0
568,Regression‐based Measures,Opportunity Atlas,1.0
569,Empirical Estimates and Determinants,Opportunity Atlas,1.0
570,Decomposition / Structural Approaches,Perceptions of Mobility and Attitudes,1.0
571,National Survey Data,Perceptions of Mobility and Attitudes,1.0
572,Regression‐based Measures,Others_RqType,1.0
573,Linked Administrative Data,Others_RqType,1.0
574,No dataset,Absolute Mobility Measures,1.0
575,Administrative/Registry Data,Absolute Mobility Measures,1.0
576,Panel/Longitudinal Surveys,Absolute Mobility Measures,1.0
577,Intergenerational Wealth Mobility and Inheritance,Absolute Mobility Measures,1.0
578,Empirical Estimates and Determinants,Absolute Mobility Measures,1.0
579,Measurement and Methodological Advances,Absolute Mobility Measures,1.0
580,No dataset,Decomposition / Structural Approaches,1.0
581,Administrative/Registry Data,Decomposition / Structural Approaches,1.0
582,Others_DataType,Decomposition / Structural Approaches,1.0
583,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,1.0
584,National Survey Data,Decomposition / Structural Approaches,1.0
585,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,1.0
586,Theoretical and Structural Models,Decomposition / Structural Approaches,1.0
587,Empirical Estimates and Determinants,Decomposition / Structural Approaches,1.0
588,Measurement and Methodological Advances,Decomposition / Structural Approaches,1.0
589,"Policy, Institutional, and Geographic Impacts",Decomposition / Structural Approaches,1.0
590,Perceptions of Mobility and Attitudes,Decomposition / Structural Approaches,1.0
591,Archival/Historical Data,Regression‐based Measures,1.0
592,No dataset,Regression‐based Measures,1.0
593,Administrative/Registry Data,Regression‐based Measures,1.0
594,Others_DataType,Regression‐based Measures,1.0
595,Panel/Longitudinal Surveys,Regression‐based Measures,1.0
596,Linked Administrative Data,Regression‐based Measures,1.0
597,National Survey Data,Regression‐based Measures,1.0
598,International Panel Data,Regression‐based Measures,1.0
599,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,1.0
600,Theoretical and Structural Models,Regression‐based Measures,1.0
601,Empirical Estimates and Determinants,Regression‐based Measures,1.0
602,Measurement and Methodological Advances,Regression‐based Measures,1.0
603,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,1.0
604,Pseudo-Panel/Household Budget Survey,Regression‐based Measures,1.0
605,Natural/Experimental Data,Regression‐based Measures,1.0
606,Opportunity Atlas,Regression‐based Measures,1.0
607,Others_RqType,Regression‐based Measures,1.0
608,No dataset,Transition Matrix / Probability Measures,1.0
609,Administrative/Registry Data,Transition Matrix / Probability Measures,1.0
610,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,1.0
611,Linked Administrative Data,Transition Matrix / Probability Measures,1.0
612,National Survey Data,Transition Matrix / Probability Measures,1.0
613,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,1.0
614,Theoretical and Structural Models,Transition Matrix / Probability Measures,1.0
615,Empirical Estimates and Determinants,Transition Matrix / Probability Measures,1.0
616,"Demographic Differences in Mobility (Race, Gender, etc.)",Transition Matrix / Probability Measures,1.0
617,No dataset,Others_Measure,1.0
618,Administrative/Registry Data,Others_Measure,1.0
619,Others_DataType,Others_Measure,1.0
620,Linked Administrative Data,Others_Measure,1.0
621,National Survey Data,Others_Measure,1.0
622,Intergenerational Wealth Mobility and Inheritance,Others_Measure,1.0
623,Theoretical and Structural Models,Others_Measure,1.0
624,Empirical Estimates and Determinants,Others_Measure,1.0
625,Pseudo-Panel/Household Budget Survey,Others_Measure,1.0
626,Archival/Historical Data,Multigenerational Measures,1.0
627,Panel/Longitudinal Surveys,Multigenerational Measures,1.0
628,Intergenerational Wealth Mobility and Inheritance,Multigenerational Measures,1.0
629,Administrative/Registry Data,Non‐parametric Approaches,1.0
630,Panel/Longitudinal Surveys,Non‐parametric Approaches,1.0
631,Linked Administrative Data,Non‐parametric Approaches,1.0
632,Intergenerational Wealth Mobility and Inheritance,Non‐parametric Approaches,1.0
633,Empirical Estimates and Determinants,Non‐parametric Approaches,1.0
634,Administrative/Registry Data,Rank‐based Measures,1.0
635,Panel/Longitudinal Surveys,Rank‐based Measures,1.0
636,Linked Administrative Data,Rank‐based Measures,1.0
637,Empirical Estimates and Determinants,Rank‐based Measures,1.0
638,"Demographic Differences in Mobility (Race, Gender, etc.)",Rank‐based Measures,1.0
639,Regression‐based Measures,Archival/Historical Data,1.0
640,Multigenerational Measures,Archival/Historical Data,1.0
641,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,1.0
642,Empirical Estimates and Determinants,Archival/Historical Data,1.0
643,Absolute Mobility Measures,No dataset,1.0
644,Decomposition / Structural Approaches,No dataset,1.0
645,Regression‐based Measures,No dataset,1.0
646,Transition Matrix / Probability Measures,No dataset,1.0
647,Others_Measure,No dataset,1.0
648,Intergenerational Wealth Mobility and Inheritance,No dataset,1.0
649,Theoretical and Structural Models,No dataset,1.0
650,Empirical Estimates and Determinants,No dataset,1.0
651,Measurement and Methodological Advances,No dataset,1.0
652,"Policy, Institutional, and Geographic Impacts",No dataset,1.0
653,Absolute Mobility Measures,Administrative/Registry Data,1.0
654,Decomposition / Structural Approaches,Administrative/Registry Data,1.0
655,Regression‐based Measures,Administrative/Registry Data,1.0
656,Transition Matrix / Probability Measures,Administrative/Registry Data,1.0
657,Others_Measure,Administrative/Registry Data,1.0
658,Non‐parametric Approaches,Administrative/Registry Data,1.0
659,Rank‐based Measures,Administrative/Registry Data,1.0
660,Intergenerational Wealth Mobility and Inheritance,Administrative/Registry Data,1.0
661,Empirical Estimates and Determinants,Administrative/Registry Data,1.0
662,Measurement and Methodological Advances,Administrative/Registry Data,1.0
663,"Policy, Institutional, and Geographic Impacts",Administrative/Registry Data,1.0
664,"Demographic Differences in Mobility (Race, Gender, etc.)",Administrative/Registry Data,1.0
665,Decomposition / Structural Approaches,Others_DataType,1.0
666,Regression‐based Measures,Others_DataType,1.0
667,Others_Measure,Others_DataType,1.0
668,Intergenerational Wealth Mobility and Inheritance,Others_DataType,1.0
669,Empirical Estimates and Determinants,Others_DataType,1.0
670,"Policy, Institutional, and Geographic Impacts",Others_DataType,1.0
671,Absolute Mobility Measures,Panel/Longitudinal Surveys,1.0
672,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,1.0
673,Regression‐based Measures,Panel/Longitudinal Surveys,1.0
674,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,1.0
675,Multigenerational Measures,Panel/Longitudinal Surveys,1.0
676,Non‐parametric Approaches,Panel/Longitudinal Surveys,1.0
677,Rank‐based Measures,Panel/Longitudinal Surveys,1.0
678,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,1.0
679,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,1.0
680,Measurement and Methodological Advances,Panel/Longitudinal Surveys,1.0
681,"Policy, Institutional, and Geographic Impacts",Panel/Longitudinal Surveys,1.0
682,"Demographic Differences in Mobility (Race, Gender, etc.)",Panel/Longitudinal Surveys,1.0
683,Regression‐based Measures,Linked Administrative Data,1.0
684,Transition Matrix / Probability Measures,Linked Administrative Data,1.0
685,Others_Measure,Linked Administrative Data,1.0
686,Non‐parametric Approaches,Linked Administrative Data,1.0
687,Rank‐based Measures,Linked Administrative Data,1.0
688,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,1.0
689,Empirical Estimates and Determinants,Linked Administrative Data,1.0
690,"Policy, Institutional, and Geographic Impacts",Linked Administrative Data,1.0
691,"Demographic Differences in Mobility (Race, Gender, etc.)",Linked Administrative Data,1.0
692,Others_RqType,Linked Administrative Data,1.0
693,Decomposition / Structural Approaches,National Survey Data,1.0
694,Regression‐based Measures,National Survey Data,1.0
695,Transition Matrix / Probability Measures,National Survey Data,1.0
696,Others_Measure,National Survey Data,1.0
697,Intergenerational Wealth Mobility and Inheritance,National Survey Data,1.0
698,Empirical Estimates and Determinants,National Survey Data,1.0
699,"Policy, Institutional, and Geographic Impacts",National Survey Data,1.0
700,"Demographic Differences in Mobility (Race, Gender, etc.)",National Survey Data,1.0
701,Perceptions of Mobility and Attitudes,National Survey Data,1.0
