,source,target,hops
443,"Demographic Differences in Mobility (Race, Gender, etc.)",Theoretical and Structural Models,2.0
444,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Theoretical and Structural Models,2.0
445,Natural/Experimental Data,Theoretical and Structural Models,2.0
446,Decomposition / Structural Approaches,Absolute Mobility Measures,2.0
447,Regression‐based Measures,Absolute Mobility Measures,2.0
448,Transition Matrix / Probability Measures,Absolute Mobility Measures,2.0
449,Others_Measure,Absolute Mobility Measures,2.0
450,Multigenerational Measures,Absolute Mobility Measures,2.0
451,Non‐parametric Approaches,Absolute Mobility Measures,2.0
452,Rank‐based Measures,Absolute Mobility Measures,2.0
453,Archival/Historical Data,Absolute Mobility Measures,2.0
454,International Panel Data,Absolute Mobility Measures,2.0
455,Theoretical and Structural Models,Absolute Mobility Measures,2.0
456,"Demographic Differences in Mobility (Race, Gender, etc.)",Absolute Mobility Measures,2.0
457,Natural/Experimental Data,Absolute Mobility Measures,2.0
458,University/Institution Data,Absolute Mobility Measures,2.0
459,Absolute Mobility Measures,Decomposition / Structural Approaches,2.0
460,Regression‐based Measures,Decomposition / Structural Approaches,2.0
461,Transition Matrix / Probability Measures,Decomposition / Structural Approaches,2.0
462,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Panel/Longitudinal Surveys,1.0
463,Absolute Mobility Measures,Linked Administrative Data,1.0
464,Decomposition / Structural Approaches,Linked Administrative Data,1.0
465,Regression‐based Measures,Linked Administrative Data,1.0
466,Transition Matrix / Probability Measures,Linked Administrative Data,1.0
467,Rank‐based Measures,Linked Administrative Data,1.0
468,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,1.0
469,Theoretical and Structural Models,Linked Administrative Data,1.0
470,Empirical Estimates and Determinants,Linked Administrative Data,1.0
471,Measurement and Methodological Advances,Linked Administrative Data,1.0
472,"Policy, Institutional, and Geographic Impacts",Linked Administrative Data,1.0
473,"Demographic Differences in Mobility (Race, Gender, etc.)",Linked Administrative Data,1.0
474,Absolute Mobility Measures,National Survey Data,1.0
475,Decomposition / Structural Approaches,National Survey Data,1.0
476,Regression‐based Measures,National Survey Data,1.0
477,Transition Matrix / Probability Measures,National Survey Data,1.0
478,Others_Measure,National Survey Data,1.0
479,Rank‐based Measures,National Survey Data,1.0
480,Intergenerational Wealth Mobility and Inheritance,National Survey Data,1.0
481,Empirical Estimates and Determinants,National Survey Data,1.0
482,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",National Survey Data,1.0
483,Perceptions of Mobility and Attitudes,National Survey Data,1.0
484,Regression‐based Measures,International Panel Data,1.0
485,Rank‐based Measures,International Panel Data,1.0
486,Empirical Estimates and Determinants,International Panel Data,1.0
487,Measurement and Methodological Advances,International Panel Data,1.0
488,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1.0
489,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
490,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1.0
491,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1.0
492,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1.0
493,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,1.0
494,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
495,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,1.0
496,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1.0
497,No dataset,Intergenerational Wealth Mobility and Inheritance,1.0
498,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,1.0
499,Others_DataType,Intergenerational Wealth Mobility and Inheritance,1.0
500,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,1.0
501,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,1.0
502,National Survey Data,Intergenerational Wealth Mobility and Inheritance,1.0
503,Decomposition / Structural Approaches,Theoretical and Structural Models,1.0
504,Regression‐based Measures,Theoretical and Structural Models,1.0
505,Transition Matrix / Probability Measures,Theoretical and Structural Models,1.0
506,Others_Measure,Theoretical and Structural Models,1.0
507,No dataset,Theoretical and Structural Models,1.0
508,Linked Administrative Data,Theoretical and Structural Models,1.0
509,Absolute Mobility Measures,Empirical Estimates and Determinants,1.0
510,Decomposition / Structural Approaches,Empirical Estimates and Determinants,1.0
511,Regression‐based Measures,Empirical Estimates and Determinants,1.0
512,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1.0
513,Others_Measure,Empirical Estimates and Determinants,1.0
514,Rank‐based Measures,Empirical Estimates and Determinants,1.0
515,Archival/Historical Data,Empirical Estimates and Determinants,1.0
516,No dataset,Empirical Estimates and Determinants,1.0
517,Administrative/Registry Data,Empirical Estimates and Determinants,1.0
518,Others_DataType,Empirical Estimates and Determinants,1.0
519,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,1.0
520,Linked Administrative Data,Empirical Estimates and Determinants,1.0
521,National Survey Data,Empirical Estimates and Determinants,1.0
522,International Panel Data,Empirical Estimates and Determinants,1.0
523,University/Institution Data,Empirical Estimates and Determinants,1.0
524,Absolute Mobility Measures,Measurement and Methodological Advances,1.0
525,Regression‐based Measures,Measurement and Methodological Advances,1.0
526,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1.0
527,Others_Measure,Measurement and Methodological Advances,1.0
528,Non‐parametric Approaches,Measurement and Methodological Advances,1.0
529,Rank‐based Measures,Measurement and Methodological Advances,1.0
530,No dataset,Measurement and Methodological Advances,1.0
531,Administrative/Registry Data,Measurement and Methodological Advances,1.0
532,Panel/Longitudinal Surveys,Measurement and Methodological Advances,1.0
533,Linked Administrative Data,Measurement and Methodological Advances,1.0
534,International Panel Data,Measurement and Methodological Advances,1.0
535,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",1.0
536,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",1.0
537,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1.0
538,Others_Measure,"Policy, Institutional, and Geographic Impacts",1.0
539,Multigenerational Measures,"Policy, Institutional, and Geographic Impacts",1.0
540,Archival/Historical Data,"Policy, Institutional, and Geographic Impacts",1.0
541,No dataset,"Policy, Institutional, and Geographic Impacts",1.0
542,Administrative/Registry Data,"Policy, Institutional, and Geographic Impacts",1.0
543,Panel/Longitudinal Surveys,"Policy, Institutional, and Geographic Impacts",1.0
544,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",1.0
545,Natural/Experimental Data,"Policy, Institutional, and Geographic Impacts",1.0
546,Opportunity Atlas,"Policy, Institutional, and Geographic Impacts",1.0
547,Regression‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
548,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
549,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
550,Administrative/Registry Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
551,Panel/Longitudinal Surveys,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
552,Linked Administrative Data,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
553,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
554,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
555,Others_Measure,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
556,No dataset,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
557,Panel/Longitudinal Surveys,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
558,National Survey Data,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
559,Decomposition / Structural Approaches,Natural/Experimental Data,1.0
560,Regression‐based Measures,Natural/Experimental Data,1.0
561,Others_Measure,Natural/Experimental Data,1.0
562,"Policy, Institutional, and Geographic Impacts",Natural/Experimental Data,1.0
563,Perceptions of Mobility and Attitudes,Natural/Experimental Data,1.0
564,Absolute Mobility Measures,Opportunity Atlas,1.0
565,"Policy, Institutional, and Geographic Impacts",Opportunity Atlas,1.0
566,Absolute Mobility Measures,Perceptions of Mobility and Attitudes,1.0
567,Others_Measure,Perceptions of Mobility and Attitudes,1.0
568,Rank‐based Measures,Perceptions of Mobility and Attitudes,1.0
569,National Survey Data,Perceptions of Mobility and Attitudes,1.0
570,Natural/Experimental Data,Perceptions of Mobility and Attitudes,1.0
571,Transition Matrix / Probability Measures,University/Institution Data,1.0
572,Others_Measure,University/Institution Data,1.0
573,Empirical Estimates and Determinants,University/Institution Data,1.0
574,No dataset,Absolute Mobility Measures,1.0
575,Administrative/Registry Data,Absolute Mobility Measures,1.0
576,Others_DataType,Absolute Mobility Measures,1.0
577,Panel/Longitudinal Surveys,Absolute Mobility Measures,1.0
578,Linked Administrative Data,Absolute Mobility Measures,1.0
579,National Survey Data,Absolute Mobility Measures,1.0
580,Intergenerational Wealth Mobility and Inheritance,Absolute Mobility Measures,1.0
581,Empirical Estimates and Determinants,Absolute Mobility Measures,1.0
582,Measurement and Methodological Advances,Absolute Mobility Measures,1.0
583,"Policy, Institutional, and Geographic Impacts",Absolute Mobility Measures,1.0
584,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Absolute Mobility Measures,1.0
585,Opportunity Atlas,Absolute Mobility Measures,1.0
586,Perceptions of Mobility and Attitudes,Absolute Mobility Measures,1.0
587,No dataset,Decomposition / Structural Approaches,1.0
588,Administrative/Registry Data,Decomposition / Structural Approaches,1.0
589,Others_DataType,Decomposition / Structural Approaches,1.0
590,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,1.0
591,Linked Administrative Data,Decomposition / Structural Approaches,1.0
592,National Survey Data,Decomposition / Structural Approaches,1.0
593,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,1.0
594,Theoretical and Structural Models,Decomposition / Structural Approaches,1.0
595,Empirical Estimates and Determinants,Decomposition / Structural Approaches,1.0
596,"Policy, Institutional, and Geographic Impacts",Decomposition / Structural Approaches,1.0
597,Natural/Experimental Data,Decomposition / Structural Approaches,1.0
598,Archival/Historical Data,Regression‐based Measures,1.0
599,No dataset,Regression‐based Measures,1.0
600,Administrative/Registry Data,Regression‐based Measures,1.0
601,Others_DataType,Regression‐based Measures,1.0
602,Panel/Longitudinal Surveys,Regression‐based Measures,1.0
603,Linked Administrative Data,Regression‐based Measures,1.0
604,National Survey Data,Regression‐based Measures,1.0
605,International Panel Data,Regression‐based Measures,1.0
606,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,1.0
607,Theoretical and Structural Models,Regression‐based Measures,1.0
608,Empirical Estimates and Determinants,Regression‐based Measures,1.0
609,Measurement and Methodological Advances,Regression‐based Measures,1.0
610,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,1.0
611,"Demographic Differences in Mobility (Race, Gender, etc.)",Regression‐based Measures,1.0
612,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Regression‐based Measures,1.0
613,Natural/Experimental Data,Regression‐based Measures,1.0
614,No dataset,Transition Matrix / Probability Measures,1.0
615,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,1.0
616,Linked Administrative Data,Transition Matrix / Probability Measures,1.0
617,National Survey Data,Transition Matrix / Probability Measures,1.0
618,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,1.0
619,Theoretical and Structural Models,Transition Matrix / Probability Measures,1.0
620,Empirical Estimates and Determinants,Transition Matrix / Probability Measures,1.0
621,Measurement and Methodological Advances,Transition Matrix / Probability Measures,1.0
622,"Demographic Differences in Mobility (Race, Gender, etc.)",Transition Matrix / Probability Measures,1.0
623,University/Institution Data,Transition Matrix / Probability Measures,1.0
624,No dataset,Others_Measure,1.0
625,Administrative/Registry Data,Others_Measure,1.0
626,Others_DataType,Others_Measure,1.0
627,Panel/Longitudinal Surveys,Others_Measure,1.0
628,National Survey Data,Others_Measure,1.0
629,Intergenerational Wealth Mobility and Inheritance,Others_Measure,1.0
630,Theoretical and Structural Models,Others_Measure,1.0
631,Empirical Estimates and Determinants,Others_Measure,1.0
632,Measurement and Methodological Advances,Others_Measure,1.0
633,"Policy, Institutional, and Geographic Impacts",Others_Measure,1.0
634,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Others_Measure,1.0
635,Natural/Experimental Data,Others_Measure,1.0
636,Perceptions of Mobility and Attitudes,Others_Measure,1.0
637,University/Institution Data,Others_Measure,1.0
638,Archival/Historical Data,Multigenerational Measures,1.0
639,Intergenerational Wealth Mobility and Inheritance,Multigenerational Measures,1.0
640,"Policy, Institutional, and Geographic Impacts",Multigenerational Measures,1.0
641,No dataset,Non‐parametric Approaches,1.0
642,Others_DataType,Non‐parametric Approaches,1.0
643,Panel/Longitudinal Surveys,Non‐parametric Approaches,1.0
644,Intergenerational Wealth Mobility and Inheritance,Non‐parametric Approaches,1.0
645,Measurement and Methodological Advances,Non‐parametric Approaches,1.0
646,Administrative/Registry Data,Rank‐based Measures,1.0
647,Panel/Longitudinal Surveys,Rank‐based Measures,1.0
648,Linked Administrative Data,Rank‐based Measures,1.0
649,National Survey Data,Rank‐based Measures,1.0
650,International Panel Data,Rank‐based Measures,1.0
651,Intergenerational Wealth Mobility and Inheritance,Rank‐based Measures,1.0
652,Empirical Estimates and Determinants,Rank‐based Measures,1.0
653,Measurement and Methodological Advances,Rank‐based Measures,1.0
654,"Demographic Differences in Mobility (Race, Gender, etc.)",Rank‐based Measures,1.0
655,Perceptions of Mobility and Attitudes,Rank‐based Measures,1.0
656,Regression‐based Measures,Archival/Historical Data,1.0
657,Multigenerational Measures,Archival/Historical Data,1.0
658,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,1.0
659,Empirical Estimates and Determinants,Archival/Historical Data,1.0
660,"Policy, Institutional, and Geographic Impacts",Archival/Historical Data,1.0
661,Absolute Mobility Measures,No dataset,1.0
662,Decomposition / Structural Approaches,No dataset,1.0
663,Regression‐based Measures,No dataset,1.0
664,Transition Matrix / Probability Measures,No dataset,1.0
665,Others_Measure,No dataset,1.0
666,Non‐parametric Approaches,No dataset,1.0
667,Intergenerational Wealth Mobility and Inheritance,No dataset,1.0
668,Theoretical and Structural Models,No dataset,1.0
669,Empirical Estimates and Determinants,No dataset,1.0
670,Measurement and Methodological Advances,No dataset,1.0
671,"Policy, Institutional, and Geographic Impacts",No dataset,1.0
672,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",No dataset,1.0
673,Absolute Mobility Measures,Administrative/Registry Data,1.0
674,Decomposition / Structural Approaches,Administrative/Registry Data,1.0
675,Regression‐based Measures,Administrative/Registry Data,1.0
676,Others_Measure,Administrative/Registry Data,1.0
677,Rank‐based Measures,Administrative/Registry Data,1.0
678,Intergenerational Wealth Mobility and Inheritance,Administrative/Registry Data,1.0
679,Empirical Estimates and Determinants,Administrative/Registry Data,1.0
680,Measurement and Methodological Advances,Administrative/Registry Data,1.0
681,"Policy, Institutional, and Geographic Impacts",Administrative/Registry Data,1.0
682,"Demographic Differences in Mobility (Race, Gender, etc.)",Administrative/Registry Data,1.0
683,Absolute Mobility Measures,Others_DataType,1.0
684,Decomposition / Structural Approaches,Others_DataType,1.0
685,Regression‐based Measures,Others_DataType,1.0
686,Others_Measure,Others_DataType,1.0
687,Non‐parametric Approaches,Others_DataType,1.0
688,Intergenerational Wealth Mobility and Inheritance,Others_DataType,1.0
689,Empirical Estimates and Determinants,Others_DataType,1.0
690,Absolute Mobility Measures,Panel/Longitudinal Surveys,1.0
691,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,1.0
692,Regression‐based Measures,Panel/Longitudinal Surveys,1.0
693,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,1.0
694,Others_Measure,Panel/Longitudinal Surveys,1.0
695,Non‐parametric Approaches,Panel/Longitudinal Surveys,1.0
696,Rank‐based Measures,Panel/Longitudinal Surveys,1.0
697,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,1.0
698,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,1.0
699,Measurement and Methodological Advances,Panel/Longitudinal Surveys,1.0
700,"Policy, Institutional, and Geographic Impacts",Panel/Longitudinal Surveys,1.0
701,"Demographic Differences in Mobility (Race, Gender, etc.)",Panel/Longitudinal Surveys,1.0
