,source,target,hops
438,Non‐parametric Approaches,Others_DataType,1.0
439,Intergenerational Wealth Mobility and Inheritance,Others_DataType,1.0
440,Empirical Estimates and Determinants,Others_DataType,1.0
441,Measurement and Methodological Advances,Others_DataType,1.0
442,Absolute Mobility Measures,Panel/Longitudinal Surveys,1.0
443,Decomposition / Structural Approaches,Panel/Longitudinal Surveys,1.0
444,Regression‐based Measures,Panel/Longitudinal Surveys,1.0
445,Transition Matrix / Probability Measures,Panel/Longitudinal Surveys,1.0
446,Rank‐based Measures,Panel/Longitudinal Surveys,1.0
447,Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,1.0
448,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,1.0
449,Measurement and Methodological Advances,Panel/Longitudinal Surveys,1.0
450,"Policy, Institutional, and Geographic Impacts",Panel/Longitudinal Surveys,1.0
451,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Panel/Longitudinal Surveys,1.0
452,Regression‐based Measures,Linked Administrative Data,1.0
453,Rank‐based Measures,Linked Administrative Data,1.0
454,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,1.0
455,Empirical Estimates and Determinants,Linked Administrative Data,1.0
456,Measurement and Methodological Advances,Linked Administrative Data,1.0
457,Regression‐based Measures,National Survey Data,1.0
458,Transition Matrix / Probability Measures,National Survey Data,1.0
459,Intergenerational Wealth Mobility and Inheritance,National Survey Data,1.0
460,Empirical Estimates and Determinants,National Survey Data,1.0
461,Regression‐based Measures,International Panel Data,1.0
462,Intergenerational Wealth Mobility and Inheritance,International Panel Data,1.0
463,Empirical Estimates and Determinants,International Panel Data,1.0
464,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,1.0
465,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,1.0
466,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,1.0
467,Transition Matrix / Probability Measures,Intergenerational Wealth Mobility and Inheritance,1.0
468,Others_Measure,Intergenerational Wealth Mobility and Inheritance,1.0
469,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,1.0
470,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,1.0
471,No dataset,Intergenerational Wealth Mobility and Inheritance,1.0
472,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,1.0
473,Others_DataType,Intergenerational Wealth Mobility and Inheritance,1.0
474,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,1.0
475,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,1.0
476,National Survey Data,Intergenerational Wealth Mobility and Inheritance,1.0
477,International Panel Data,Intergenerational Wealth Mobility and Inheritance,1.0
478,Decomposition / Structural Approaches,Theoretical and Structural Models,1.0
479,No dataset,Theoretical and Structural Models,1.0
480,Regression‐based Measures,Empirical Estimates and Determinants,1.0
481,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,1.0
482,Others_Measure,Empirical Estimates and Determinants,1.0
483,Rank‐based Measures,Empirical Estimates and Determinants,1.0
484,No dataset,Empirical Estimates and Determinants,1.0
485,Administrative/Registry Data,Empirical Estimates and Determinants,1.0
486,Others_DataType,Empirical Estimates and Determinants,1.0
487,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,1.0
488,Linked Administrative Data,Empirical Estimates and Determinants,1.0
489,National Survey Data,Empirical Estimates and Determinants,1.0
490,International Panel Data,Empirical Estimates and Determinants,1.0
491,Regression‐based Measures,Measurement and Methodological Advances,1.0
492,Transition Matrix / Probability Measures,Measurement and Methodological Advances,1.0
493,Others_Measure,Measurement and Methodological Advances,1.0
494,Non‐parametric Approaches,Measurement and Methodological Advances,1.0
495,No dataset,Measurement and Methodological Advances,1.0
496,Administrative/Registry Data,Measurement and Methodological Advances,1.0
497,Others_DataType,Measurement and Methodological Advances,1.0
498,Panel/Longitudinal Surveys,Measurement and Methodological Advances,1.0
499,Linked Administrative Data,Measurement and Methodological Advances,1.0
500,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",1.0
501,Panel/Longitudinal Surveys,"Policy, Institutional, and Geographic Impacts",1.0
502,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
503,No dataset,"Demographic Differences in Mobility (Race, Gender, etc.)",1.0
504,Regression‐based Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
505,Panel/Longitudinal Surveys,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",1.0
