citing_year,cited_year,citing_cat,cited_cat,counts
2019,2009,Regression‐based Measures,Regression‐based Measures,6
2019,1999,Regression‐based Measures,Regression‐based Measures,5
2019,2016,Regression‐based Measures,Others,2
2019,2006,Others,Regression‐based Measures,2
2019,2012,Others,Absolute Mobility Measures,2
2019,2011,Others,Regression‐based Measures,3
2019,2013,Others,Decomposition / Structural Approaches,1
2019,1979,Others,Decomposition / Structural Approaches,2
2019,2014,Others,Regression‐based Measures,1
2019,2014,Others,Rank‐based Measures,2
2019,2013,Others,Regression‐based Measures,2
2019,2017,Others,Regression‐based Measures,1
2019,2011,Others,Transition Matrix / Probability Measures,2
2019,2009,Others,Regression‐based Measures,1
2019,2015,Others,Regression‐based Measures,1
2019,1986,Regression‐based Measures,Absolute Mobility Measures,1
2019,1979,Regression‐based Measures,Decomposition / Structural Approaches,6
2019,2007,Regression‐based Measures,Regression‐based Measures,10
2019,2002,Regression‐based Measures,Regression‐based Measures,11
2019,2017,Regression‐based Measures,Absolute Mobility Measures,1
2019,2018,Regression‐based Measures,Regression‐based Measures,7
2019,2013,Regression‐based Measures,Decomposition / Structural Approaches,2
2019,1992,Regression‐based Measures,Regression‐based Measures,1
2019,2006,Regression‐based Measures,Decomposition / Structural Approaches,1
2019,2010,Regression‐based Measures,Decomposition / Structural Approaches,1
2019,2015,Regression‐based Measures,Decomposition / Structural Approaches,2
2019,2011,Regression‐based Measures,Transition Matrix / Probability Measures,4
2019,2008,Regression‐based Measures,Multigenerational Measures,1
2019,2018,Regression‐based Measures,Rank‐based Measures,3
2019,2017,Transition Matrix / Probability Measures,Regression‐based Measures,1
2019,2010,Regression‐based Measures,Regression‐based Measures,4
2019,2006,Decomposition / Structural Approaches,Regression‐based Measures,2
2019,2014,Decomposition / Structural Approaches,Rank‐based Measures,4
2019,2018,Decomposition / Structural Approaches,Regression‐based Measures,2
2019,2018,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2019,2016,Regression‐based Measures,Absolute Mobility Measures,1
2019,2011,Regression‐based Measures,Regression‐based Measures,5
2019,2017,Others,Absolute Mobility Measures,1
2019,2002,Others,Regression‐based Measures,1
2019,2014,Others,Decomposition / Structural Approaches,1
2019,2018,Others,Regression‐based Measures,1
2019,1999,Others,Regression‐based Measures,1
2019,2016,Others,Regression‐based Measures,1
2019,2019,Others,Regression‐based Measures,1
2019,2013,Transition Matrix / Probability Measures,Regression‐based Measures,1
2019,2006,Rank‐based Measures,Regression‐based Measures,1
2019,2014,Rank‐based Measures,Rank‐based Measures,2
2019,2009,Rank‐based Measures,Regression‐based Measures,2
2019,2009,Decomposition / Structural Approaches,Regression‐based Measures,2
2019,2005,Decomposition / Structural Approaches,Regression‐based Measures,3
2019,2016,Decomposition / Structural Approaches,Regression‐based Measures,1
2019,2007,Decomposition / Structural Approaches,Regression‐based Measures,1
2019,2013,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2019,1979,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2019,2000,Decomposition / Structural Approaches,Regression‐based Measures,1
2019,2002,Decomposition / Structural Approaches,Regression‐based Measures,2
2019,2013,Decomposition / Structural Approaches,Regression‐based Measures,1
2019,2012,Decomposition / Structural Approaches,Regression‐based Measures,1
2019,2011,Decomposition / Structural Approaches,Regression‐based Measures,1
2019,2003,Regression‐based Measures,Transition Matrix / Probability Measures,1
2019,2006,Non‐parametric Approaches,Regression‐based Measures,1
2019,2000,Non‐parametric Approaches,Regression‐based Measures,1
2019,2003,Non‐parametric Approaches,Regression‐based Measures,1
2019,2007,Non‐parametric Approaches,Regression‐based Measures,1
2019,2014,Non‐parametric Approaches,Rank‐based Measures,1
2019,2016,Non‐parametric Approaches,Regression‐based Measures,1
2019,2005,Non‐parametric Approaches,Regression‐based Measures,1
2019,2011,Non‐parametric Approaches,Regression‐based Measures,1
2019,2018,Non‐parametric Approaches,Rank‐based Measures,1
2019,1999,Non‐parametric Approaches,Regression‐based Measures,1
2019,2016,Non‐parametric Approaches,Others,1
2019,2013,Regression‐based Measures,Transition Matrix / Probability Measures,1
2019,2017,Transition Matrix / Probability Measures,Absolute Mobility Measures,1
2019,2005,Transition Matrix / Probability Measures,Regression‐based Measures,1
2019,1979,Transition Matrix / Probability Measures,Decomposition / Structural Approaches,1
2019,2014,Transition Matrix / Probability Measures,Rank‐based Measures,2
2019,2011,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,1
2019,2018,Transition Matrix / Probability Measures,Regression‐based Measures,1
2019,2005,Rank‐based Measures,Regression‐based Measures,1
2019,2011,Rank‐based Measures,Regression‐based Measures,1
2019,2015,Rank‐based Measures,Regression‐based Measures,1
2019,2014,Rank‐based Measures,Regression‐based Measures,1
2019,2013,Rank‐based Measures,Regression‐based Measures,1
2019,2016,Rank‐based Measures,Regression‐based Measures,1
2019,2017,Rank‐based Measures,Non‐parametric Approaches,1
2020,2017,Absolute Mobility Measures,Absolute Mobility Measures,3
2020,2017,Others,Absolute Mobility Measures,1
2020,2006,Regression‐based Measures,Regression‐based Measures,4
2020,2003,Regression‐based Measures,Regression‐based Measures,1
2020,2014,Regression‐based Measures,Rank‐based Measures,8
2020,2013,Regression‐based Measures,Regression‐based Measures,9
2020,2018,Regression‐based Measures,Regression‐based Measures,7
2020,2019,Regression‐based Measures,Regression‐based Measures,8
2020,1999,Regression‐based Measures,Regression‐based Measures,3
2020,2016,Regression‐based Measures,Others,1
2020,2014,Absolute Mobility Measures,Transition Matrix / Probability Measures,2
2020,2019,Absolute Mobility Measures,Rank‐based Measures,1
2020,1980,Regression‐based Measures,Regression‐based Measures,1
2020,2016,Regression‐based Measures,Absolute Mobility Measures,2
2020,1979,Regression‐based Measures,Decomposition / Structural Approaches,3
2020,2016,Regression‐based Measures,Regression‐based Measures,7
2020,2018,Regression‐based Measures,Rank‐based Measures,2
2020,2017,Non‐parametric Approaches,Absolute Mobility Measures,1
2020,2006,Non‐parametric Approaches,Regression‐based Measures,1
2020,2016,Non‐parametric Approaches,Regression‐based Measures,1
2020,2005,Non‐parametric Approaches,Regression‐based Measures,2
2020,2011,Non‐parametric Approaches,Regression‐based Measures,1
2020,2014,Non‐parametric Approaches,Regression‐based Measures,1
2020,2002,Non‐parametric Approaches,Regression‐based Measures,1
2020,2014,Non‐parametric Approaches,Rank‐based Measures,2
2020,2015,Non‐parametric Approaches,Regression‐based Measures,1
2020,2011,Non‐parametric Approaches,Transition Matrix / Probability Measures,1
2020,2015,Non‐parametric Approaches,Non‐parametric Approaches,1
2020,2005,Regression‐based Measures,Regression‐based Measures,9
2020,2011,Regression‐based Measures,Regression‐based Measures,5
2020,2014,Regression‐based Measures,Regression‐based Measures,3
2020,2002,Regression‐based Measures,Regression‐based Measures,5
2020,2007,Regression‐based Measures,Regression‐based Measures,3
2020,2010,Regression‐based Measures,Decomposition / Structural Approaches,1
2020,2017,Regression‐based Measures,Regression‐based Measures,7
2020,2002,Regression‐based Measures,Non‐parametric Approaches,1
2020,2006,Regression‐based Measures,Decomposition / Structural Approaches,1
2020,2009,Regression‐based Measures,Regression‐based Measures,5
2020,2012,Regression‐based Measures,Regression‐based Measures,2
2020,2014,Decomposition / Structural Approaches,Rank‐based Measures,6
2020,2013,Decomposition / Structural Approaches,Decomposition / Structural Approaches,2
2020,2011,Decomposition / Structural Approaches,Transition Matrix / Probability Measures,1
2020,2012,Absolute Mobility Measures,Regression‐based Measures,1
2020,1979,Decomposition / Structural Approaches,Decomposition / Structural Approaches,3
2020,2018,Decomposition / Structural Approaches,Rank‐based Measures,1
2020,2020,Decomposition / Structural Approaches,Rank‐based Measures,1
2020,2019,Regression‐based Measures,Transition Matrix / Probability Measures,1
2020,2006,Regression‐based Measures,Transition Matrix / Probability Measures,1
2020,2014,Regression‐based Measures,Transition Matrix / Probability Measures,1
2020,2011,Decomposition / Structural Approaches,Regression‐based Measures,3
2020,2018,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,2014,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,2013,Decomposition / Structural Approaches,Regression‐based Measures,2
2020,2020,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2020,2018,Absolute Mobility Measures,Regression‐based Measures,2
2020,2010,Absolute Mobility Measures,Regression‐based Measures,1
2020,2011,Absolute Mobility Measures,Regression‐based Measures,2
2020,2015,Absolute Mobility Measures,Regression‐based Measures,1
2020,2013,Absolute Mobility Measures,Absolute Mobility Measures,1
2020,1979,Absolute Mobility Measures,Decomposition / Structural Approaches,1
2020,2014,Absolute Mobility Measures,Regression‐based Measures,1
2020,2014,Absolute Mobility Measures,Rank‐based Measures,2
2020,2016,Absolute Mobility Measures,Regression‐based Measures,1
2020,2013,Absolute Mobility Measures,Regression‐based Measures,1
2020,2017,Absolute Mobility Measures,Non‐parametric Approaches,1
2020,2017,Absolute Mobility Measures,Regression‐based Measures,1
2020,2009,Absolute Mobility Measures,Regression‐based Measures,1
2020,2002,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,2008,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,2006,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2020,2017,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,2016,Others,Regression‐based Measures,2
2020,1997,Others,Others,1
2020,2014,Others,Rank‐based Measures,2
2020,2013,Others,Regression‐based Measures,2
2020,2011,Others,Transition Matrix / Probability Measures,1
2020,2014,Rank‐based Measures,Rank‐based Measures,5
2020,2002,Rank‐based Measures,Regression‐based Measures,1
2020,2019,Rank‐based Measures,Regression‐based Measures,4
2020,2015,Rank‐based Measures,Regression‐based Measures,1
2020,2016,Rank‐based Measures,Others,3
2020,2011,Others,Regression‐based Measures,1
2020,2018,Others,Regression‐based Measures,1
2020,2019,Others,Others,1
2020,1999,Others,Regression‐based Measures,1
2020,2019,Others,Regression‐based Measures,1
2020,2012,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,1999,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,2019,Decomposition / Structural Approaches,Regression‐based Measures,1
2020,2019,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2020,2017,Regression‐based Measures,Absolute Mobility Measures,2
2020,2011,Regression‐based Measures,Transition Matrix / Probability Measures,1
2020,2015,Regression‐based Measures,Non‐parametric Approaches,1
2020,2006,Rank‐based Measures,Regression‐based Measures,2
2020,2003,Rank‐based Measures,Regression‐based Measures,1
2020,2013,Rank‐based Measures,Regression‐based Measures,1
2020,2018,Rank‐based Measures,Regression‐based Measures,1
2020,1999,Rank‐based Measures,Regression‐based Measures,2
2020,1990,Regression‐based Measures,Regression‐based Measures,1
2020,2020,Regression‐based Measures,Regression‐based Measures,2
2020,2015,Regression‐based Measures,Regression‐based Measures,2
2020,1979,Rank‐based Measures,Decomposition / Structural Approaches,1
2020,2013,Regression‐based Measures,Decomposition / Structural Approaches,1
2020,2019,Regression‐based Measures,Rank‐based Measures,1
2020,2016,Rank‐based Measures,Regression‐based Measures,1
2020,2005,Rank‐based Measures,Regression‐based Measures,1
2020,2010,Rank‐based Measures,Decomposition / Structural Approaches,1
2020,2019,Rank‐based Measures,Others,1
2020,2020,Rank‐based Measures,Decomposition / Structural Approaches,1
2020,2020,Rank‐based Measures,Regression‐based Measures,1
2020,2011,Transition Matrix / Probability Measures,Regression‐based Measures,1
2020,2002,Transition Matrix / Probability Measures,Regression‐based Measures,1
2020,2014,Transition Matrix / Probability Measures,Rank‐based Measures,2
2021,2017,Absolute Mobility Measures,Absolute Mobility Measures,2
2021,2020,Absolute Mobility Measures,Absolute Mobility Measures,1
2021,1979,Absolute Mobility Measures,Decomposition / Structural Approaches,1
2021,2014,Absolute Mobility Measures,Rank‐based Measures,1
2021,2013,Absolute Mobility Measures,Regression‐based Measures,1
2021,2018,Absolute Mobility Measures,Regression‐based Measures,1
2021,2020,Absolute Mobility Measures,Rank‐based Measures,1
2021,2006,Regression‐based Measures,Regression‐based Measures,3
2021,2013,Regression‐based Measures,Transition Matrix / Probability Measures,1
2021,2018,Regression‐based Measures,Regression‐based Measures,3
2021,2009,Regression‐based Measures,Regression‐based Measures,6
2021,2019,Regression‐based Measures,Regression‐based Measures,7
2021,2014,Regression‐based Measures,Regression‐based Measures,11
2021,2002,Regression‐based Measures,Regression‐based Measures,6
2021,2005,Regression‐based Measures,Regression‐based Measures,9
2021,2014,Regression‐based Measures,Rank‐based Measures,13
2021,2012,Regression‐based Measures,Regression‐based Measures,6
2021,2007,Decomposition / Structural Approaches,Regression‐based Measures,2
2021,2014,Decomposition / Structural Approaches,Regression‐based Measures,1
2021,1979,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2021,2013,Decomposition / Structural Approaches,Regression‐based Measures,2
2021,2002,Non‐parametric Approaches,Others,1
2021,2013,Non‐parametric Approaches,Regression‐based Measures,1
2021,2014,Non‐parametric Approaches,Rank‐based Measures,1
2021,2017,Regression‐based Measures,Absolute Mobility Measures,3
2021,2013,Regression‐based Measures,Regression‐based Measures,9
2021,1999,Regression‐based Measures,Regression‐based Measures,2
2021,2015,Regression‐based Measures,Regression‐based Measures,3
2021,2013,Regression‐based Measures,Decomposition / Structural Approaches,5
2021,2008,Regression‐based Measures,Regression‐based Measures,3
2021,2011,Regression‐based Measures,Regression‐based Measures,5
2021,2016,Absolute Mobility Measures,Regression‐based Measures,1
2021,2017,Others,Absolute Mobility Measures,2
2021,2016,Others,Regression‐based Measures,2
2021,2005,Others,Regression‐based Measures,3
2021,2014,Others,Rank‐based Measures,4
2021,2013,Others,Regression‐based Measures,1
2021,2017,Others,Regression‐based Measures,1
2021,2011,Others,Regression‐based Measures,2
2021,2019,Others,Regression‐based Measures,1
2021,2009,Others,Regression‐based Measures,1
2021,2006,Regression‐based Measures,Decomposition / Structural Approaches,1
2021,2019,Regression‐based Measures,Decomposition / Structural Approaches,2
2021,1979,Regression‐based Measures,Decomposition / Structural Approaches,6
2021,2005,Regression‐based Measures,Decomposition / Structural Approaches,1
2021,2018,Rank‐based Measures,Regression‐based Measures,2
2021,1979,Rank‐based Measures,Decomposition / Structural Approaches,3
2021,2005,Rank‐based Measures,Regression‐based Measures,1
2021,2013,Rank‐based Measures,Regression‐based Measures,3
2021,2017,Rank‐based Measures,Non‐parametric Approaches,1
2021,2019,Rank‐based Measures,Regression‐based Measures,2
2021,2019,Rank‐based Measures,Others,1
2021,2019,Rank‐based Measures,Decomposition / Structural Approaches,1
2021,2016,Rank‐based Measures,Others,3
2021,2011,Rank‐based Measures,Rank‐based Measures,1
2021,1986,Regression‐based Measures,Absolute Mobility Measures,2
2021,2011,Regression‐based Measures,Rank‐based Measures,1
2021,2011,Regression‐based Measures,Transition Matrix / Probability Measures,1
2021,2017,Regression‐based Measures,Non‐parametric Approaches,1
2021,2016,Regression‐based Measures,Regression‐based Measures,3
2021,2000,Regression‐based Measures,Regression‐based Measures,1
2021,2014,Decomposition / Structural Approaches,Rank‐based Measures,1
2021,2018,Decomposition / Structural Approaches,Rank‐based Measures,1
2021,2019,Decomposition / Structural Approaches,Regression‐based Measures,1
2021,2018,Rank‐based Measures,Rank‐based Measures,1
2021,2014,Rank‐based Measures,Rank‐based Measures,5
2021,2016,Rank‐based Measures,Regression‐based Measures,5
2021,2017,Regression‐based Measures,Regression‐based Measures,2
2021,2018,Regression‐based Measures,Rank‐based Measures,1
2021,2019,Regression‐based Measures,Transition Matrix / Probability Measures,1
2021,2010,Regression‐based Measures,Decomposition / Structural Approaches,1
2021,2020,Regression‐based Measures,Regression‐based Measures,1
2021,2009,Rank‐based Measures,Regression‐based Measures,2
2021,2019,Rank‐based Measures,Transition Matrix / Probability Measures,1
2021,2011,Transition Matrix / Probability Measures,Regression‐based Measures,2
2021,2015,Transition Matrix / Probability Measures,Regression‐based Measures,1
2021,2014,Transition Matrix / Probability Measures,Rank‐based Measures,1
2021,2013,Transition Matrix / Probability Measures,Regression‐based Measures,1
2021,2018,Transition Matrix / Probability Measures,Rank‐based Measures,1
2021,2017,Transition Matrix / Probability Measures,Regression‐based Measures,1
2021,2019,Transition Matrix / Probability Measures,Regression‐based Measures,1
2021,2006,Others,Regression‐based Measures,1
2021,2014,Others,Regression‐based Measures,1
2021,2002,Others,Regression‐based Measures,1
2021,2015,Others,Regression‐based Measures,1
2021,2011,Others,Transition Matrix / Probability Measures,1
2021,2015,Others,Non‐parametric Approaches,1
2021,2020,Others,Non‐parametric Approaches,1
2021,2014,Rank‐based Measures,Regression‐based Measures,1
2021,2014,Rank‐based Measures,Non‐parametric Approaches,1
2021,2012,Rank‐based Measures,Regression‐based Measures,1
2021,2002,Rank‐based Measures,Regression‐based Measures,2
2021,2019,Rank‐based Measures,Rank‐based Measures,1
2021,2007,Regression‐based Measures,Regression‐based Measures,1
2022,2017,Absolute Mobility Measures,Absolute Mobility Measures,3
2022,2018,Absolute Mobility Measures,Regression‐based Measures,4
2022,2014,Absolute Mobility Measures,Rank‐based Measures,6
2022,2013,Absolute Mobility Measures,Regression‐based Measures,4
2022,2019,Absolute Mobility Measures,Regression‐based Measures,4
2022,2019,Absolute Mobility Measures,Transition Matrix / Probability Measures,2
2022,2017,Regression‐based Measures,Absolute Mobility Measures,3
2022,2018,Regression‐based Measures,Regression‐based Measures,6
2022,2016,Regression‐based Measures,Regression‐based Measures,10
2022,2010,Regression‐based Measures,Regression‐based Measures,1
2022,2015,Regression‐based Measures,Regression‐based Measures,5
2022,1979,Regression‐based Measures,Decomposition / Structural Approaches,7
2022,2014,Regression‐based Measures,Regression‐based Measures,7
2022,2014,Regression‐based Measures,Rank‐based Measures,13
2022,2013,Regression‐based Measures,Regression‐based Measures,9
2022,2010,Regression‐based Measures,Decomposition / Structural Approaches,4
2022,2011,Regression‐based Measures,Regression‐based Measures,9
2022,2011,Regression‐based Measures,Transition Matrix / Probability Measures,2
2022,2019,Regression‐based Measures,Regression‐based Measures,9
2022,2020,Regression‐based Measures,Regression‐based Measures,5
2022,2020,Regression‐based Measures,Absolute Mobility Measures,1
2022,2019,Regression‐based Measures,Rank‐based Measures,3
2022,2022,Regression‐based Measures,Decomposition / Structural Approaches,2
2022,2017,Others,Absolute Mobility Measures,1
2022,2014,Others,Rank‐based Measures,1
2022,2019,Others,Rank‐based Measures,1
2022,2005,Regression‐based Measures,Regression‐based Measures,4
2022,2009,Regression‐based Measures,Regression‐based Measures,6
2022,2017,Rank‐based Measures,Absolute Mobility Measures,2
2022,2007,Rank‐based Measures,Regression‐based Measures,2
2022,2014,Rank‐based Measures,Rank‐based Measures,3
2022,2016,Rank‐based Measures,Regression‐based Measures,2
2022,1999,Rank‐based Measures,Regression‐based Measures,1
2022,2016,Rank‐based Measures,Others,1
2022,2011,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,2002,Decomposition / Structural Approaches,Regression‐based Measures,3
2022,2014,Decomposition / Structural Approaches,Rank‐based Measures,5
2022,2021,Rank‐based Measures,Absolute Mobility Measures,1
2022,2014,Rank‐based Measures,Regression‐based Measures,1
2022,1979,Rank‐based Measures,Decomposition / Structural Approaches,1
2022,2013,Rank‐based Measures,Regression‐based Measures,2
2022,2018,Rank‐based Measures,Rank‐based Measures,1
2022,2018,Rank‐based Measures,Regression‐based Measures,1
2022,2017,Rank‐based Measures,Regression‐based Measures,1
2022,2015,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,2013,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,2002,Regression‐based Measures,Regression‐based Measures,2
2022,1980,Regression‐based Measures,Regression‐based Measures,1
2022,2006,Regression‐based Measures,Regression‐based Measures,2
2022,2007,Regression‐based Measures,Others,1
2022,1990,Regression‐based Measures,Regression‐based Measures,1
2022,2000,Regression‐based Measures,Regression‐based Measures,1
2022,2019,Regression‐based Measures,Non‐parametric Approaches,1
2022,1999,Regression‐based Measures,Regression‐based Measures,2
2022,2016,Regression‐based Measures,Others,2
2022,2005,Decomposition / Structural Approaches,Regression‐based Measures,2
2022,2014,Decomposition / Structural Approaches,Regression‐based Measures,3
2022,2008,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,1979,Decomposition / Structural Approaches,Decomposition / Structural Approaches,2
2022,2000,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,2012,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,2015,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2022,2018,Decomposition / Structural Approaches,Regression‐based Measures,3
2022,2019,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,2019,Decomposition / Structural Approaches,Others,1
2022,2009,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,1999,Decomposition / Structural Approaches,Regression‐based Measures,1
2022,2020,Absolute Mobility Measures,Others,2
2022,2010,Absolute Mobility Measures,Regression‐based Measures,1
2022,2012,Absolute Mobility Measures,Regression‐based Measures,1
2022,2022,Absolute Mobility Measures,Absolute Mobility Measures,2
2022,2015,Decomposition / Structural Approaches,Others,1
2022,2019,Rank‐based Measures,Transition Matrix / Probability Measures,1
2022,2017,Regression‐based Measures,Regression‐based Measures,2
2022,2021,Regression‐based Measures,Transition Matrix / Probability Measures,1
2022,2011,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,1
2022,2014,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,1
2022,2019,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,1
2022,2020,Absolute Mobility Measures,Absolute Mobility Measures,2
2022,2006,Absolute Mobility Measures,Regression‐based Measures,1
2022,1979,Absolute Mobility Measures,Decomposition / Structural Approaches,1
2022,2005,Absolute Mobility Measures,Regression‐based Measures,2
2022,2009,Absolute Mobility Measures,Regression‐based Measures,1
2022,2015,Absolute Mobility Measures,Regression‐based Measures,1
2022,2006,Transition Matrix / Probability Measures,Regression‐based Measures,1
2022,2002,Transition Matrix / Probability Measures,Absolute Mobility Measures,1
2022,2005,Transition Matrix / Probability Measures,Regression‐based Measures,1
2022,2014,Transition Matrix / Probability Measures,Rank‐based Measures,2
2022,2017,Transition Matrix / Probability Measures,Non‐parametric Approaches,1
2022,2019,Transition Matrix / Probability Measures,Regression‐based Measures,1
2022,2009,Transition Matrix / Probability Measures,Regression‐based Measures,1
2022,2021,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,1
2022,2020,Rank‐based Measures,Decomposition / Structural Approaches,1
2022,2020,Rank‐based Measures,Regression‐based Measures,1
2022,2014,Absolute Mobility Measures,Regression‐based Measures,1
2022,2002,Absolute Mobility Measures,Regression‐based Measures,2
2022,2020,Absolute Mobility Measures,Decomposition / Structural Approaches,1
2022,2019,Absolute Mobility Measures,Rank‐based Measures,1
2022,2020,Absolute Mobility Measures,Rank‐based Measures,1
2022,2016,Absolute Mobility Measures,Others,1
2022,2022,Regression‐based Measures,Rank‐based Measures,1
2022,2021,Regression‐based Measures,Regression‐based Measures,4
2022,2013,Regression‐based Measures,Decomposition / Structural Approaches,2
2022,2022,Regression‐based Measures,Absolute Mobility Measures,2
2022,2012,Regression‐based Measures,Absolute Mobility Measures,1
2022,2008,Regression‐based Measures,Regression‐based Measures,1
2022,2012,Regression‐based Measures,Regression‐based Measures,3
2022,2015,Regression‐based Measures,Decomposition / Structural Approaches,1
2022,2019,Regression‐based Measures,Transition Matrix / Probability Measures,3
2022,1979,Multigenerational Measures,Decomposition / Structural Approaches,1
2022,2014,Multigenerational Measures,Rank‐based Measures,2
2022,2014,Regression‐based Measures,Transition Matrix / Probability Measures,1
2022,2007,Regression‐based Measures,Regression‐based Measures,2
2022,2020,Regression‐based Measures,Others,1
2022,2021,Absolute Mobility Measures,Absolute Mobility Measures,2
2022,2016,Absolute Mobility Measures,Regression‐based Measures,3
2022,2000,Absolute Mobility Measures,Regression‐based Measures,1
2022,2022,Regression‐based Measures,Regression‐based Measures,1
2022,2021,Regression‐based Measures,Others,1
2023,2014,Regression‐based Measures,Rank‐based Measures,13
2023,2017,Regression‐based Measures,Regression‐based Measures,8
2023,2019,Regression‐based Measures,Transition Matrix / Probability Measures,3
2023,2019,Regression‐based Measures,Regression‐based Measures,9
2023,1980,Absolute Mobility Measures,Regression‐based Measures,1
2023,1979,Absolute Mobility Measures,Decomposition / Structural Approaches,1
2023,2011,Absolute Mobility Measures,Regression‐based Measures,1
2023,2013,Absolute Mobility Measures,Regression‐based Measures,1
2023,2014,Absolute Mobility Measures,Rank‐based Measures,1
2023,2013,Absolute Mobility Measures,Transition Matrix / Probability Measures,1
2023,2019,Absolute Mobility Measures,Regression‐based Measures,1
2023,2014,Rank‐based Measures,Rank‐based Measures,6
2023,2018,Rank‐based Measures,Rank‐based Measures,2
2023,2014,Decomposition / Structural Approaches,Rank‐based Measures,2
2023,1979,Regression‐based Measures,Decomposition / Structural Approaches,7
2023,2000,Regression‐based Measures,Regression‐based Measures,2
2023,2005,Regression‐based Measures,Regression‐based Measures,6
2023,2000,Regression‐based Measures,Decomposition / Structural Approaches,1
2023,2009,Regression‐based Measures,Regression‐based Measures,8
2023,2010,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2014,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2014,Transition Matrix / Probability Measures,Rank‐based Measures,3
2023,2016,Transition Matrix / Probability Measures,Regression‐based Measures,4
2023,2012,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2018,Transition Matrix / Probability Measures,Rank‐based Measures,1
2023,2017,Transition Matrix / Probability Measures,Regression‐based Measures,1
2023,2019,Transition Matrix / Probability Measures,Regression‐based Measures,3
2023,2014,Regression‐based Measures,Regression‐based Measures,6
2023,2013,Regression‐based Measures,Decomposition / Structural Approaches,2
2023,2002,Regression‐based Measures,Regression‐based Measures,10
2023,2013,Regression‐based Measures,Regression‐based Measures,7
2023,2012,Regression‐based Measures,Regression‐based Measures,3
2023,2021,Regression‐based Measures,Regression‐based Measures,2
2023,1979,Rank‐based Measures,Decomposition / Structural Approaches,3
2023,2019,Rank‐based Measures,Transition Matrix / Probability Measures,2
2023,1979,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2023,2018,Decomposition / Structural Approaches,Regression‐based Measures,1
2023,2019,Decomposition / Structural Approaches,Decomposition / Structural Approaches,1
2023,2017,Regression‐based Measures,Absolute Mobility Measures,3
2023,2020,Regression‐based Measures,Absolute Mobility Measures,1
2023,2016,Regression‐based Measures,Regression‐based Measures,13
2023,2007,Regression‐based Measures,Regression‐based Measures,5
2023,2020,Regression‐based Measures,Regression‐based Measures,7
2023,2022,Regression‐based Measures,Absolute Mobility Measures,2
2023,2011,Regression‐based Measures,Regression‐based Measures,1
2023,2006,Regression‐based Measures,Regression‐based Measures,1
2023,2010,Regression‐based Measures,Regression‐based Measures,4
2023,2015,Regression‐based Measures,Regression‐based Measures,2
2023,2013,Regression‐based Measures,Absolute Mobility Measures,1
2023,2008,Regression‐based Measures,Regression‐based Measures,2
2023,2006,Regression‐based Measures,Decomposition / Structural Approaches,1
2023,2018,Regression‐based Measures,Regression‐based Measures,3
2023,2019,Regression‐based Measures,Others,1
2023,2022,Regression‐based Measures,Rank‐based Measures,2
2023,2016,Regression‐based Measures,Others,2
2023,2020,Regression‐based Measures,Decomposition / Structural Approaches,1
2023,2019,Regression‐based Measures,Rank‐based Measures,2
2023,1999,Regression‐based Measures,Regression‐based Measures,2
2023,2017,Rank‐based Measures,Absolute Mobility Measures,1
2023,2020,Rank‐based Measures,Absolute Mobility Measures,1
2023,2016,Rank‐based Measures,Regression‐based Measures,4
2023,2018,Rank‐based Measures,Regression‐based Measures,3
2023,2022,Rank‐based Measures,Regression‐based Measures,1
2023,2015,Rank‐based Measures,Regression‐based Measures,2
2023,2002,Rank‐based Measures,Regression‐based Measures,1
2023,2005,Rank‐based Measures,Regression‐based Measures,2
2023,2013,Rank‐based Measures,Regression‐based Measures,2
