from_id,to_id,weights,from_data_cat_title,from_method_cat_title,from_rq_cat_title,from_year,from_method_cat,from_data_cat,from_rq_cat,to_data_cat_title,to_method_cat_title,to_rq_cat_title,to_year,from_data_cat_title,from_method_cat_title,from_rq_cat_title,from_year,from_method_cat,from_data_cat,from_rq_cat,to_data_cat_title,to_method_cat_title,to_rq_cat_title,to_year,to_method_cat,to_data_cat,to_rq_cat
https://openalex.org/W3204735205,https://openalex.org/W2495276003,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4211263339,https://openalex.org/W2495276003,1,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2021,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2021,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4312651175,https://openalex.org/W2495276003,1,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4384133380,https://openalex.org/W2495276003,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4388938469,https://openalex.org/W2495276003,1,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Transition Matrix / Probability Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Transition Matrix / Probability Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3027769937,https://openalex.org/W2507475885,1,Administrative/Registry Data,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,Linked Administrative Data,Measurement and Methodological Advances,No dataset,Others,Measurement and Methodological Advances,2016,Administrative/Registry Data,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2020,Regression‐based Measures,Linked Administrative Data,Measurement and Methodological Advances,No dataset,Others,Measurement and Methodological Advances,2016,Regression‐based Measures,No dataset,Measurement and Methodological Advances
https://openalex.org/W2789684694,https://openalex.org/W2507475885,1,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2018,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,No dataset,Others,Measurement and Methodological Advances,2016,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2018,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,No dataset,Others,Measurement and Methodological Advances,2016,Regression‐based Measures,No dataset,Measurement and Methodological Advances
https://openalex.org/W2897475839,https://openalex.org/W2507475885,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2020,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,No dataset,Others,Measurement and Methodological Advances,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2020,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,No dataset,Others,Measurement and Methodological Advances,2016,Regression‐based Measures,No dataset,Measurement and Methodological Advances
https://openalex.org/W4307711555,https://openalex.org/W2507475885,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2022,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,No dataset,Others,Measurement and Methodological Advances,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2022,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,No dataset,Others,Measurement and Methodological Advances,2016,Regression‐based Measures,No dataset,Measurement and Methodological Advances
https://openalex.org/W4381660505,https://openalex.org/W2507475885,1,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,No dataset,Others,Measurement and Methodological Advances,2016,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,No dataset,Others,Measurement and Methodological Advances,2016,Regression‐based Measures,No dataset,Measurement and Methodological Advances
https://openalex.org/W2756659966,https://openalex.org/W2527995213,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2018,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2018,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2016,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances
https://openalex.org/W3033929493,https://openalex.org/W2527995213,1,No dataset,Others,Measurement and Methodological Advances,2020,Others,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2016,No dataset,Others,Measurement and Methodological Advances,2020,Others,No dataset,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2016,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances
https://openalex.org/W4401871424,https://openalex.org/W2527995213,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2016,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances
https://openalex.org/W3204735205,https://openalex.org/W2565185528,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,Archival/Historical Data,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2016,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,Archival/Historical Data,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2016,Multigenerational Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W3163153651,https://openalex.org/W2598656573,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2022,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2016,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2022,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2016,Regression‐based Measures,No dataset,Measurement and Methodological Advances
https://openalex.org/W2947666646,https://openalex.org/W3122167690,1,Administrative/Registry Data,Others,"Policy, Institutional, and Geographic Impacts",2019,Others,Administrative/Registry Data,Empirical Estimates and Determinants,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Administrative/Registry Data,Others,"Policy, Institutional, and Geographic Impacts",2019,Others,Administrative/Registry Data,Empirical Estimates and Determinants,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4200297537,https://openalex.org/W3122167690,1,No dataset,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2021,Rank‐based Measures,No dataset,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,No dataset,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2021,Rank‐based Measures,No dataset,Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2761614070,https://openalex.org/W3124358677,1,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2017,Regression‐based Measures,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Rank‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W2298141770,https://openalex.org/W3126032812,1,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Regression‐based Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance
https://openalex.org/W4393244952,https://openalex.org/W325124896,1,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Absolute Mobility Measures,Linked Administrative Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Absolute Mobility Measures,Linked Administrative Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4234924712,https://openalex.org/W325124896,1,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2020,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2020,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W2889122466,https://openalex.org/W325124896,1,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,No dataset,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W2920476039,https://openalex.org/W325124896,1,Opportunity Atlas,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Opportunity Atlas,Regression‐based Measures,Empirical Estimates and Determinants,2019,Regression‐based Measures,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3033668572,https://openalex.org/W325124896,1,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,2020,Rank‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,2020,Rank‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3039577330,https://openalex.org/W325124896,1,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,2020,Rank‐based Measures,International Panel Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,2020,Rank‐based Measures,International Panel Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3109347625,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2018,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2018,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3121217472,https://openalex.org/W325124896,1,Others,Non‐parametric Approaches,Measurement and Methodological Advances,2019,Non‐parametric Approaches,No dataset,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Non‐parametric Approaches,Measurement and Methodological Advances,2019,Non‐parametric Approaches,No dataset,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3125359030,https://openalex.org/W325124896,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2015,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2015,Regression‐based Measures,Panel/Longitudinal Surveys,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3163153651,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2022,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2022,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3176622639,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2021,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2021,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3184422859,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2021,Rank‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2021,Rank‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3189747191,https://openalex.org/W325124896,1,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2020,Rank‐based Measures,Linked Administrative Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2020,Rank‐based Measures,Linked Administrative Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3190102834,https://openalex.org/W325124896,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2018,Absolute Mobility Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2018,Absolute Mobility Measures,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3204735205,https://openalex.org/W325124896,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4205552064,https://openalex.org/W325124896,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4211263339,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2021,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2021,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4285249755,https://openalex.org/W325124896,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2022,Absolute Mobility Measures,Linked Administrative Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2022,Absolute Mobility Measures,Linked Administrative Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4293801681,https://openalex.org/W325124896,1,Administrative/Registry Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2022,Regression‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2022,Regression‐based Measures,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4300951185,https://openalex.org/W325124896,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2015,Regression‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2015,Regression‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4381736130,https://openalex.org/W325124896,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4385782198,https://openalex.org/W325124896,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4386370708,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2023,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2023,Rank‐based Measures,Administrative/Registry Data,Measurement and Methodological Advances,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4386491507,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2023,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2023,Rank‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4388938469,https://openalex.org/W325124896,1,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Transition Matrix / Probability Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Transition Matrix / Probability Measures,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4392135119,https://openalex.org/W325124896,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,Administrative/Registry Data,Empirical Estimates and Determinants,International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W4402018025,https://openalex.org/W325124896,1,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Rank‐based Measures,Linked Administrative Data,"Demographic Differences in Mobility (Race, Gender, etc.)",International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Rank‐based Measures,Linked Administrative Data,"Demographic Differences in Mobility (Race, Gender, etc.)",International Panel Data,Rank‐based Measures,Empirical Estimates and Determinants,2016,Others,Others,Empirical Estimates and Determinants
https://openalex.org/W3204735205,https://openalex.org/W4393244952,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Regression‐based Measures,National Survey Data,Empirical Estimates and Determinants,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Absolute Mobility Measures,Linked Administrative Data,Measurement and Methodological Advances
https://openalex.org/W4399290172,https://openalex.org/W4393244952,1,Administrative/Registry Data,Absolute Mobility Measures,Empirical Estimates and Determinants,2024,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Administrative/Registry Data,Absolute Mobility Measures,Empirical Estimates and Determinants,2024,Absolute Mobility Measures,Administrative/Registry Data,Empirical Estimates and Determinants,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Absolute Mobility Measures,Linked Administrative Data,Measurement and Methodological Advances
https://openalex.org/W4399529338,https://openalex.org/W4393244952,1,Others,Absolute Mobility Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Rank‐based Measures,Others,Measurement and Methodological Advances,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Others,Absolute Mobility Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Rank‐based Measures,Others,Measurement and Methodological Advances,Linked Administrative Data,Absolute Mobility Measures,Measurement and Methodological Advances,2024,Absolute Mobility Measures,Linked Administrative Data,Measurement and Methodological Advances
