to_year,from_type,from_val,to_type,to_val,source,weight
2002,RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,33
2002,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,33
2002,DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,33
2002,DataType,National Survey Data,Measure,Regression‐based Measures,citation,33
2002,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,32
2002,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,citation,31
2002,DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,27
2002,RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,26
2002,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,26
2002,DataType,Panel/Longitudinal Surveys,DataType,No dataset,citation,25
2002,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,citation,25
2002,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,citation,22
2002,DataType,National Survey Data,DataType,No dataset,citation,20
2002,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,18
2002,DataType,No dataset,Measure,Regression‐based Measures,citation,18
2002,Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,18
2002,Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,citation,17
2002,DataType,Linked Administrative Data,DataType,No dataset,citation,17
2002,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,16
2002,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,16
2002,DataType,Administrative/Registry Data,DataType,No dataset,citation,14
2002,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,citation,13
2002,DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,12
2002,DataType,Administrative/Registry Data,DataType,Panel/Longitudinal Surveys,citation,12
2002,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,11
2002,DataType,National Survey Data,DataType,Panel/Longitudinal Surveys,citation,11
2002,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,11
2002,RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,11
2002,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,citation,11
2002,Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,citation,11
2002,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,11
2002,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,citation,11
2002,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,11
2002,DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,11
2002,RqType,Measurement and Methodological Advances,RqType,Intergenerational Wealth Mobility and Inheritance,citation,10
2002,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,citation,10
2002,Measure,Transition Matrix / Probability Measures,DataType,No dataset,citation,9
2002,RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,9
2002,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,9
2002,DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,9
2002,DataType,No dataset,DataType,No dataset,citation,9
2002,DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,8
2002,RqType,Measurement and Methodological Advances,DataType,No dataset,citation,8
2002,Measure,Others_Measure,Measure,Regression‐based Measures,citation,8
2002,RqType,"Policy, Institutional, and Geographic Impacts",DataType,No dataset,citation,8
2002,RqType,"Policy, Institutional, and Geographic Impacts",RqType,Empirical Estimates and Determinants,citation,8
2002,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,citation,7
2002,Measure,Regression‐based Measures,DataType,Linked Administrative Data,citation,7
2002,Measure,Decomposition / Structural Approaches,DataType,No dataset,citation,7
2002,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,citation,7
2002,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,7
2002,Measure,Rank‐based Measures,DataType,No dataset,citation,6
2002,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
2002,Measure,Others_Measure,DataType,No dataset,citation,6
2002,Measure,Others_Measure,RqType,Empirical Estimates and Determinants,citation,5
2002,DataType,Panel/Longitudinal Surveys,DataType,Linked Administrative Data,citation,5
2002,DataType,International Panel Data,Measure,Regression‐based Measures,citation,5
2002,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,5
2002,DataType,International Panel Data,DataType,No dataset,citation,4
2002,DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,4
2002,RqType,Perceptions of Mobility and Attitudes,Measure,Regression‐based Measures,citation,4
2002,DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,4
2002,DataType,Archival/Historical Data,DataType,No dataset,citation,4
2002,DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,citation,4
2002,Measure,Non‐parametric Approaches,Measure,Regression‐based Measures,citation,4
2002,DataType,Panel/Longitudinal Surveys,Measure,Non‐parametric Approaches,citation,4
2002,RqType,Theoretical and Structural Models,Measure,Regression‐based Measures,citation,4
2002,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,4
2002,Measure,Regression‐based Measures,Measure,Non‐parametric Approaches,citation,4
2002,RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,3
2002,Measure,Non‐parametric Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,citation,3
2002,Measure,Non‐parametric Approaches,DataType,Panel/Longitudinal Surveys,citation,3
2002,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,3
2002,Measure,Others_Measure,RqType,Intergenerational Wealth Mobility and Inheritance,citation,3
2002,Measure,Others_Measure,DataType,Panel/Longitudinal Surveys,citation,3
2002,RqType,Theoretical and Structural Models,DataType,No dataset,citation,2
2002,RqType,Theoretical and Structural Models,RqType,Empirical Estimates and Determinants,citation,2
2002,RqType,Theoretical and Structural Models,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
2002,RqType,Theoretical and Structural Models,DataType,Panel/Longitudinal Surveys,citation,2
2002,DataType,National Survey Data,DataType,Linked Administrative Data,citation,2
2002,RqType,"Policy, Institutional, and Geographic Impacts",RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
2002,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Panel/Longitudinal Surveys,citation,2
2002,RqType,Measurement and Methodological Advances,RqType,Measurement and Methodological Advances,citation,2
2002,RqType,Measurement and Methodological Advances,Measure,Others_Measure,citation,2
2002,RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
2002,RqType,Measurement and Methodological Advances,Measure,Non‐parametric Approaches,citation,2
2002,Measure,Absolute Mobility Measures,DataType,No dataset,citation,2
2002,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,2
2002,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
2002,Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,citation,2
2002,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,2
2002,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,citation,2
2002,DataType,Natural/Experimental Data,Measure,Regression‐based Measures,citation,2
2002,DataType,Natural/Experimental Data,DataType,No dataset,citation,2
2002,DataType,Natural/Experimental Data,RqType,Empirical Estimates and Determinants,citation,2
2002,Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,2
2002,Measure,Multigenerational Measures,DataType,No dataset,citation,2
2002,Measure,Multigenerational Measures,RqType,Empirical Estimates and Determinants,citation,2
2002,RqType,Perceptions of Mobility and Attitudes,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
2002,RqType,Perceptions of Mobility and Attitudes,DataType,Panel/Longitudinal Surveys,citation,2
2002,RqType,Perceptions of Mobility and Attitudes,DataType,No dataset,citation,2
2002,RqType,Perceptions of Mobility and Attitudes,RqType,Empirical Estimates and Determinants,citation,2
2002,Measure,Non‐parametric Approaches,DataType,No dataset,citation,2
2002,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
2002,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,citation,2
2002,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,No dataset,citation,2
2002,Measure,Decomposition / Structural Approaches,Measure,Non‐parametric Approaches,citation,1
2002,DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
2002,DataType,International Panel Data,DataType,Panel/Longitudinal Surveys,citation,1
2002,Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,1
2002,Measure,Non‐parametric Approaches,RqType,Measurement and Methodological Advances,citation,1
2002,Measure,Non‐parametric Approaches,Measure,Others_Measure,citation,1
2002,Measure,Non‐parametric Approaches,RqType,Empirical Estimates and Determinants,citation,1
2002,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Linked Administrative Data,citation,1
2002,DataType,No dataset,RqType,Measurement and Methodological Advances,citation,1
2002,DataType,No dataset,Measure,Others_Measure,citation,1
2002,DataType,No dataset,Measure,Non‐parametric Approaches,citation,1
2002,RqType,Empirical Estimates and Determinants,Measure,Non‐parametric Approaches,citation,1
2002,Measure,Transition Matrix / Probability Measures,DataType,Linked Administrative Data,citation,1
2002,Measure,Transition Matrix / Probability Measures,Measure,Absolute Mobility Measures,citation,1
2002,DataType,Panel/Longitudinal Surveys,Measure,Absolute Mobility Measures,citation,1
2002,RqType,Measurement and Methodological Advances,Measure,Absolute Mobility Measures,citation,1
2002,RqType,Others_RqType,Measure,Regression‐based Measures,citation,1
2002,RqType,Others_RqType,DataType,No dataset,citation,1
2002,RqType,Others_RqType,RqType,Empirical Estimates and Determinants,citation,1
2002,DataType,Others_DataType,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
2002,DataType,Others_DataType,Measure,Regression‐based Measures,citation,1
2002,DataType,Others_DataType,DataType,Panel/Longitudinal Surveys,citation,1
2002,Measure,Others_Measure,RqType,Measurement and Methodological Advances,citation,1
2002,Measure,Others_Measure,Measure,Others_Measure,citation,1
2002,DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,citation,1
2002,DataType,Administrative/Registry Data,Measure,Others_Measure,citation,1
2002,DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,1
2003,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,citation,13
2003,Measure,Regression‐based Measures,DataType,Linked Administrative Data,citation,11
2003,Measure,Regression‐based Measures,Measure,Regression‐based Measures,citation,11
2003,RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Empirical Estimates and Determinants,citation,8
2003,RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,8
2003,RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,7
2003,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,7
2003,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,7
2003,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,citation,7
2003,DataType,No dataset,DataType,Linked Administrative Data,citation,5
2003,DataType,No dataset,Measure,Regression‐based Measures,citation,5
2003,DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,5
2003,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,5
2003,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,citation,5
2003,Measure,Transition Matrix / Probability Measures,DataType,Linked Administrative Data,citation,4
2003,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,4
2003,DataType,Panel/Longitudinal Surveys,DataType,Linked Administrative Data,citation,4
2003,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,citation,4
2003,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,citation,4
2003,DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,3
2003,DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,3
2003,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,3
2003,DataType,National Survey Data,DataType,Linked Administrative Data,citation,3
2003,DataType,National Survey Data,Measure,Regression‐based Measures,citation,3
2003,DataType,National Survey Data,Measure,Transition Matrix / Probability Measures,citation,2
2003,DataType,National Survey Data,DataType,Panel/Longitudinal Surveys,citation,2
2003,DataType,National Survey Data,Measure,Non‐parametric Approaches,citation,2
2003,RqType,Measurement and Methodological Advances,DataType,Linked Administrative Data,citation,2
2003,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,2
2003,RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,2
2003,Measure,Non‐parametric Approaches,DataType,Linked Administrative Data,citation,2
2003,Measure,Non‐parametric Approaches,Measure,Regression‐based Measures,citation,2
2003,Measure,Non‐parametric Approaches,RqType,Empirical Estimates and Determinants,citation,2
2003,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,citation,2
2003,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,citation,2
2003,Measure,Regression‐based Measures,Measure,Non‐parametric Approaches,citation,2
2003,Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,citation,1
2003,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,1
2003,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,1
2003,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,1
2003,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,1
2003,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,citation,1
2003,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,1
2003,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,1
2003,RqType,Empirical Estimates and Determinants,Measure,Non‐parametric Approaches,citation,1
2003,Measure,Transition Matrix / Probability Measures,Measure,Transition Matrix / Probability Measures,citation,1
2003,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,citation,1
2003,Measure,Transition Matrix / Probability Measures,Measure,Non‐parametric Approaches,citation,1
2003,DataType,Administrative/Registry Data,DataType,Linked Administrative Data,citation,1
2003,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,citation,1
2003,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,citation,1
2003,DataType,International Panel Data,DataType,Linked Administrative Data,citation,1
2003,DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
2003,DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
2003,Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,1
2003,Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
2003,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,1
2003,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Linked Administrative Data,citation,1
2003,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
2003,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
2005,Measure,Regression‐based Measures,Measure,Regression‐based Measures,citation,138
2005,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,citation,127
2005,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,citation,90
2005,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,citation,76
2005,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,65
2005,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,citation,65
2005,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,citation,61
2005,RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Empirical Estimates and Determinants,citation,61
2005,RqType,Empirical Estimates and Determinants,RqType,Empirical Estimates and Determinants,citation,57
2005,DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,49
2005,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,citation,39
2005,RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,citation,38
2005,Measure,Regression‐based Measures,DataType,No dataset,citation,32
2005,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,28
2005,DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,27
2005,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,citation,27
2005,RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,24
2005,DataType,No dataset,Measure,Regression‐based Measures,citation,24
2005,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,citation,23
2005,Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,22
2005,DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,21
2005,RqType,Measurement and Methodological Advances,DataType,Administrative/Registry Data,citation,20
2005,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,19
2005,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,citation,19
2005,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,citation,18
2005,DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,18
2005,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,17
2005,DataType,National Survey Data,Measure,Regression‐based Measures,citation,16
2005,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,citation,16
2005,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,15
2005,DataType,No dataset,DataType,Administrative/Registry Data,citation,14
2005,RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,14
2005,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,citation,14
2005,Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,citation,14
2005,Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,14
2005,DataType,Panel/Longitudinal Surveys,DataType,No dataset,citation,13
2005,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,13
2005,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,citation,13
2005,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,citation,12
2005,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,12
2005,DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,12
2005,DataType,Administrative/Registry Data,DataType,Administrative/Registry Data,citation,12
2005,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,citation,12
2005,RqType,"Policy, Institutional, and Geographic Impacts",RqType,Empirical Estimates and Determinants,citation,11
2005,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,citation,11
2005,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Administrative/Registry Data,citation,10
2005,Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,citation,9
2005,Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,citation,9
2005,RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,9
2005,Measure,Transition Matrix / Probability Measures,DataType,Administrative/Registry Data,citation,8
2005,DataType,National Survey Data,DataType,Administrative/Registry Data,citation,8
2005,Measure,Regression‐based Measures,DataType,National Survey Data,citation,8
2005,Measure,Regression‐based Measures,Measure,Rank‐based Measures,citation,8
2005,DataType,No dataset,DataType,No dataset,citation,8
2005,DataType,Linked Administrative Data,DataType,No dataset,citation,7
2005,Measure,Decomposition / Structural Approaches,DataType,Administrative/Registry Data,citation,7
2005,DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,7
2005,Measure,Non‐parametric Approaches,Measure,Regression‐based Measures,citation,7
2005,Measure,Non‐parametric Approaches,RqType,Empirical Estimates and Determinants,citation,7
2005,Measure,Others_Measure,Measure,Regression‐based Measures,citation,7
2005,Measure,Others_Measure,RqType,Empirical Estimates and Determinants,citation,7
2005,RqType,Theoretical and Structural Models,Measure,Regression‐based Measures,citation,7
2005,DataType,National Survey Data,DataType,No dataset,citation,7
2005,RqType,Theoretical and Structural Models,RqType,Empirical Estimates and Determinants,citation,6
2005,DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,6
2005,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,citation,6
2005,Measure,Transition Matrix / Probability Measures,DataType,No dataset,citation,6
2005,DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,citation,6
2005,Measure,Decomposition / Structural Approaches,DataType,No dataset,citation,5
2005,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,5
2005,RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,5
2005,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,citation,5
2005,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,5
2005,DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,4
2005,RqType,Empirical Estimates and Determinants,RqType,Theoretical and Structural Models,citation,4
2005,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,4
2005,DataType,International Panel Data,Measure,Regression‐based Measures,citation,4
2005,DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,4
2005,DataType,Archival/Historical Data,DataType,Administrative/Registry Data,citation,4
2005,Measure,Non‐parametric Approaches,DataType,Administrative/Registry Data,citation,4
2005,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,4
2005,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,No dataset,citation,4
2005,Measure,Others_Measure,DataType,Administrative/Registry Data,citation,4
2005,RqType,Theoretical and Structural Models,DataType,No dataset,citation,4
2005,RqType,Theoretical and Structural Models,DataType,Administrative/Registry Data,citation,4
2005,DataType,National Survey Data,DataType,Panel/Longitudinal Surveys,citation,4
2005,DataType,Administrative/Registry Data,DataType,National Survey Data,citation,4
2005,DataType,Administrative/Registry Data,Measure,Rank‐based Measures,citation,4
2005,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,citation,4
2005,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,4
2005,Measure,Absolute Mobility Measures,DataType,Administrative/Registry Data,citation,4
2005,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,citation,4
2005,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,4
2005,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,4
2005,DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,citation,3
2005,RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Theoretical and Structural Models,citation,3
2005,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,3
2005,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,citation,3
2005,DataType,International Panel Data,DataType,Administrative/Registry Data,citation,3
2005,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,citation,3
2005,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,3
2005,Measure,Rank‐based Measures,DataType,No dataset,citation,3
2005,DataType,No dataset,RqType,Theoretical and Structural Models,citation,3
2005,DataType,No dataset,Measure,Decomposition / Structural Approaches,citation,3
2005,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,citation,3
2005,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,citation,3
2005,DataType,Panel/Longitudinal Surveys,DataType,National Survey Data,citation,3
2005,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,citation,3
2005,RqType,Measurement and Methodological Advances,DataType,National Survey Data,citation,3
2005,RqType,Measurement and Methodological Advances,Measure,Rank‐based Measures,citation,3
2005,RqType,Measurement and Methodological Advances,RqType,Intergenerational Wealth Mobility and Inheritance,citation,3
2005,RqType,Measurement and Methodological Advances,DataType,No dataset,citation,3
2005,DataType,Others_DataType,Measure,Regression‐based Measures,citation,3
2005,DataType,Others_DataType,RqType,Empirical Estimates and Determinants,citation,3
2005,RqType,Theoretical and Structural Models,RqType,Theoretical and Structural Models,citation,3
2005,RqType,Theoretical and Structural Models,Measure,Decomposition / Structural Approaches,citation,3
2005,DataType,National Survey Data,RqType,Theoretical and Structural Models,citation,3
2005,DataType,National Survey Data,Measure,Decomposition / Structural Approaches,citation,3
2005,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,3
2005,DataType,Administrative/Registry Data,DataType,No dataset,citation,3
2005,DataType,Others_DataType,DataType,Administrative/Registry Data,citation,2
2005,Measure,Others_Measure,DataType,Panel/Longitudinal Surveys,citation,2
2005,DataType,Administrative/Registry Data,RqType,Theoretical and Structural Models,citation,2
2005,DataType,Administrative/Registry Data,Measure,Decomposition / Structural Approaches,citation,2
2005,DataType,Administrative/Registry Data,DataType,Panel/Longitudinal Surveys,citation,2
2005,RqType,"Policy, Institutional, and Geographic Impacts",DataType,No dataset,citation,2
2005,DataType,Opportunity Atlas,Measure,Regression‐based Measures,citation,2
2005,DataType,Opportunity Atlas,RqType,Empirical Estimates and Determinants,citation,2
2005,Measure,Decomposition / Structural Approaches,RqType,Theoretical and Structural Models,citation,2
2005,Measure,Decomposition / Structural Approaches,Measure,Decomposition / Structural Approaches,citation,2
2005,Measure,Decomposition / Structural Approaches,DataType,National Survey Data,citation,2
2005,Measure,Decomposition / Structural Approaches,Measure,Rank‐based Measures,citation,2
2005,Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,citation,2
2005,Measure,Rank‐based Measures,DataType,National Survey Data,citation,2
2005,Measure,Rank‐based Measures,Measure,Rank‐based Measures,citation,2
2005,Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,2
2005,Measure,Multigenerational Measures,RqType,Empirical Estimates and Determinants,citation,2
2005,DataType,Archival/Historical Data,DataType,Panel/Longitudinal Surveys,citation,2
2005,Measure,Non‐parametric Approaches,DataType,Panel/Longitudinal Surveys,citation,2
2005,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,2
2005,DataType,Linked Administrative Data,RqType,Theoretical and Structural Models,citation,2
2005,DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,citation,2
2005,RqType,Others_RqType,Measure,Regression‐based Measures,citation,2
2005,RqType,Others_RqType,RqType,Empirical Estimates and Determinants,citation,2
2005,DataType,No dataset,DataType,National Survey Data,citation,2
2005,DataType,No dataset,Measure,Rank‐based Measures,citation,2
2005,Measure,Transition Matrix / Probability Measures,DataType,National Survey Data,citation,2
2005,Measure,Transition Matrix / Probability Measures,Measure,Rank‐based Measures,citation,2
2005,DataType,No dataset,Measure,Transition Matrix / Probability Measures,citation,1
2005,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,citation,1
2005,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,citation,1
2005,Measure,Transition Matrix / Probability Measures,Measure,Transition Matrix / Probability Measures,citation,1
