year_val,from_type,from_val,to_type,to_val,source,weight
2010,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,1
2010,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,within,1
2010,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,1
2010,Measure,Regression‐based Measures,DataType,National Survey Data,within,1
2010,Measure,Transition Matrix / Probability Measures,DataType,National Survey Data,within,1
2010,Measure,Absolute Mobility Measures,DataType,No dataset,within,1
2010,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,1
2010,Measure,Regression‐based Measures,DataType,No dataset,within,1
2010,RqType,Measurement and Methodological Advances,DataType,No dataset,within,1
2010,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,within,1
2010,DataType,No dataset,Measure,Absolute Mobility Measures,within,1
2010,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,1
2010,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,1
2010,DataType,National Survey Data,Measure,Regression‐based Measures,within,1
2010,DataType,No dataset,Measure,Regression‐based Measures,within,1
2010,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,1
2010,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,1
2010,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,1
2010,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,within,1
2010,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,within,1
2010,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,1
2010,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Panel/Longitudinal Surveys,within,1
2010,DataType,Others_DataType,RqType,Measurement and Methodological Advances,within,1
2010,Measure,Non‐parametric Approaches,RqType,Measurement and Methodological Advances,within,1
2010,Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,within,1
2010,DataType,No dataset,RqType,Measurement and Methodological Advances,within,1
2010,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2010,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2010,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2010,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2010,RqType,Measurement and Methodological Advances,Measure,Non‐parametric Approaches,within,1
2010,DataType,Others_DataType,Measure,Non‐parametric Approaches,within,1
2010,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,1
2010,DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,within,1
2010,Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,within,1
2010,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,1
2010,DataType,National Survey Data,Measure,Transition Matrix / Probability Measures,within,1
2010,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,within,1
2010,Measure,Transition Matrix / Probability Measures,Measure,Rank‐based Measures,within,1
2010,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,1
2010,RqType,Measurement and Methodological Advances,DataType,Others_DataType,within,1
2010,Measure,Non‐parametric Approaches,DataType,Others_DataType,within,1
2010,Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2010,DataType,Panel/Longitudinal Surveys,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2011,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,10
2011,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,10
2011,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,5
2011,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,5
2011,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,4
2011,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,4
2011,Measure,Regression‐based Measures,DataType,No dataset,within,4
2011,DataType,No dataset,Measure,Regression‐based Measures,within,4
2011,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,4
2011,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,4
2011,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Rank‐based Measures,within,4
2011,Measure,Rank‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,4
2011,Measure,Transition Matrix / Probability Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,3
2011,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,3
2011,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,3
2011,Measure,Transition Matrix / Probability Measures,Measure,Rank‐based Measures,within,3
2011,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2011,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,3
2011,Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,within,3
2011,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,within,3
2011,DataType,Administrative/Registry Data,Measure,Transition Matrix / Probability Measures,within,2
2011,DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,within,2
2011,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,within,2
2011,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,2
2011,DataType,National Survey Data,Measure,Regression‐based Measures,within,2
2011,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,within,2
2011,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,within,2
2011,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2011,DataType,No dataset,RqType,Empirical Estimates and Determinants,within,2
2011,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,2
2011,Measure,Regression‐based Measures,DataType,National Survey Data,within,2
2011,DataType,Administrative/Registry Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,2
2011,DataType,Panel/Longitudinal Surveys,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,2
2011,Measure,Transition Matrix / Probability Measures,DataType,Administrative/Registry Data,within,2
2011,Measure,Rank‐based Measures,DataType,Administrative/Registry Data,within,2
2011,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Administrative/Registry Data,within,2
2011,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,within,2
2011,RqType,Empirical Estimates and Determinants,DataType,No dataset,within,2
2011,Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,within,2
2011,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,2
2011,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,within,2
2011,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,2
2011,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,within,2
2011,DataType,Administrative/Registry Data,Measure,Rank‐based Measures,within,2
2011,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,International Panel Data,within,1
2011,Measure,Regression‐based Measures,DataType,International Panel Data,within,1
2011,Measure,Regression‐based Measures,DataType,Archival/Historical Data,within,1
2011,RqType,Empirical Estimates and Determinants,DataType,Archival/Historical Data,within,1
2011,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,within,1
2011,Measure,Multigenerational Measures,DataType,Archival/Historical Data,within,1
2011,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,1
2011,DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,within,1
2011,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,1
2011,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,1
2011,DataType,Archival/Historical Data,Measure,Regression‐based Measures,within,1
2011,Measure,Transition Matrix / Probability Measures,DataType,Linked Administrative Data,within,1
2011,DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2011,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,1
2011,DataType,National Survey Data,Measure,Transition Matrix / Probability Measures,within,1
2011,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2011,DataType,International Panel Data,Measure,Regression‐based Measures,within,1
2011,DataType,Panel/Longitudinal Surveys,Measure,Decomposition / Structural Approaches,within,1
2011,RqType,Measurement and Methodological Advances,Measure,Decomposition / Structural Approaches,within,1
2011,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,1
2011,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,1
2011,Measure,Transition Matrix / Probability Measures,DataType,National Survey Data,within,1
2011,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Multigenerational Measures,within,1
2011,DataType,Archival/Historical Data,Measure,Multigenerational Measures,within,1
2011,RqType,Measurement and Methodological Advances,DataType,No dataset,within,1
2011,DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,within,1
2011,RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,within,1
2011,Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,within,1
2011,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,1
2011,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,within,1
2011,RqType,Measurement and Methodological Advances,DataType,Administrative/Registry Data,within,1
2011,DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,within,1
2011,Measure,Decomposition / Structural Approaches,RqType,Measurement and Methodological Advances,within,1
2011,DataType,No dataset,RqType,Measurement and Methodological Advances,within,1
2011,DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,within,1
2011,Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2011,DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2011,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2011,DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2011,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,1
2012,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,9
2012,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,9
2012,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,8
2012,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,8
2012,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,6
2012,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,6
2012,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,4
2012,DataType,National Survey Data,Measure,Regression‐based Measures,within,4
2012,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,4
2012,Measure,Regression‐based Measures,DataType,National Survey Data,within,4
2012,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,3
2012,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,3
2012,RqType,Theoretical and Structural Models,DataType,No dataset,within,3
2012,DataType,No dataset,RqType,Theoretical and Structural Models,within,3
2012,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,2
2012,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,2
2012,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,2
2012,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,2
2012,DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,within,2
2012,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,2
2012,Measure,Regression‐based Measures,DataType,No dataset,within,2
2012,Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,within,2
2012,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,within,2
2012,DataType,No dataset,Measure,Regression‐based Measures,within,2
2012,DataType,Panel/Longitudinal Surveys,Measure,Absolute Mobility Measures,within,2
2012,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2012,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2012,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2012,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2012,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2012,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2012,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,1
2012,RqType,Others_RqType,DataType,Linked Administrative Data,within,1
2012,Measure,Transition Matrix / Probability Measures,RqType,Theoretical and Structural Models,within,1
2012,Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,within,1
2012,Measure,Rank‐based Measures,DataType,National Survey Data,within,1
2012,Measure,Decomposition / Structural Approaches,DataType,National Survey Data,within,1
2012,RqType,Perceptions of Mobility and Attitudes,DataType,National Survey Data,within,1
2012,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Others_DataType,within,1
2012,Measure,Decomposition / Structural Approaches,DataType,Others_DataType,within,1
2012,DataType,No dataset,Measure,Others_Measure,within,1
2012,RqType,Theoretical and Structural Models,Measure,Others_Measure,within,1
2012,Measure,Others_Measure,RqType,Theoretical and Structural Models,within,1
2012,DataType,Others_DataType,Measure,Decomposition / Structural Approaches,within,1
2012,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Decomposition / Structural Approaches,within,1
2012,DataType,National Survey Data,Measure,Decomposition / Structural Approaches,within,1
2012,RqType,Perceptions of Mobility and Attitudes,Measure,Decomposition / Structural Approaches,within,1
2012,Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,within,1
2012,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,within,1
2012,DataType,Panel/Longitudinal Surveys,Measure,Decomposition / Structural Approaches,within,1
2012,DataType,National Survey Data,RqType,Perceptions of Mobility and Attitudes,within,1
2012,Measure,Decomposition / Structural Approaches,RqType,Perceptions of Mobility and Attitudes,within,1
2012,DataType,Linked Administrative Data,RqType,Others_RqType,within,1
2012,Measure,Regression‐based Measures,RqType,Others_RqType,within,1
2012,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,within,1
2012,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,1
2012,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,within,1
2012,Measure,Regression‐based Measures,Measure,Rank‐based Measures,within,1
2012,DataType,National Survey Data,Measure,Rank‐based Measures,within,1
2012,DataType,Others_DataType,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2012,Measure,Decomposition / Structural Approaches,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2012,RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,within,1
2012,Measure,Transition Matrix / Probability Measures,Measure,Absolute Mobility Measures,within,1
2012,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,within,1
2012,RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,within,1
2012,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,within,1
2012,Measure,Absolute Mobility Measures,Measure,Transition Matrix / Probability Measures,within,1
2012,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,1
2012,DataType,No dataset,Measure,Transition Matrix / Probability Measures,within,1
2012,RqType,Theoretical and Structural Models,Measure,Transition Matrix / Probability Measures,within,1
2012,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,1
2012,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,within,1
2012,RqType,Others_RqType,Measure,Regression‐based Measures,within,1
2012,Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,within,1
2012,RqType,Theoretical and Structural Models,Measure,Regression‐based Measures,within,1
2012,Measure,Others_Measure,DataType,No dataset,within,1
2012,Measure,Transition Matrix / Probability Measures,DataType,No dataset,within,1
2012,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,1
2012,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,1
2012,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,within,1
2012,Measure,Rank‐based Measures,Measure,Regression‐based Measures,within,1
2012,Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,within,1
2012,Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,within,1
2012,DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,within,1
2013,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,7
2013,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,7
2013,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,6
2013,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,6
2013,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,6
2013,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,6
2013,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,4
2013,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,4
2013,DataType,No dataset,RqType,Theoretical and Structural Models,within,4
2013,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,4
2013,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,4
2013,RqType,Theoretical and Structural Models,DataType,No dataset,within,4
2013,Measure,Regression‐based Measures,DataType,No dataset,within,3
2013,Measure,Decomposition / Structural Approaches,RqType,Theoretical and Structural Models,within,3
2013,DataType,No dataset,Measure,Regression‐based Measures,within,3
2013,DataType,No dataset,Measure,Decomposition / Structural Approaches,within,3
2013,RqType,Theoretical and Structural Models,Measure,Decomposition / Structural Approaches,within,3
2013,Measure,Regression‐based Measures,DataType,International Panel Data,within,3
2013,Measure,Decomposition / Structural Approaches,DataType,No dataset,within,3
2013,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,within,3
2013,DataType,International Panel Data,Measure,Regression‐based Measures,within,3
2013,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,within,3
2013,Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,2
2013,DataType,Panel/Longitudinal Surveys,Measure,Decomposition / Structural Approaches,within,2
2013,RqType,Empirical Estimates and Determinants,DataType,International Panel Data,within,2
2013,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,2
2013,Measure,Transition Matrix / Probability Measures,DataType,National Survey Data,within,2
2013,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,2
2013,Measure,Regression‐based Measures,DataType,National Survey Data,within,2
2013,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2013,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2013,Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,within,2
2013,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,within,2
2013,DataType,National Survey Data,Measure,Regression‐based Measures,within,2
2013,DataType,International Panel Data,RqType,Empirical Estimates and Determinants,within,2
2013,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,2
2013,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,2
2013,DataType,National Survey Data,Measure,Transition Matrix / Probability Measures,within,2
2013,DataType,Administrative/Registry Data,Measure,Transition Matrix / Probability Measures,within,1
2013,DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,within,1
2013,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,1
2013,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,within,1
2013,DataType,No dataset,Measure,Transition Matrix / Probability Measures,within,1
2013,RqType,Theoretical and Structural Models,Measure,Transition Matrix / Probability Measures,within,1
2013,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,within,1
2013,DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2013,DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2013,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2013,DataType,Others_DataType,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2013,Measure,Others_Measure,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2013,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2013,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,International Panel Data,within,1
2013,DataType,Linked Administrative Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2013,DataType,National Survey Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2013,DataType,National Survey Data,Measure,Decomposition / Structural Approaches,within,1
2013,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,within,1
2013,Measure,Regression‐based Measures,Measure,Rank‐based Measures,within,1
2013,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,1
2013,Measure,Transition Matrix / Probability Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2013,DataType,National Survey Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2013,RqType,Empirical Estimates and Determinants,DataType,No dataset,within,1
2013,Measure,Absolute Mobility Measures,DataType,No dataset,within,1
2013,RqType,Measurement and Methodological Advances,DataType,No dataset,within,1
2013,Measure,Transition Matrix / Probability Measures,DataType,No dataset,within,1
2013,Measure,Regression‐based Measures,DataType,Others_DataType,within,1
2013,RqType,Empirical Estimates and Determinants,DataType,Others_DataType,within,1
2013,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others_DataType,within,1
2013,Measure,Others_Measure,DataType,Others_DataType,within,1
2013,RqType,Empirical Estimates and Determinants,Measure,Others_Measure,within,1
2013,DataType,National Survey Data,Measure,Others_Measure,within,1
2013,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Others_Measure,within,1
2013,DataType,Others_DataType,Measure,Others_Measure,within,1
2013,Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,within,1
2013,Measure,Transition Matrix / Probability Measures,RqType,Theoretical and Structural Models,within,1
2013,Measure,Others_Measure,DataType,National Survey Data,within,1
2013,Measure,Decomposition / Structural Approaches,DataType,National Survey Data,within,1
2013,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,National Survey Data,within,1
2013,RqType,"Policy, Institutional, and Geographic Impacts",DataType,National Survey Data,within,1
2013,DataType,Others_DataType,Measure,Regression‐based Measures,within,1
2013,Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,within,1
2013,DataType,No dataset,RqType,Measurement and Methodological Advances,within,1
2013,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,1
2013,Measure,Others_Measure,RqType,Empirical Estimates and Determinants,within,1
2013,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,within,1
2013,RqType,Theoretical and Structural Models,Measure,Regression‐based Measures,within,1
2013,Measure,Rank‐based Measures,Measure,Regression‐based Measures,within,1
2013,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,1
2013,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,1
2013,DataType,No dataset,Measure,Absolute Mobility Measures,within,1
2013,RqType,Measurement and Methodological Advances,Measure,Absolute Mobility Measures,within,1
2013,RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,within,1
2013,Measure,Transition Matrix / Probability Measures,DataType,Linked Administrative Data,within,1
2013,DataType,No dataset,RqType,Empirical Estimates and Determinants,within,1
2013,DataType,Others_DataType,RqType,Empirical Estimates and Determinants,within,1
2013,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,within,1
2013,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,1
2013,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,1
2013,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Linked Administrative Data,within,1
2013,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,within,1
2013,Measure,Transition Matrix / Probability Measures,DataType,Administrative/Registry Data,within,1
2014,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,10
2014,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,10
2014,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,9
2014,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,9
2014,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,8
2014,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,8
2014,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,6
2014,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,6
2014,Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,4
2014,Measure,Regression‐based Measures,DataType,National Survey Data,within,4
2014,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,within,4
2014,DataType,National Survey Data,Measure,Regression‐based Measures,within,4
2014,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,3
2014,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,3
2014,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,3
2014,DataType,Linked Administrative Data,Measure,Rank‐based Measures,within,3
2014,DataType,Panel/Longitudinal Surveys,RqType,"Policy, Institutional, and Geographic Impacts",within,3
2014,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Panel/Longitudinal Surveys,within,3
2014,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,3
2014,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,3
2014,Measure,Rank‐based Measures,DataType,Linked Administrative Data,within,3
2014,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2014,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2014,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,within,2
2014,DataType,No dataset,Measure,Decomposition / Structural Approaches,within,2
2014,Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,within,2
2014,DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,within,2
2014,Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,within,2
2014,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,within,2
2014,Measure,Regression‐based Measures,DataType,Archival/Historical Data,within,2
2014,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Non‐parametric Approaches,within,2
2014,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,within,2
2014,DataType,No dataset,RqType,Empirical Estimates and Determinants,within,2
