from_id,to_id,weights,from_data_cat_title,from_method_cat_title,from_rq_cat_title,from_year,to_data_cat_title,to_method_cat_title,to_rq_cat_title,to_year
https://openalex.org/W2133321662,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2013,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2155246844,https://openalex.org/W3093752946,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2014,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2159953986,https://openalex.org/W3093752946,1,National Survey Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2013,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2171543589,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2012,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2182279624,https://openalex.org/W3093752946,1,Administrative/Registry Data,Regression‐based Measures,Measurement and Methodological Advances,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2184450311,https://openalex.org/W3093752946,1,Linked Administrative Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2013,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2184544484,https://openalex.org/W3093752946,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2011,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2187204840,https://openalex.org/W3093752946,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2011,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2208317766,https://openalex.org/W3093752946,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2015,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2210747677,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2237492881,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2015,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2261420935,https://openalex.org/W3093752946,1,No dataset,Decomposition / Structural Approaches,Theoretical and Structural Models,2013,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2262410031,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2012,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2285151281,https://openalex.org/W3093752946,1,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2011,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2291516288,https://openalex.org/W3093752946,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2292189473,https://openalex.org/W3093752946,1,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2014,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2298141770,https://openalex.org/W3093752946,1,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2310208630,https://openalex.org/W3093752946,1,Administrative/Registry Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2011,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2320409419,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2011,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2322954441,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2014,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2495276003,https://openalex.org/W3093752946,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2507475885,https://openalex.org/W3093752946,1,No dataset,Others,Measurement and Methodological Advances,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2527995213,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2016,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2595264819,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Non‐parametric Approaches,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2766173862,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2807800750,https://openalex.org/W3093752946,1,Archival/Historical Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2811219136,https://openalex.org/W3093752946,1,Others,Regression‐based Measures,Empirical Estimates and Determinants,2018,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2889122466,https://openalex.org/W3093752946,1,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2891903686,https://openalex.org/W3093752946,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2895165109,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2018,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2902789768,https://openalex.org/W3093752946,1,International Panel Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2906080883,https://openalex.org/W3093752946,1,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2914094440,https://openalex.org/W3093752946,1,University/Institution Data,Others,Empirical Estimates and Determinants,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2921143263,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2943543771,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2955018254,https://openalex.org/W3093752946,1,National Survey Data,Rank‐based Measures,Perceptions of Mobility and Attitudes,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2971359031,https://openalex.org/W3093752946,1,No dataset,Decomposition / Structural Approaches,Theoretical and Structural Models,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2972798438,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,Intergenerational Wealth Mobility and Inheritance,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2984996373,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3022704615,https://openalex.org/W3093752946,1,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3033501614,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2020,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3037705751,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Non‐parametric Approaches,Measurement and Methodological Advances,2020,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3119775080,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2021,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3124226182,https://openalex.org/W3093752946,1,No dataset,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2013,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3125359030,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2015,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3128702014,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Others,Measurement and Methodological Advances,2021,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3145594932,https://openalex.org/W3093752946,1,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2019,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3190097825,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2021,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3202616165,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2021,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3204735205,https://openalex.org/W3093752946,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4210953259,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,Empirical Estimates and Determinants,2022,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4211263339,https://openalex.org/W3093752946,1,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2021,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4230700148,https://openalex.org/W3093752946,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2018,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4232769139,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2011,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4238048379,https://openalex.org/W3093752946,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2013,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4283657131,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,Empirical Estimates and Determinants,2022,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4285024880,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Transition Matrix / Probability Measures,Measurement and Methodological Advances,2022,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4293801681,https://openalex.org/W3093752946,1,Administrative/Registry Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2022,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4300951185,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2015,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4307711555,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2022,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4307723330,https://openalex.org/W3093752946,1,Others,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2022,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4320148496,https://openalex.org/W3093752946,1,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2022,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4361214653,https://openalex.org/W3093752946,1,Others,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4381660505,https://openalex.org/W3093752946,1,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4381736130,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4384133380,https://openalex.org/W3093752946,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4385782198,https://openalex.org/W3093752946,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4388938469,https://openalex.org/W3093752946,1,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4390066466,https://openalex.org/W3093752946,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W439017983,https://openalex.org/W3093752946,1,Linked Administrative Data,Regression‐based Measures,Others,2012,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4390693054,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4392135119,https://openalex.org/W3093752946,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4399529338,https://openalex.org/W3093752946,1,Others,Absolute Mobility Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4401242778,https://openalex.org/W3093752946,1,Natural/Experimental Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4402986304,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Others,Measurement and Methodological Advances,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W4403370613,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Others,Empirical Estimates and Determinants,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W765699370,https://openalex.org/W3093752946,1,Panel/Longitudinal Surveys,Non‐parametric Approaches,Empirical Estimates and Determinants,2014,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W2564827629,https://openalex.org/W3093752946,1,Administrative/Registry Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2017,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2009
https://openalex.org/W3208235548,https://openalex.org/W3041900243,1,Linked Administrative Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2021,Others,Absolute Mobility Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4283657131,https://openalex.org/W3041900243,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,Empirical Estimates and Determinants,2022,Others,Absolute Mobility Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4312204683,https://openalex.org/W3041900243,1,Administrative/Registry Data,Absolute Mobility Measures,Empirical Estimates and Determinants,2022,Others,Absolute Mobility Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4381660505,https://openalex.org/W3041900243,1,Linked Administrative Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2023,Others,Absolute Mobility Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4386370708,https://openalex.org/W3041900243,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2023,Others,Absolute Mobility Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4407152405,https://openalex.org/W3045264130,1,Opportunity Atlas,Regression‐based Measures,Empirical Estimates and Determinants,2025,Opportunity Atlas,Absolute Mobility Measures,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W4220692802,https://openalex.org/W3018625260,1,Panel/Longitudinal Surveys,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2022,Panel/Longitudinal Surveys,Absolute Mobility Measures,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2020
https://openalex.org/W4399529338,https://openalex.org/W3088079582,1,Others,Absolute Mobility Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,National Survey Data,Others,Perceptions of Mobility and Attitudes,2020
https://openalex.org/W4399529338,https://openalex.org/W3027769937,1,Others,Absolute Mobility Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Administrative/Registry Data,Multigenerational Measures,Intergenerational Wealth Mobility and Inheritance,2020
https://openalex.org/W3216038618,https://openalex.org/W2773358030,1,Others,Non‐parametric Approaches,Empirical Estimates and Determinants,2021,No dataset,Others,Intergenerational Wealth Mobility and Inheritance,2020
https://openalex.org/W4390066466,https://openalex.org/W2897475839,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4405654739,https://openalex.org/W2897475839,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Panel/Longitudinal Surveys,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4280580662,https://openalex.org/W2906080883,1,No dataset,Regression‐based Measures,Theoretical and Structural Models,2022,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W2943421593,https://openalex.org/W2906080883,1,Panel/Longitudinal Surveys,Regression‐based Measures,Empirical Estimates and Determinants,2019,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W3044954030,https://openalex.org/W2906080883,1,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W3084113281,https://openalex.org/W2906080883,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4384133380,https://openalex.org/W2906080883,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4390066466,https://openalex.org/W2906080883,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4405654739,https://openalex.org/W2906080883,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W3021741550,https://openalex.org/W3007051557,1,No dataset,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020,Linked Administrative Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W3189747191,https://openalex.org/W3007051557,1,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2020,Linked Administrative Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W4285199241,https://openalex.org/W3007051557,1,National Survey Data,Rank‐based Measures,Intergenerational Wealth Mobility and Inheritance,2022,Linked Administrative Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W4285249755,https://openalex.org/W3007051557,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2022,Linked Administrative Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W4386491507,https://openalex.org/W3007051557,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2023,Linked Administrative Data,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W4401242778,https://openalex.org/W3021741550,1,Natural/Experimental Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2024,No dataset,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W4402546895,https://openalex.org/W3021741550,1,Administrative/Registry Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2024,No dataset,Decomposition / Structural Approaches,"Policy, Institutional, and Geographic Impacts",2020
https://openalex.org/W4280580662,https://openalex.org/W3022704615,1,No dataset,Regression‐based Measures,Theoretical and Structural Models,2022,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4401067024,https://openalex.org/W3022704615,1,National Survey Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2024,No dataset,Absolute Mobility Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4384133380,https://openalex.org/W3025676006,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Panel/Longitudinal Surveys,Decomposition / Structural Approaches,"Demographic Differences in Mobility (Race, Gender, etc.)",2020
https://openalex.org/W4403370613,https://openalex.org/W3033668572,1,Panel/Longitudinal Surveys,Others,Empirical Estimates and Determinants,2024,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4285249755,https://openalex.org/W3033929493,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2022,No dataset,Others,Measurement and Methodological Advances,2020
https://openalex.org/W4307723330,https://openalex.org/W3033929493,1,Others,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2022,No dataset,Others,Measurement and Methodological Advances,2020
https://openalex.org/W4388938469,https://openalex.org/W3037216812,1,Administrative/Registry Data,Transition Matrix / Probability Measures,Empirical Estimates and Determinants,2023,Linked Administrative Data,Decomposition / Structural Approaches,Empirical Estimates and Determinants,2020
https://openalex.org/W3208235548,https://openalex.org/W3039577330,1,Linked Administrative Data,Absolute Mobility Measures,Intergenerational Wealth Mobility and Inheritance,2021,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4401242778,https://openalex.org/W3039577330,1,Natural/Experimental Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2024,Panel/Longitudinal Surveys,Rank‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4320148496,https://openalex.org/W3044954030,1,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2022,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W4390066466,https://openalex.org/W3044954030,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,No dataset,Regression‐based Measures,Measurement and Methodological Advances,2020
https://openalex.org/W3189747191,https://openalex.org/W3084113281,1,Linked Administrative Data,Rank‐based Measures,Empirical Estimates and Determinants,2020,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W3204735205,https://openalex.org/W3084113281,1,National Survey Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4293801681,https://openalex.org/W3084113281,1,Administrative/Registry Data,Regression‐based Measures,"Policy, Institutional, and Geographic Impacts",2022,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4386370708,https://openalex.org/W3084113281,1,Administrative/Registry Data,Rank‐based Measures,Measurement and Methodological Advances,2023,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4386491507,https://openalex.org/W3084113281,1,Administrative/Registry Data,Rank‐based Measures,Empirical Estimates and Determinants,2023,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4390066466,https://openalex.org/W3084113281,1,Linked Administrative Data,Regression‐based Measures,Empirical Estimates and Determinants,2023,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4392135119,https://openalex.org/W3084113281,1,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2024,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4402018025,https://openalex.org/W3084113281,1,Administrative/Registry Data,Rank‐based Measures,"Demographic Differences in Mobility (Race, Gender, etc.)",2024,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4402066912,https://openalex.org/W3084113281,1,International Panel Data,Others,Empirical Estimates and Determinants,2024,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W4403370613,https://openalex.org/W3084113281,1,Panel/Longitudinal Surveys,Others,Empirical Estimates and Determinants,2024,Administrative/Registry Data,Regression‐based Measures,Empirical Estimates and Determinants,2020
https://openalex.org/W3207371012,https://openalex.org/W3123195152,1,No dataset,Regression‐based Measures,Empirical Estimates and Determinants,2021,Archival/Historical Data,Regression‐based Measures,Intergenerational Wealth Mobility and Inheritance,2020
