from_type,from_val,to_type,to_val,from_paper,to_paper,weight
Measure,Transition Matrix / Probability Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4285024880,https://openalex.org/W2984996373,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W4285024880,https://openalex.org/W2984996373,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4384133380,https://openalex.org/W2984996373,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4384133380,https://openalex.org/W2984996373,1
DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4384133380,https://openalex.org/W2984996373,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4390693054,https://openalex.org/W2984996373,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4390693054,https://openalex.org/W2984996373,1
RqType,"Policy, Institutional, and Geographic Impacts",RqType,Measurement and Methodological Advances,https://openalex.org/W4390693054,https://openalex.org/W2984996373,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W3033668572,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W3033668572,1
Measure,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W3033668572,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W3033668572,1
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3208235548,https://openalex.org/W3039577330,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W3208235548,https://openalex.org/W3039577330,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W3208235548,https://openalex.org/W3039577330,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4401242778,https://openalex.org/W3039577330,1
RqType,"Policy, Institutional, and Geographic Impacts",RqType,Measurement and Methodological Advances,https://openalex.org/W4401242778,https://openalex.org/W3039577330,1
DataType,Natural/Experimental Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4401242778,https://openalex.org/W3039577330,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4320148496,https://openalex.org/W3044954030,1
DataType,No dataset,RqType,Measurement and Methodological Advances,https://openalex.org/W4320148496,https://openalex.org/W3044954030,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4390066466,https://openalex.org/W3044954030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4390066466,https://openalex.org/W3044954030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4390066466,https://openalex.org/W3044954030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3195123941,https://openalex.org/W3109347625,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W3195123941,https://openalex.org/W3109347625,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4205552064,https://openalex.org/W3121217472,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4205552064,https://openalex.org/W3121217472,1
DataType,National Survey Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4205552064,https://openalex.org/W3121217472,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2107393980,https://openalex.org/W3123202179,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W2107393980,https://openalex.org/W3123202179,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W2184544484,https://openalex.org/W3123202179,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,https://openalex.org/W2184544484,https://openalex.org/W3123202179,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2184544484,https://openalex.org/W3123202179,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2897475839,https://openalex.org/W3123202179,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W2897475839,https://openalex.org/W3123202179,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W3125112178,https://openalex.org/W3123202179,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,https://openalex.org/W3125112178,https://openalex.org/W3123202179,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3125112178,https://openalex.org/W3123202179,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W439017983,https://openalex.org/W3123202179,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W439017983,https://openalex.org/W3123202179,1
RqType,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W439017983,https://openalex.org/W3123202179,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2756659966,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W2756659966,https://openalex.org/W3125359030,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W2756659966,https://openalex.org/W3125359030,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2756659966,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2766173862,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W2766173862,https://openalex.org/W3125359030,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W2766173862,https://openalex.org/W3125359030,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W3033668572,https://openalex.org/W3125359030,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3033668572,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3084113281,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W3084113281,https://openalex.org/W3125359030,1
DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,https://openalex.org/W3084113281,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3119775080,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W3119775080,https://openalex.org/W3125359030,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W3119775080,https://openalex.org/W3125359030,1
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3181973673,https://openalex.org/W3125359030,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W3181973673,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3181973673,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W3181973673,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W3125359030,1
DataType,National Survey Data,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W325124896,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W325124896,https://openalex.org/W3125359030,1
DataType,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W325124896,https://openalex.org/W3125359030,1
Measure,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W325124896,https://openalex.org/W3125359030,1
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4283657131,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4283657131,https://openalex.org/W3125359030,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W4283657131,https://openalex.org/W3125359030,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4405654739,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4405654739,https://openalex.org/W3125359030,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4405654739,https://openalex.org/W3125359030,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W3195123941,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W3195123941,1
DataType,National Survey Data,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W3195123941,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,https://openalex.org/W4293801681,https://openalex.org/W3195123941,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4293801681,https://openalex.org/W3195123941,1
Measure,Transition Matrix / Probability Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4293801681,https://openalex.org/W3195123941,1
DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4293801681,https://openalex.org/W3195123941,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4386491507,https://openalex.org/W3195123941,1
DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4386491507,https://openalex.org/W3195123941,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4386491507,https://openalex.org/W3195123941,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4401871424,https://openalex.org/W3195123941,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4401871424,https://openalex.org/W3195123941,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W4401871424,https://openalex.org/W3195123941,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4402066912,https://openalex.org/W3195123941,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4402066912,https://openalex.org/W3195123941,1
DataType,International Panel Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4402066912,https://openalex.org/W3195123941,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W4402986304,https://openalex.org/W4285024880,1
Measure,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W4402986304,https://openalex.org/W4285024880,1
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Measurement and Methodological Advances,https://openalex.org/W2807800750,https://openalex.org/W4300951185,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2807800750,https://openalex.org/W4300951185,1
DataType,Archival/Historical Data,RqType,Measurement and Methodological Advances,https://openalex.org/W2807800750,https://openalex.org/W4300951185,1
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W2914094440,https://openalex.org/W4300951185,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W2914094440,https://openalex.org/W4300951185,1
Measure,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W2914094440,https://openalex.org/W4300951185,1
DataType,University/Institution Data,RqType,Measurement and Methodological Advances,https://openalex.org/W2914094440,https://openalex.org/W4300951185,1
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4393244952,https://openalex.org/W4386370708,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4393244952,https://openalex.org/W4386370708,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W4386370708,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W4386370708,1
DataType,National Survey Data,RqType,Measurement and Methodological Advances,https://openalex.org/W3204735205,https://openalex.org/W4386370708,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4386491507,https://openalex.org/W4386370708,1
DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4386491507,https://openalex.org/W4386370708,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4386491507,https://openalex.org/W4386370708,1
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4399529338,https://openalex.org/W4386370708,1
DataType,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W4399529338,https://openalex.org/W4386370708,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4399529338,https://openalex.org/W4386370708,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4402018025,https://openalex.org/W4386370708,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4402018025,https://openalex.org/W4386370708,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Measurement and Methodological Advances,https://openalex.org/W4402018025,https://openalex.org/W4386370708,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4402066912,https://openalex.org/W4386370708,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4402066912,https://openalex.org/W4386370708,1
DataType,International Panel Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4402066912,https://openalex.org/W4386370708,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W4386370708,1
DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W4386370708,1
Measure,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W4386370708,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4403370613,https://openalex.org/W4386370708,1
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,https://openalex.org/W4405654739,https://openalex.org/W4386370708,1
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4405654739,https://openalex.org/W4386370708,1
RqType,Empirical Estimates and Determinants,RqType,Measurement and Methodological Advances,https://openalex.org/W4405654739,https://openalex.org/W4386370708,1
Measure,Absolute Mobility Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4399529338,https://openalex.org/W4399529338,1
DataType,Others,RqType,Measurement and Methodological Advances,https://openalex.org/W4399529338,https://openalex.org/W4399529338,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,https://openalex.org/W4399529338,https://openalex.org/W4399529338,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W3208235548,https://openalex.org/W3041900243,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W3208235548,https://openalex.org/W3041900243,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W3208235548,https://openalex.org/W3041900243,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W4283657131,https://openalex.org/W3041900243,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4283657131,https://openalex.org/W3041900243,1
DataType,Panel/Longitudinal Surveys,DataType,Others,https://openalex.org/W4283657131,https://openalex.org/W3041900243,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W4312204683,https://openalex.org/W3041900243,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W4312204683,https://openalex.org/W3041900243,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4312204683,https://openalex.org/W3041900243,1
Measure,Decomposition / Structural Approaches,DataType,Others,https://openalex.org/W4312204683,https://openalex.org/W3041900243,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W4381660505,https://openalex.org/W3041900243,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others,https://openalex.org/W4381660505,https://openalex.org/W3041900243,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4381660505,https://openalex.org/W3041900243,1
Measure,Multigenerational Measures,DataType,Others,https://openalex.org/W4381660505,https://openalex.org/W3041900243,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W3041900243,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W3041900243,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W3041900243,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W3041900243,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W2918831213,https://openalex.org/W1502476793,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W2918831213,https://openalex.org/W1502476793,1
DataType,National Survey Data,DataType,Others,https://openalex.org/W2918831213,https://openalex.org/W1502476793,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W3178385122,https://openalex.org/W1502476793,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W3178385122,https://openalex.org/W1502476793,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others,https://openalex.org/W4252952688,https://openalex.org/W1502476793,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4252952688,https://openalex.org/W1502476793,1
DataType,National Survey Data,DataType,Others,https://openalex.org/W4252952688,https://openalex.org/W1502476793,1
DataType,No dataset,DataType,Others,https://openalex.org/W3216038618,https://openalex.org/W2773358030,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W3216038618,https://openalex.org/W2773358030,1
Measure,Others,DataType,Others,https://openalex.org/W3216038618,https://openalex.org/W2773358030,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others,https://openalex.org/W3143516863,https://openalex.org/W2936910510,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W3143516863,https://openalex.org/W2936910510,1
DataType,Panel/Longitudinal Surveys,DataType,Others,https://openalex.org/W3143516863,https://openalex.org/W2936910510,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4304172618,https://openalex.org/W2936910510,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4304172618,https://openalex.org/W2936910510,1
DataType,Panel/Longitudinal Surveys,DataType,Others,https://openalex.org/W4304172618,https://openalex.org/W2936910510,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W4393244952,https://openalex.org/W325124896,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W4393244952,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W4393244952,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4234924712,https://openalex.org/W325124896,1
DataType,No dataset,DataType,Others,https://openalex.org/W4234924712,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4234924712,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W2889122466,https://openalex.org/W325124896,1
DataType,No dataset,DataType,Others,https://openalex.org/W2889122466,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W2889122466,https://openalex.org/W325124896,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W2920476039,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W2920476039,https://openalex.org/W325124896,1
RqType,"Policy, Institutional, and Geographic Impacts",DataType,Others,https://openalex.org/W2920476039,https://openalex.org/W325124896,1
DataType,Panel/Longitudinal Surveys,DataType,Others,https://openalex.org/W3033668572,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W3033668572,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3033668572,https://openalex.org/W325124896,1
Measure,Transition Matrix / Probability Measures,DataType,Others,https://openalex.org/W3039577330,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W3039577330,https://openalex.org/W325124896,1
DataType,International Panel Data,DataType,Others,https://openalex.org/W3039577330,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3039577330,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W3109347625,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W3109347625,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3109347625,https://openalex.org/W325124896,1
DataType,No dataset,DataType,Others,https://openalex.org/W3121217472,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W3121217472,https://openalex.org/W325124896,1
Measure,Non‐parametric Approaches,DataType,Others,https://openalex.org/W3121217472,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W3125359030,https://openalex.org/W325124896,1
DataType,Panel/Longitudinal Surveys,DataType,Others,https://openalex.org/W3125359030,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W3125359030,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3125359030,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W3163153651,https://openalex.org/W325124896,1
Measure,Transition Matrix / Probability Measures,DataType,Others,https://openalex.org/W3163153651,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W3163153651,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3163153651,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W3176622639,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W3176622639,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3176622639,https://openalex.org/W325124896,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others,https://openalex.org/W3184422859,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W3184422859,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3184422859,https://openalex.org/W325124896,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W3189747191,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W3189747191,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W3189747191,https://openalex.org/W325124896,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W3190102834,https://openalex.org/W325124896,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others,https://openalex.org/W3190102834,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W3190102834,https://openalex.org/W325124896,1
DataType,Panel/Longitudinal Surveys,DataType,Others,https://openalex.org/W3190102834,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W3204735205,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W3204735205,https://openalex.org/W325124896,1
DataType,National Survey Data,DataType,Others,https://openalex.org/W3204735205,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4205552064,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4205552064,https://openalex.org/W325124896,1
DataType,National Survey Data,DataType,Others,https://openalex.org/W4205552064,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4211263339,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W4211263339,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W4211263339,https://openalex.org/W325124896,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W4285249755,https://openalex.org/W325124896,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W4285249755,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4285249755,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4285249755,https://openalex.org/W325124896,1
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Others,https://openalex.org/W4293801681,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4293801681,https://openalex.org/W325124896,1
Measure,Transition Matrix / Probability Measures,DataType,Others,https://openalex.org/W4293801681,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W4293801681,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4300951185,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W4300951185,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W4300951185,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W4300951185,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4381736130,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4381736130,https://openalex.org/W325124896,1
DataType,Panel/Longitudinal Surveys,DataType,Others,https://openalex.org/W4381736130,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W4381736130,https://openalex.org/W325124896,1
Measure,Regression‐based Measures,DataType,Others,https://openalex.org/W4385782198,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4385782198,https://openalex.org/W325124896,1
DataType,National Survey Data,DataType,Others,https://openalex.org/W4385782198,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W4385782198,https://openalex.org/W325124896,1
Measure,Absolute Mobility Measures,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W325124896,1
RqType,Measurement and Methodological Advances,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W4386370708,https://openalex.org/W325124896,1
RqType,Empirical Estimates and Determinants,DataType,Others,https://openalex.org/W4386491507,https://openalex.org/W325124896,1
DataType,Administrative/Registry Data,DataType,Others,https://openalex.org/W4386491507,https://openalex.org/W325124896,1
Measure,Rank‐based Measures,DataType,Others,https://openalex.org/W4386491507,https://openalex.org/W325124896,1
DataType,Linked Administrative Data,DataType,Others,https://openalex.org/W4388938469,https://openalex.org/W325124896,1
