id,citations_count,title,data_cat,rq_cat,category_1,category_2,citation_rank,cited_by_count,citation_rank_617
https://openalex.org/W2811219136,3,Places of Persistence: Slavery and the Geography of Intergenerational Mobility in the United States,Archival/Historical Data,Empirical Estimates and Determinants,Regression‐based Measures,Regression‐based Measures,136.0,29.0,135.0
https://openalex.org/W2900408224,3,"Intergenerational income mobility: access to top jobs, the low-pay no-pay cycle and the role of education in a common framework",No dataset,Empirical Estimates and Determinants,Regression‐based Measures,,147.0,26.0,136.0
https://openalex.org/W2922209108,3,Intergenerational mobility in Australia: national and regional estimates using administrative data,Administrative/Registry Data,Empirical Estimates and Determinants,Regression‐based Measures,,305.0,5.0,137.0
https://openalex.org/W2955018254,3,Americans overestimate the intergenerational persistence in income ranks,National Survey Data,Perceptions of Mobility and Attitudes,Rank‐based Measures,Rank‐based Measures,114.0,39.0,138.0
https://openalex.org/W3121518780,3,The Decline in Intergenerational Mobility after 1980,Linked Administrative Data,Empirical Estimates and Determinants,Regression‐based Measures,Regression‐based Measures,222.0,12.0,139.0
https://openalex.org/W3123195152,3,Intergenerational Mobility in the Very Long Run: Florence 1427–2011,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Regression‐based Measures,61.0,96.0,140.0
https://openalex.org/W3124044027,3,Black-White Differences in Intergenerational Economic Mobility in the United States,Linked Administrative Data,"Demographic Differences in Mobility (Race, Gender, etc.)",Transition Matrix / Probability Measures,Rank‐based Measures,158.0,22.0,141.0
https://openalex.org/W3147268152,3,"'And Yet, it Moves': Intergenerational Mobility in Italy",Linked Administrative Data,Empirical Estimates and Determinants,Rank‐based Measures,Transition Matrix / Probability Measures,265.0,8.0,142.0
https://openalex.org/W3207067564,3,The Correlation of Wealth Between Parents and Children in Australia,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Rank‐based Measures,,291.0,6.0,143.0
https://openalex.org/W4205731136,3,Industrial automation and intergenerational income mobility in the United States,Linked Administrative Data,Empirical Estimates and Determinants,Absolute Mobility Measures,,157.0,23.0,144.0
https://openalex.org/W4285483025,3,Intergenerational Mobility and the Timing of Parental Income,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,68.0,80.0,145.0
https://openalex.org/W4362611983,3,Intergenerational home ownership,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,,253.0,9.0,146.0
https://openalex.org/W70509848,3,Mobility Across Multiple Generations: The Iterated Regression Fallacy,No dataset,Theoretical and Structural Models,Regression‐based Measures,,120.0,37.0,147.0
https://openalex.org/W2164455384,2,On the Evaluation of Economic Mobility,No dataset,Measurement and Methodological Advances,Others,,28.0,187.0,148.0
https://openalex.org/W2042572864,2,"Intergenerational Mobility and the Earnings Position of First‐, Second‐, and Third‐Generation Immigrants",Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,106.0,43.0,149.0
https://openalex.org/W4280580662,2,The Great Gatsby Curve,No dataset,Theoretical and Structural Models,Regression‐based Measures,,128.0,31.0,150.0
https://openalex.org/W1510224607,2,Assessing Changes in Intergenerational Earnings Mobility,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Transition Matrix / Probability Measures,Non‐parametric Approaches,269.0,7.0,151.0
https://openalex.org/W1525853258,2,"Accounting for Intergenerational Income Persistence: Noncognitive Skills, Ability and Education",Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,90.0,57.0,152.0
https://openalex.org/W167868874,2,Intergenerational Earnings Mobility in Korea,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,281.0,6.0,153.0
https://openalex.org/W1842793959,2,The Intergenerational Dynamics of Social Inequality Empirical Evidence from Europe and the United States,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,257.0,8.0,154.0
https://openalex.org/W1862838271,2,Correlating Social Mobility and Economic Outcomes,Linked Administrative Data,Empirical Estimates and Determinants,Others,Others,258.0,8.0,155.0
https://openalex.org/W1984800654,2,"Income Inequality, Mobility, and Turnover at the Top in the US, 1987–2010",Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,76.0,70.0,156.0
https://openalex.org/W1998586807,2,An Estimation of the Intergenerational Income Elasticity of China,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,271.0,7.0,157.0
https://openalex.org/W2028289362,2,INTERGENERATIONAL MOBILITY OF INCOME AND SCHOOLING: CHILE 1996-2006,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,156.0,23.0,158.0
https://openalex.org/W2127281421,2,Intergenerational Earnings Mobility in Singapore and the United States,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,,301.0,5.0,159.0
https://openalex.org/W2133143546,2,Intergenerational Wealth Mobility in Rural Bangladesh,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Transition Matrix / Probability Measures,149.0,25.0,160.0
https://openalex.org/W2133450989,2,Education Policy and Intergenerational Income Mobility: Evidence from the Finnish Comprehensive School Reform,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,75.0,71.0,161.0
https://openalex.org/W2144050291,2,On the State of the Union,No dataset,Theoretical and Structural Models,Decomposition / Structural Approaches,Decomposition / Structural Approaches,42.0,150.0,162.0
https://openalex.org/W2184044297,2,Intergenerational Mobility Across Three Generations in the 19th Century: Evidence from the US Census,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,260.0,8.0,163.0
https://openalex.org/W2184450311,2,THE ECONOMIC IMPACTS OF TAX EXPENDITURES: EVIDENCE FROM SPATIAL VARIATION ACROSS THE U.S. 1,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,,133.0,30.0,164.0
https://openalex.org/W2766173862,2,Intergenerational income mobility and inequality in South Korea,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,,262.0,8.0,165.0
https://openalex.org/W2767134817,2,The Contribution of Early‐life<i>Versus</i>Labour Market Factors to Intergenerational Income Persistence: A Comparison of the UK and Sweden,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Regression‐based Measures,238.0,10.0,166.0
https://openalex.org/W2789684694,2,New Directions in Measuring Intergenerational Mobility: Introduction,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,170.0,19.0,167.0
https://openalex.org/W2889122466,2,A Meta-Analysis of the Association between Income Inequality and Intergenerational Mobility,No dataset,Empirical Estimates and Determinants,Regression‐based Measures,,348.0,3.0,168.0
https://openalex.org/W2897475839,2,"Intergenerational Income Elasticities, Instrumental Variable Estimation, and Bracketing Strategies",Panel/Longitudinal Surveys,Measurement and Methodological Advances,Regression‐based Measures,Regression‐based Measures,248.0,9.0,169.0
https://openalex.org/W2920476039,2,American geography of opportunity reveals European origins,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,Regression‐based Measures,191.0,16.0,170.0
https://openalex.org/W2921143263,2,Are we born equal: a study of intergenerational income mobility in China,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,319.0,4.0,171.0
https://openalex.org/W2933369931,2,Intergenerational income mobility and health in Japan: A quasi-experimental approach,National Survey Data,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Regression‐based Measures,Regression‐based Measures,273.0,7.0,172.0
https://openalex.org/W2936910510,2,Research on the Intergenerational Transmission of Poverty in Rural China Based on Sustainable Livelihood Analysis Framework: A Case Study of Six Poverty-Stricken Counties,Others,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Transition Matrix / Probability Measures,139.0,28.0,173.0
https://openalex.org/W2967279307,2,Intergenerational Earnings and Income Mobility in Vietnam,National Survey Data,Empirical Estimates and Determinants,Regression‐based Measures,,320.0,4.0,174.0
https://openalex.org/W3021741550,2,Intergenerational Mobility and Unequal School Opportunity,No dataset,Theoretical and Structural Models,Decomposition / Structural Approaches,Decomposition / Structural Approaches,205.0,14.0,175.0
https://openalex.org/W3022704615,2,The Impact of Inequality on Intergenerational Mobility,No dataset,Empirical Estimates and Determinants,Absolute Mobility Measures,Absolute Mobility Measures,91.0,57.0,176.0
https://openalex.org/W3033929493,2,Intergenerational Mobility: What Do We Care About? What Should We Care About?,No dataset,Empirical Estimates and Determinants,Others,Others,192.0,16.0,177.0
https://openalex.org/W3039577330,2,The role of imputed rents in intergenerational income mobility in three countries,International Panel Data,Measurement and Methodological Advances,Rank‐based Measures,Transition Matrix / Probability Measures,322.0,4.0,178.0
https://openalex.org/W3044954030,2,Comment: Summarizing Income Mobility with Multiple Smooth Quantiles Instead of Parameterized Means,No dataset,Measurement and Methodological Advances,Regression‐based Measures,Regression‐based Measures,385.0,2.0,179.0
https://openalex.org/W3121144081,2,"Like father, like son? A comparison of absolute and relative intergenerational labour income mobility in Germany and the US",Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Absolute Mobility Measures,Absolute Mobility Measures,357.0,3.0,180.0
https://openalex.org/W3121545129,2,Does a good father now have to be rich? Intergenerational income mobility in rural India,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,Regression‐based Measures,163.0,20.0,181.0
https://openalex.org/W3122167690,2,Intergenerational Mobility in the Very Long Run: Florence 1427-2011,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Regression‐based Measures,111.0,40.0,182.0
https://openalex.org/W3122884517,2,Intergenerational Earnings Mobility in Japan Among Sons and Daughters: Levels and Trends,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Rank‐based Measures,359.0,3.0,183.0
https://openalex.org/W3123505781,2,"Intergenerational Mobility, Siblings' Inequality and Borrowing Constraints",No dataset,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,154.0,24.0,184.0
https://openalex.org/W3128702014,2,Intergenerational Mobility in Lifetime Income,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Others,Rank‐based Measures,223.0,12.0,185.0
https://openalex.org/W3163537223,2,Intergenerational Economic Mobility and the Racial Wealth Gap,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Regression‐based Measures,242.0,10.0,186.0
https://openalex.org/W3204735205,2,Mobility for All: Representative Intergenerational Mobility Estimates over the 20th Century,National Survey Data,Empirical Estimates and Determinants,Regression‐based Measures,,311.0,5.0,187.0
https://openalex.org/W3214804213,2,Intergenerational Educational Mobility and Life Course Economic Trajectories in a Social Democratic Welfare State,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,,231.0,11.0,188.0
https://openalex.org/W4205360523,2,School Finance Equalization Increases Intergenerational Mobility,Administrative/Registry Data,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,,124.0,34.0,189.0
https://openalex.org/W4232769139,2,A Nonparametric Analysis of Black-White Differences in Intergenerational Income Mobility in the United States,Panel/Longitudinal Surveys,"Demographic Differences in Mobility (Race, Gender, etc.)",Rank‐based Measures,Rank‐based Measures,134.0,30.0,190.0
https://openalex.org/W4300073440,2,The Political Economy of Intergenerational Income Mobility,No dataset,Theoretical and Structural Models,Decomposition / Structural Approaches,,184.0,17.0,191.0
https://openalex.org/W4300951185,2,Estimating the Intergenerational Elasticity and Rank Association in the U.S.: Overcoming the Current Limitations of Tax Data,Administrative/Registry Data,Measurement and Methodological Advances,Regression‐based Measures,Rank‐based Measures,244.0,10.0,192.0
https://openalex.org/W4312805135,2,Intergenerational Mobility in the Land of Inequality,Administrative/Registry Data,Empirical Estimates and Determinants,Rank‐based Measures,Transition Matrix / Probability Measures,232.0,11.0,193.0
https://openalex.org/W4381736130,2,Intergenerational income mobility: New evidence from the UK,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,Rank‐based Measures,295.0,6.0,194.0
https://openalex.org/W4390693054,2,Cohort-Specific Experiences of Industrial Decline and Intergenerational Income Mobility,Linked Administrative Data,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,,403.0,2.0,195.0
https://openalex.org/W2117407660,1,How Much Income Mobility is There in Britain?,No dataset,Empirical Estimates and Determinants,Regression‐based Measures,,22.0,218.0,196.0
https://openalex.org/W1966505070,1,On Square Ordinal Contingency Tables: A Comparison of Social Class and Income Mobility for the Same Individuals,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Transition Matrix / Probability Measures,,132.0,30.0,197.0
https://openalex.org/W3166017557,1,Are We Richer Than Our Parents Were? Absolute Income Mobility in Australia,Linked Administrative Data,Empirical Estimates and Determinants,Absolute Mobility Measures,,408.0,1.0,198.0
https://openalex.org/W2123210148,1,Economic mobility and the rise of the Latin American middle class,National Survey Data,Empirical Estimates and Determinants,Others,,26.0,194.0,199.0
https://openalex.org/W2008396968,1,Divergent Paths: Economic Mobility in the New American Labor Market,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Absolute Mobility Measures,,37.0,159.0,200.0
https://openalex.org/W2802089178,1,Can cultural consumption increase future earnings? Exploring the economic returns to cultural capital,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,,112.0,39.0,201.0
https://openalex.org/W3045264130,1,IMPROVING EQUALITY OF OPPORTUNITY: NEW INSIGHTS FROM BIG DATA,Opportunity Atlas,"Policy, Institutional, and Geographic Impacts",Absolute Mobility Measures,,165.0,19.0,202.0
https://openalex.org/W2912008487,1,Immigration and Social Mobility,Administrative/Registry Data,Empirical Estimates and Determinants,Rank‐based Measures,,113.0,39.0,203.0
https://openalex.org/W3018625260,1,Youth Who Achieve Upward Socioeconomic Mobility Display Lower Psychological Distress But Higher Metabolic Syndrome Rates as Adults: Prospective Evidence From Add Health and MIDUS,Panel/Longitudinal Surveys,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Others,,140.0,27.0,204.0
https://openalex.org/W3143516863,1,Status and path of intergenerational transmission of poverty in rural China: A human capital investment perspective,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,151.0,24.0,205.0
https://openalex.org/W3088079582,1,Trends and Disparities in Subjective Upward Mobility since 1940,National Survey Data,Perceptions of Mobility and Attitudes,Absolute Mobility Measures,,166.0,19.0,206.0
https://openalex.org/W3027769937,1,It's All about the Parents: Inequality Transmission across Three Generations in Sweden,Linked Administrative Data,Measurement and Methodological Advances,Regression‐based Measures,,122.0,35.0,207.0
https://openalex.org/W2119977186,1,The Measure of a Nation,No dataset,Measurement and Methodological Advances,Absolute Mobility Measures,,234.0,10.0,208.0
https://openalex.org/W1020822704,1,"Poor dad, poor child? An investigation of intergenerational income mobility in the 1982 Birth Cohort in Pelotas, Rio Grande do Sul State, Brazil",Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,,414.0,1.0,209.0
https://openalex.org/W1524458346,1,Is entrepreneurship inherited? A study of intergenerational social mobility in Mexico,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,270.0,7.0,210.0
https://openalex.org/W1578919155,1,The Intergenerational Transmission of Income in Switzerland: A Comparison Between Natives and Immigrants,Administrative/Registry Data,Empirical Estimates and Determinants,Regression‐based Measures,,235.0,10.0,211.0
https://openalex.org/W1885260769,1,A Nonparametric Analysis of Black-White Differences in Intergenerational Income Mobility in the United States,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Rank‐based Measures,Transition Matrix / Probability Measures,337.0,3.0,212.0
https://openalex.org/W1912659445,1,Is entrepreneurship a channel of social mobility in Latin America?,Pseudo-Panel/Household Budget Survey,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,202.0,14.0,213.0
https://openalex.org/W1969197029,1,Intergenerational Influences of Wealth in Mexico,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,93.0,55.0,214.0
https://openalex.org/W2039841106,1,Inheritance and Intergenerational Wealth Transmission in Eighteenth-Century Ottoman Kastamonu: an Empirical Investigation,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Multigenerational Measures,Multigenerational Measures,168.0,19.0,215.0
https://openalex.org/W2055372720,1,Intergenerational Income Mobility in Turkey,No dataset,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,338.0,3.0,216.0
https://openalex.org/W2078842385,1,"Inequality, Economic Growth and Social Mobility",No dataset,Theoretical and Structural Models,Others,,80.0,65.0,217.0
https://openalex.org/W2097343718,1,"CHILD POVERTY, INVESTMENT IN CHILDREN AND GENERATIONAL MOBILITY: THE SHORT AND LONG TERM WELLBEING OF CHILDREN IN URBAN CHINA AFTER THE ONE CHILD POLICY",National Survey Data,Empirical Estimates and Determinants,Regression‐based Measures,,211.0,13.0,218.0
https://openalex.org/W2153943844,1,"Borrowing Constraints, College Aid, and Intergenerational Mobility",No dataset,"Policy, Institutional, and Geographic Impacts",Decomposition / Structural Approaches,Decomposition / Structural Approaches,92.0,56.0,219.0
https://openalex.org/W2291516288,1,Intergenerational Mobility and the Rise and Fall of Inequality: Lessons from Latin America,International Panel Data,Empirical Estimates and Determinants,Regression‐based Measures,,282.0,6.0,220.0
https://openalex.org/W2364400020,1,Intergenerational Income Mobility Trends in China:2000～2009,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,423.0,1.0,221.0
https://openalex.org/W2553521091,1,Intergenerational Mobility and Assortative Mating in the UK,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,,284.0,6.0,222.0
https://openalex.org/W2565185528,1,The Son Also Rises: Surnames and the History of Social Mobility,Archival/Historical Data,Intergenerational Wealth Mobility and Inheritance,Multigenerational Measures,Multigenerational Measures,130.0,31.0,223.0
https://openalex.org/W2592479289,1,The Role of Children's Health in the Intergenerational Transmission of Economic Status,No dataset,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Regression‐based Measures,,189.0,16.0,224.0
https://openalex.org/W2598656573,1,Understanding the Mechanical Relationship between Inequality and Intergenerational Mobility,No dataset,Measurement and Methodological Advances,Regression‐based Measures,Rank‐based Measures,261.0,8.0,225.0
https://openalex.org/W2663861583,1,OCCUPATIONAL AND INCOME INTERGENERATIONAL MOBILITY IN BRAZIL BETWEEN THE 1990s AND 2000s,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,Decomposition / Structural Approaches,213.0,13.0,226.0
https://openalex.org/W2741490491,1,Intergenerational transmission of socioeconomic conditions in Austria in the context of European welfare regimes,National Survey Data,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,,346.0,3.0,227.0
https://openalex.org/W2773358030,1,Distributional Effects of a Continuous Treatment with an Application on Intergenerational Mobility,Others,Intergenerational Wealth Mobility and Inheritance,Non‐parametric Approaches,Non‐parametric Approaches,214.0,13.0,228.0
https://openalex.org/W2794220255,1,Human Capital and Intergenerational Mobility in U.S. Counties,Administrative/Registry Data,Empirical Estimates and Determinants,Regression‐based Measures,Regression‐based Measures,240.0,10.0,229.0
https://openalex.org/W2890853717,1,Intergenerational economic mobility in New Zealand,No dataset,Empirical Estimates and Determinants,Regression‐based Measures,,304.0,5.0,230.0
https://openalex.org/W2895165109,1,Intergenerational Mobility in the US: What We Have Learned from the PSID,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,,272.0,7.0,231.0
https://openalex.org/W2913916335,1,Estimation of dynastic life-cycle discrete choice models,No dataset,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,Decomposition / Structural Approaches,263.0,8.0,232.0
https://openalex.org/W2918831213,1,AN ANALYSIS OF INTERGENERATIONAL MOBILITY IN PAKISTAN,National Survey Data,Empirical Estimates and Determinants,Regression‐based Measures,,264.0,8.0,233.0
https://openalex.org/W2924600205,1,Intergenerational Wealth Mobility and Racial Inequality,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,78.0,70.0,234.0
https://openalex.org/W2944091914,1,Does Education Improve Intergenerational Income Mobility?,National Survey Data,Empirical Estimates and Determinants,Regression‐based Measures,,383.0,2.0,235.0
https://openalex.org/W2953817338,1,Universities and Intergenerational Social Mobility in Brazil: Examining Patterns by Race and Gender,University/Institution Data,Empirical Estimates and Determinants,Transition Matrix / Probability Measures,Transition Matrix / Probability Measures,287.0,6.0,236.0
https://openalex.org/W2963918180,1,The Accumulation and Transfers of Wealth: Variations by Social Class,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Regression‐based Measures,125.0,33.0,237.0
https://openalex.org/W2971359031,1,Population growth and intergenerational mobility,No dataset,Theoretical and Structural Models,Decomposition / Structural Approaches,,350.0,3.0,238.0
https://openalex.org/W2972798438,1,Does Money Matter for Intergenerational Income Transmission?,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,Decomposition / Structural Approaches,351.0,3.0,239.0
https://openalex.org/W2997562221,1,Intergenerational mobility: a dream deferred?,No dataset,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,,288.0,6.0,240.0
https://openalex.org/W3025676006,1,"How Marriage Matters for the Intergenerational Mobility of Family Income: Heterogeneity by Gender, Life Course, and Birth Cohort",Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,Decomposition / Structural Approaches,171.0,19.0,241.0
https://openalex.org/W3033668572,1,Estimation of intergenerational mobility in small samples: evidence from German survey data,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Rank‐based Measures,Rank‐based Measures,437.0,1.0,242.0
https://openalex.org/W3037216812,1,Exploration of the Role of Education in Intergenerational Income Mobility in Canada: Evidence from the Longitudinal and International Study of Adults,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,Decomposition / Structural Approaches,172.0,19.0,243.0
https://openalex.org/W3109347625,1,Do Rank-Rank Income Mobility Measures Fully Capture Broader Parental Influence on Child Income?,Administrative/Registry Data,Measurement and Methodological Advances,Rank‐based Measures,Rank‐based Measures,386.0,2.0,244.0
https://openalex.org/W3119775080,1,Does Economic Inequality Constrain Intergenerational Economic Mobility? The Association Between Income Inequality During Childhood and Intergenerational Income Persistence in the United States,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Regression‐based Measures,,324.0,4.0,245.0
https://openalex.org/W3121217472,1,Estimating nonlinear intergenerational income mobility with correlation curves,No dataset,Measurement and Methodological Advances,Non‐parametric Approaches,Non‐parametric Approaches,442.0,1.0,246.0
https://openalex.org/W3121421182,1,Intergenerational Mobility and the Timing of Parental Income,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Regression‐based Measures,198.0,15.0,247.0
https://openalex.org/W3123638740,1,Evidence on Intergenerational Income Transmission Using Complete Dutch Population Data,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,443.0,1.0,248.0
https://openalex.org/W3124358677,1,Intergenerational Wealth Mobility and the Role of Inheritance: Evidence from Multiple Generations,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Rank‐based Measures,Rank‐based Measures,206.0,14.0,249.0
https://openalex.org/W3124527946,1,Intergenerational Top Income Mobility in Sweden: A Combination of Equal Opportunity and Capitalistic Dynasties,Linked Administrative Data,Empirical Estimates and Determinants,Rank‐based Measures,Rank‐based Measures,193.0,16.0,250.0
https://openalex.org/W3126032812,1,The Evolution of Social Mobility: Norway Over the 20th Century,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Rank‐based Measures,289.0,6.0,251.0
https://openalex.org/W3136260651,1,Intergenerational income mobility and transmission channels in a transition economy: Evidence from China*,National Survey Data,Empirical Estimates and Determinants,Regression‐based Measures,Decomposition / Structural Approaches,274.0,7.0,252.0
https://openalex.org/W3142916655,1,The Long Run Evolution of Absolute Intergenerational Mobility,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Absolute Mobility Measures,Absolute Mobility Measures,290.0,6.0,253.0
https://openalex.org/W3170592684,1,PARENTAL TIME INVESTMENT AND INTERGENERATIONAL MOBILITY,No dataset,Theoretical and Structural Models,Decomposition / Structural Approaches,Decomposition / Structural Approaches,215.0,13.0,254.0
https://openalex.org/W3182550406,1,Wealth as One of the “Big Four” SES Dimensions in Intergenerational Transmissions,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,Decomposition / Structural Approaches,88.0,59.0,255.0
https://openalex.org/W3184422859,1,Immigration and economic mobility,Administrative/Registry Data,Intergenerational Wealth Mobility and Inheritance,Rank‐based Measures,,266.0,8.0,256.0
https://openalex.org/W3192903419,1,Social Mobility in Germany,Administrative/Registry Data,Empirical Estimates and Determinants,Regression‐based Measures,,194.0,16.0,257.0
https://openalex.org/W3197901707,1,Individualistic culture increases economic mobility in the United States,Opportunity Atlas,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,,162.0,21.0,258.0
https://openalex.org/W3204672706,1,Regular employment and intergenerational income mobility in Japan,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,450.0,1.0,259.0
https://openalex.org/W4206194690,1,Intergenerational Wealth Mobility in Rural Bangladesh,Panel/Longitudinal Surveys,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,Transition Matrix / Probability Measures,277.0,7.0,260.0
https://openalex.org/W4210953259,1,How does education affect intergenerational income mobility in Chinese society?,Panel/Longitudinal Surveys,Empirical Estimates and Determinants,Decomposition / Structural Approaches,,325.0,4.0,261.0
https://openalex.org/W4220692802,1,Downward income mobility among individuals with poor initial health is linked with higher cardiometabolic risk,Panel/Longitudinal Surveys,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Absolute Mobility Measures,,243.0,10.0,262.0
https://openalex.org/W4220732045,1,Meritocracy and the inheritance of advantage,No dataset,Theoretical and Structural Models,Decomposition / Structural Approaches,,363.0,3.0,263.0
https://openalex.org/W4230356224,1,Explaining Income Inequality and Intergenerational Mobility: The Role of Fertility and Family Transfers,No dataset,Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,,394.0,2.0,264.0
https://openalex.org/W4230711751,1,The Intergenerational Transmission of Employers in Canada and Denmark,Linked Administrative Data,Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,,195.0,16.0,265.0
https://openalex.org/W4238048379,1,Education and Intergenerational Mobility in the US,National Survey Data,Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,,396.0,2.0,266.0
https://openalex.org/W4241858005,1,Comment,Linked Administrative Data,Theoretical and Structural Models,Regression‐based Measures,,364.0,3.0,267.0
https://openalex.org/W4285024880,1,Intergenerational income mobility table revisited: A trajectory group perspective,Panel/Longitudinal Surveys,Measurement and Methodological Advances,Transition Matrix / Probability Measures,,250.0,9.0,268.0
https://openalex.org/W4285249755,1,"Intergenerational Mobility, Gender Differences and the Role of Out-Migration: New Evidence from Spain",Linked Administrative Data,Empirical Estimates and Determinants,Absolute Mobility Measures,Regression‐based Measures,328.0,4.0,269.0
https://openalex.org/W4307723330,1,Do intergovernmental transfers boost intergenerational income mobility? Evidence from China,Administrative/Registry Data,"Policy, Institutional, and Geographic Impacts",Regression‐based Measures,,251.0,9.0,270.0
https://openalex.org/W4308908946,1,Intergenerational income mobility and economic freedom,No dataset,Empirical Estimates and Determinants,Regression‐based Measures,,199.0,15.0,271.0
